brid	AVERAGE
Brahy.D03G0416500	-2.98363806
Brahy.D05G0203100	-2.352381263
Brahy.D05G0040000	2.330153997
Brahy.S09G0274900	-2.713275784
Brahy.D03G0006900	-1.465482465
Brahy.D04G0551900	-2.53846675
Brahy.D01G0945700	-2.0572513
Brahy.S09G0045400	0.991343972
Brahy.S04G0040200	-1.62292811
Brahy.D03G0689500	-3.691674491
Brahy.S07G0268000	1.52201037
Brahy.D03G0367700	-0.234484003
Brahy.D02G0584600	-0.619207376
Brahy.S10G0056500	1.533716846
Brahy.D01G1053500	1.598828711
Brahy.S08G0020300	0.134100863
Brahy.D04G0213200	2.064701039
Brahy.S10G0054800	0.061585881
Brahy.S08G0011500	-2.262886627
Brahy.S01G0243300	-2.886760418
Brahy.S01G0019400	-3.202524853
Brahy.D03G0521900	-2.24951343
Brahy.S09G0163200	-3.040030839
Brahy.S06G0114200	-2.541396727
Brahy.D03G0446000	3.232534178
Brahy.S08G0105900	-2.116675292
Brahy.D02G0205100	0.474919912
Brahy.S04G0281800	-2.859688475
Brahy.D01G0063000	1.473908585
Brahy.S07G0107000	-2.250843218
Brahy.S09G0277000	-1.633123923
Brahy.D02G0093300	2.157222658
Brahy.S04G0302200	-3.552819594
Brahy.S01G0447500	-4.440271949
Brahy.D05G0085800	1.811126219
Brahy.S08G0042300	-3.548713831
Brahy.D03G0707900	-2.48637615
Brahy.D01G0705000	0.28993278
Brahy.S08G0074000	-2.412473052
Brahy.S05G0125200	-0.356487044
Brahy.S05G0282200	1.649143608
Brahy.S03G0247000	1.976615178
Brahy.D03G0260400	-3.862796841
Brahy.D03G0235500	2.528333023
Brahy.S02G0165100	-3.014264574
Brahy.S05G0104800	-1.904691973
Brahy.D03G0742900	2.187511197
Brahy.S06G0202400	-0.069793757
Brahy.D01G0970700	-0.108537356
Brahy.S03G0211100	1.595867495
Brahy.S09G0216400	1.387108945
Brahy.S08G0254800	-0.454084365
Brahy.D01G0310300	0.422845793
Brahy.S05G0130200	-6.017358792
Brahy.S02G0328100	-1.995450382
Brahy.S05G0093900	-0.181761522
Brahy.S04G0362800	-1.47857523
Brahy.S03G0308300	-1.706455717
Brahy.S03G0295000	1.845463344
Brahy.S06G0131500	-1.757769542
Brahy.S05G0246600	-1.484652989
Brahy.S05G0046400	-2.531869843
Brahy.S05G0021500	2.668793911
Brahy.S09G0250900	-3.332941692
Brahy.S09G0192400	-2.537422114
Brahy.D04G0169800	1.501236655
Brahy.D03G0316200	-2.407728773
Brahy.S01G0181300	1.39171148
Brahy.S02G0338300	1.548341626
Brahy.S10G0068100	-1.490014249
Brahy.S10G0132000	2.149082369
Brahy.S02G0362500	0.260724927
Brahy.D02G0324900	-2.668191432
Brahy.D02G0511100	-2.641855018
Brahy.D03G0156800	1.458053861
Brahy.S06G0082900	-4.074094889
Brahy.D02G0037800	1.533026497
Brahy.D05G0220600	-2.058924728
Brahy.D01G0397100	-1.880928322
Brahy.D01G0602100	-2.566508149
Brahy.D05G0177600	-2.31978464
Brahy.S05G0323200	-1.390285004
Brahy.D05G0233200	-1.591293167
Brahy.D05G0309400	1.443355993
Brahy.S06G0009000	-3.768297681
Brahy.D04G0180200	2.367996148
Brahy.S01G0043600	-3.40691466
Brahy.S02G0304600	-2.308754286
Brahy.D02G0753000	1.796320933
Brahy.S04G0276100	-2.63064315
Brahy.S10G0130600	3.263261172
Brahy.S05G0215800	-1.519677217
Brahy.S10G0114800	-3.147352201
Brahy.S09G0161200	1.773799262
Brahy.S04G0130600	1.501833016
Brahy.D02G0529800	1.410360303
Brahy.S02G0246700	-1.3869592
Brahy.S09G0266900	-1.706097393
Brahy.S09G0213000	1.611699656
Brahy.S01G0171000	3.438773904
Brahy.D02G0086100	-1.542382533
Brahy.S10G0004000	-1.534416324
Brahy.S10G0025700	-0.030663328
Brahy.D01G0752600	-2.584508895
Brahy.S01G0278000	-1.586312267
Brahy.D03G0260100	-1.953352065
Brahy.S07G0249800	-4.304389107
Brahy.D01G0017600	-3.240441959
Brahy.D03G0804900	-1.811250684
Brahy.S10G0181100	-2.952960044
Brahy.D01G1016700	-1.882683475
Brahy.S04G0056400	-2.122277285
Brahy.D02G0468300	-1.930719691
Brahy.D04G0374600	2.80926039
Brahy.D01G0995900	-2.118703782
Brahy.D01G0704000	-0.123982619
Brahy.D05G0364600	1.458343003
Brahy.D02G0087400	-0.486311724
Brahy.D01G0767800	1.444502985
Brahy.D05G0190700	-1.953012666
Brahy.S01G0367300	1.41689673
Brahy.S09G0163100	-2.45803903
Brahy.D03G0480400	-3.071811655
Brahy.D04G0568400	-2.444160866
Brahy.D01G0804200	-2.846748847
Brahy.D01G0804300	-3.188795212
Brahy.S08G0020100	1.41651911
Brahy.S04G0009000	-2.7330678
Brahy.S06G0018300	-2.45783684
Brahy.D03G0492200	-1.850735718
Brahy.D03G0509800	-1.957596384
Brahy.S01G0449800	-2.441947676
Brahy.S04G0018700	-0.115198739
Brahy.D03G0547000	0.956434765
Brahy.S04G0304700	-1.830777166
Brahy.S09G0273300	-1.698548815
Brahy.D01G0047600	-1.408392651
Brahy.S10G0165400	-1.666340704
Brahy.D02G0683300	-2.157727119
Brahy.D03G0786400	-1.661659945
Brahy.S09G0269400	-1.657425464
Brahy.D03G0372800	-2.489959023
Brahy.D01G0223700	-3.94396079
Brahy.D04G0485900	-2.83622356
Brahy.S01G0065100	-0.250894769
Brahy.S01G0396800	-2.200408932
Brahy.S09G0017000	0.023789629
Brahy.D05G0329800	-1.739024651
Brahy.D02G0175100	-1.608762355
Brahy.D03G0262900	2.682846665
Brahy.D02G0705300	-2.085074544
Brahy.S10G0063700	0.201488871
Brahy.D02G0571900	-0.231453199
Brahy.D04G0089500	-1.762916882
Brahy.S09G0027800	-0.777602478
Brahy.S03G0170000	-0.069226413
Brahy.S03G0144800	-1.660827638
Brahy.S02G0414700	-2.246609625
Brahy.D02G0018100	0.213264374
Brahy.S03G0266600	-2.138340508
Brahy.S01G0412300	0.438143986
Brahy.S07G0020000	-2.161340758
Brahy.D05G0120200	-1.888834136
Brahy.D01G0157700	-1.639100016
Brahy.D02G0007200	-1.381276576
Brahy.D03G0354100	-2.154936976
Brahy.S08G0073700	-1.624831942
Brahy.S01G0063500	-3.829586872
Brahy.S05G0255900	1.515479796
Brahy.S02G0338500	-3.579539738
Brahy.D03G0504700	-2.041418907
Brahy.D03G0767300	-1.803419191
Brahy.S02G0336700	0.304470317
Brahy.S01G0422400	-2.291833859
Brahy.S10G0157400	1.613481593
Brahy.S01G0105400	-1.872981968
Brahy.D01G0100000	1.344376158
Brahy.D03G0523400	-3.502385934
Brahy.S07G0103500	-0.460971697
Brahy.D01G0005400	-1.973895297
Brahy.D04G0442700	-2.21937807
Brahy.S04G0198300	-2.522462074
Brahy.S02G0079500	-3.22188458
Brahy.D01G0076200	2.399338038
Brahy.S03G0232300	-2.356253489
Brahy.S07G0027900	-3.707935244
Brahy.D05G0071200	2.57369854
Brahy.S03G0091900	1.871061659
Brahy.S05G0172500	-1.818500993
Brahy.S01G0003600	1.641339816
Brahy.S02G0122100	-1.969452761
Brahy.D03G0275700	0.08142362
Brahy.D02G0547400	-2.21297938
Brahy.S10G0066800	1.799458082
Brahy.D03G0578800	-1.460473591
Brahy.D01G0149500	-3.155932168
Brahy.S02G0323000	2.654661479
Brahy.S08G0041300	-3.013253945
Brahy.S01G0113900	-2.37490982
Brahy.D02G0480400	1.704456465
Brahy.S02G0053600	-2.114017189
Brahy.S06G0066000	0.374762081
Brahy.S08G0191500	-2.014983492
Brahy.D03G0704700	-1.412274886
Brahy.S02G0287300	-2.576170129
Brahy.S06G0018800	-1.504837212
Brahy.D04G0207400	-0.522259251
Brahy.S04G0300000	1.516677014
Brahy.D04G0309600	1.296586554
Brahy.D01G0413300	-1.706444063
Brahy.S09G0171300	-1.571997231
Brahy.D01G0827200	-1.745825875
Brahy.D04G0104700	2.15979593
Brahy.D03G0327900	-2.169861143
Brahy.D01G0251300	-2.939068526
Brahy.D02G0434800	-1.553844544
Brahy.S10G0195500	0.068499379
Brahy.S06G0032000	-3.129196115
Brahy.S01G0151000	-1.540080539
Brahy.D05G0261700	-1.659803938
Brahy.S02G0299500	-1.609867676
Brahy.S01G0375700	-2.059593798
Brahy.S04G0140900	1.604337728
Brahy.D02G0652100	-2.260573978
Brahy.D04G0246600	1.48742525
Brahy.D03G0012300	1.891406613
Brahy.D01G0554500	1.481621167
Brahy.D02G0225600	-0.475913905
Brahy.S07G0226700	1.527427335
Brahy.D01G0157600	1.691018178
Brahy.S01G0341800	-2.626754134
Brahy.S04G0258400	-2.331341662
Brahy.S06G0044400	1.484345726
Brahy.S03G0165200	1.296155488
Brahy.D05G0290400	-1.464747361
Brahy.S02G0283900	1.305917908
Brahy.D03G0066300	-0.030442104
Brahy.S06G0051400	-1.635534939
Brahy.S07G0132500	1.545353745
Brahy.D01G0715800	-2.994521897
Brahy.D03G0526600	-2.153767622
Brahy.S01G0044600	-2.890965885
Brahy.S01G0213400	-2.746618671
Brahy.D05G0244700	-2.311373405
Brahy.D04G0253400	2.230232723
Brahy.S06G0235300	1.368715467
Brahy.S09G0280000	-3.039477381
Brahy.S01G0362200	-1.671823209
Brahy.S10G0093100	-2.293529922
Brahy.S04G0242700	1.466993278
Brahy.S09G0073300	-2.738563416
Brahy.S09G0198700	-1.455906732
Brahy.S02G0017600	1.421143221
Brahy.D03G0384500	1.450991096
Brahy.D05G0148900	-1.421371549
Brahy.D04G0413900	-2.708484651
Brahy.S09G0018300	-2.768815168
Brahy.D03G0638700	-2.039836226
Brahy.D03G0056100	-1.767736781
Brahy.S07G0248800	-1.884768314
Brahy.D04G0290000	-1.96653988
Brahy.S07G0267100	-2.246750086
Brahy.D05G0323600	-2.465432529
Brahy.S04G0071200	1.404828905
Brahy.S02G0178300	-1.995261187
Brahy.D02G0211500	-2.468736912
Brahy.D05G0126600	-2.146692021
Brahy.D04G0490700	-1.451772186
Brahy.D01G0443300	-1.818833386
Brahy.D01G0581200	-2.220150346
Brahy.D04G0066900	-1.520340814
Brahy.S09G0047100	1.365542136
Brahy.D04G0622400	-2.377738118
Brahy.S03G0175300	-2.360816755
Brahy.D03G0405700	-1.913256648
Brahy.S09G0011000	-2.216920842
Brahy.D03G0331000	-1.956877291
Brahy.S09G0210800	-1.633468637
Brahy.D05G0103900	-2.694429743
Brahy.S09G0234000	1.435232788
Brahy.D02G0835000	-0.60325793
Brahy.D02G0300600	-1.66742425
Brahy.S02G0075200	0.255352507
Brahy.D03G0103800	-2.409660711
Brahy.S08G0227300	1.449570698
Brahy.S05G0220300	-1.949268655
Brahy.S08G0011100	-2.089607568
Brahy.D02G0806100	-3.357702426
Brahy.S05G0185800	-1.368768863
Brahy.D01G0441200	0.162797087
Brahy.D03G0214800	-1.911825433
Brahy.D03G0343000	1.704334453
Brahy.D03G0502300	1.503150346
Brahy.D02G0760000	-0.444046218
Brahy.D01G0438100	-2.35390221
Brahy.D03G0707100	-2.604972767
Brahy.S02G0409200	-3.553234039
Brahy.S01G0336600	-1.812561461
Brahy.D03G0471700	-3.374823384
Brahy.D03G0640900	-2.737339612
Brahy.D04G0278100	1.608164402
Brahy.D03G0036600	1.554423155
Brahy.S08G0001100	3.127154909
Brahy.D04G0598100	1.821158557
Brahy.S07G0171400	-1.42920357
Brahy.D03G0818900	1.595576277
Brahy.D01G0759600	-1.586006867
Brahy.S01G0003500	3.23669918
Brahy.D04G0453700	-1.454052905
Brahy.S07G0156700	-3.175210829
Brahy.S08G0018100	-2.179056372
Brahy.S10G0028800	-2.484074144
Brahy.D01G1054300	-1.864977033
Brahy.D02G0573700	-1.363976422
Brahy.D03G0546100	-1.297507609
Brahy.D02G0108000	-2.457436231
Brahy.D03G0296000	1.685832108
Brahy.D04G0007800	-3.189154347
Brahy.S01G0327700	-1.643854534
Brahy.D01G1048300	1.40050851
Brahy.D04G0473200	-1.448400232
Brahy.S09G0049300	1.448024741
Brahy.S02G0410600	1.632066428
Brahy.D04G0512200	2.548705461
Brahy.D02G0262000	-1.757941932
Brahy.D02G0421400	-1.525382446
Brahy.D04G0404800	-1.507712879
Brahy.S06G0085700	1.227356903
Brahy.D01G0235000	-1.92168517
Brahy.S02G0382200	-1.361203502
Brahy.D03G0477300	-2.532903601
Brahy.S06G0058100	-2.776761227
Brahy.S05G0256200	-2.554513596
Brahy.S01G0018200	-3.296226621
Brahy.S07G0221700	-2.267192995
Brahy.S01G0447000	2.73852958
Brahy.S04G0131900	-4.060240776
Brahy.S04G0177300	1.82762461
Brahy.D05G0254300	-2.468685529
Brahy.S01G0305000	-2.547637435
Brahy.S04G0092700	-2.292464351
Brahy.D02G0488700	-3.643168373
Brahy.D04G0037600	-2.589778277
Brahy.S08G0041900	-1.430709416
Brahy.D05G0330300	-3.014258262
Brahy.S04G0030300	-1.838970754
Brahy.S02G0269500	-0.630768374
Brahy.S02G0299700	-2.187199164
Brahy.S09G0115600	-2.148405602
Brahy.S04G0038900	-2.991887328
Brahy.S04G0046500	-3.593198119
Brahy.S10G0006200	2.472605027
Brahy.S03G0203500	-0.019104991
Brahy.D03G0180700	-2.899386225
Brahy.D02G0349200	-2.201778747
Brahy.D04G0583100	-1.476461449
Brahy.D02G0023000	2.325788482
Brahy.D01G0046500	-3.128869644
Brahy.S09G0091400	-2.794158764
Brahy.S02G0119400	-2.457121057
Brahy.S09G0173700	1.335296292
Brahy.S01G0185200	1.57582495
Brahy.D02G0078200	-2.744046931
Brahy.D03G0192800	-1.987237838
Brahy.S01G0447800	-2.619519348
Brahy.S03G0318800	-2.615433074
Brahy.S01G0076400	-1.801786963
Brahy.D01G0382200	1.666872334
Brahy.D02G0523800	1.229310031
Brahy.D02G0751900	-1.326515854
Brahy.D04G0445400	1.549739289
Brahy.D02G0551900	-1.982366517
Brahy.S05G0253300	-2.219989488
Brahy.D03G0445900	2.744016034
Brahy.D04G0231900	1.572973829
Brahy.D03G0483500	1.528199873
Brahy.S09G0268200	-1.2452056
Brahy.D05G0240100	-1.435168042
Brahy.S06G0014100	0.697212836
Brahy.S07G0068100	1.351954092
Brahy.D01G0387100	1.378216542
Brahy.D02G0735500	-0.297849931
Brahy.D04G0043100	-3.095854888
Brahy.S01G0022500	-0.112026936
Brahy.D01G0833500	1.395738315
Brahy.D01G0970000	-2.652434108
Brahy.S07G0163900	-1.339041514
Brahy.S08G0096200	-2.53898195
Brahy.S09G0164100	-1.22873876
Brahy.S08G0247600	-1.317316443
Brahy.S04G0149500	1.301895869
Brahy.D05G0226600	1.511957886
Brahy.S01G0422700	-1.858286549
Brahy.S02G0341200	0.072812611
Brahy.S01G0216500	-1.68639761
Brahy.S10G0024300	-2.177863641
Brahy.S01G0230200	-0.072374057
Brahy.S04G0044800	1.346274963
Brahy.D04G0174800	0.031711562
Brahy.S02G0368700	0.027328375
Brahy.D03G0661300	1.40641993
Brahy.D01G0396800	-1.961150664
Brahy.D01G0017000	1.829560879
Brahy.D03G0441200	1.46287115
Brahy.D02G0336100	-2.363234956
Brahy.S01G0061200	-1.646013218
Brahy.D03G0327800	-2.501494521
Brahy.S02G0330500	1.31961984
Brahy.S05G0152200	-1.536439821
Brahy.D01G0893400	-1.490723617
Brahy.D02G0005900	2.387497675
Brahy.D01G0994300	-1.92133456
Brahy.D05G0093200	-2.310470535
Brahy.D02G0514400	-1.368777452
Brahy.D04G0543200	-3.305368859
Brahy.S04G0331500	2.393166318
Brahy.D01G0099800	-2.605421592
Brahy.S06G0203200	-1.242711564
Brahy.S05G0116900	2.256294092
Brahy.D02G0568300	-1.565403587
Brahy.S02G0092600	-2.419127725
Brahy.D02G0067700	-1.493332976
Brahy.D03G0554500	3.296571121
Brahy.D01G0338300	-1.954558695
Brahy.D04G0280100	-1.543912567
Brahy.S05G0197700	-1.6407832
Brahy.D02G0463700	-0.843601472
Brahy.D05G0085600	1.385262205
Brahy.S04G0068600	-2.641074018
Brahy.S06G0024800	-2.096428966
Brahy.D02G0799400	-1.862633327
Brahy.D04G0291900	1.970065685
Brahy.D01G0282100	-0.029220876
Brahy.D03G0407100	1.409803465
Brahy.S03G0313500	-4.323794762
Brahy.D02G0545700	0.088744881
Brahy.D01G0888100	-1.914123869
Brahy.S04G0068200	-2.325420265
Brahy.D01G1048200	1.584209222
Brahy.D02G0496700	-1.701390466
Brahy.S07G0020100	-3.307980932
Brahy.S02G0217500	-1.976560601
Brahy.D03G0530300	2.043823841
Brahy.D02G0394100	-1.860187719
Brahy.D03G0133600	2.009912267
Brahy.D04G0474000	1.78364349
Brahy.D01G0858300	-1.768915503
Brahy.D02G0603000	-2.172377489
Brahy.D02G0732600	-0.290753651
Brahy.D04G0001600	-1.362116308
Brahy.D01G0394300	1.931532367
Brahy.S01G0024500	-1.429057092
Brahy.S03G0254600	-2.85856833
Brahy.S03G0263300	-1.359645566
Brahy.D05G0151700	1.628194819
Brahy.D02G0425600	-1.284101539
Brahy.D03G0304400	-2.253633831
Brahy.S01G0373700	-1.813476738
Brahy.D02G0489400	-1.236851374
Brahy.D02G0682500	-1.281529395
Brahy.D02G0772900	1.490027924
Brahy.S09G0202700	1.533974578
Brahy.S09G0280400	-1.375736974
Brahy.S07G0192700	2.260183799
Brahy.S01G0300100	0.094759139
Brahy.D02G0166800	-2.614526378
Brahy.S09G0187000	2.881922346
Brahy.D04G0432000	-1.382108564
Brahy.D05G0271400	-1.606817849
Brahy.S03G0025100	0.127439348
Brahy.S01G0373200	-1.711937987
Brahy.D01G0151400	-1.476270691
Brahy.S04G0367200	1.573357139
Brahy.D01G0874100	-1.708219716
Brahy.S04G0279800	0.053738696
Brahy.D05G0238700	-2.072027045
Brahy.D01G0939300	-2.199117201
Brahy.D01G0670700	-1.518707318
Brahy.S01G0214400	0.319933136
Brahy.S03G0310200	-1.664459387
Brahy.S10G0013800	-0.265451351
Brahy.S09G0143000	-2.37777448
Brahy.S08G0173900	1.231111998
Brahy.S05G0164700	-2.429943771
Brahy.S07G0002600	1.496770563
Brahy.S01G0093600	-1.489137173
Brahy.D05G0192100	1.909163965
Brahy.S09G0217800	-1.721757971
Brahy.S04G0052900	1.436476738
Brahy.D01G0953800	-1.213920535
Brahy.S09G0193300	-2.872195712
Brahy.S01G0272800	2.064681238
Brahy.D02G0689200	-1.761938353
Brahy.D02G0385800	-1.483540735
Brahy.D01G0675900	-0.170585984
Brahy.D05G0255800	-2.466687925
Brahy.D01G0973700	-2.354230556
Brahy.D02G0329700	-1.505843872
Brahy.S07G0103300	-2.268926745
Brahy.D05G0224300	-1.246120277
Brahy.S03G0061200	-2.170851953
Brahy.S09G0275100	-1.636082652
Brahy.D02G0316100	-2.409971573
Brahy.S02G0369400	-1.788888227
Brahy.S03G0272300	-2.08638098
Brahy.S09G0166700	-1.475780457
Brahy.S08G0113100	-1.684149884
Brahy.S05G0133300	-2.521509156
Brahy.D02G0789700	-0.043263935
Brahy.D01G0495500	-1.712874131
Brahy.S03G0311300	-2.281954808
Brahy.S09G0018900	-1.121166083
Brahy.S04G0069600	-1.483011851
Brahy.D04G0630200	-1.933876904
Brahy.S02G0218600	-0.354666279
Brahy.D05G0121300	1.319375056
Brahy.D05G0351200	1.236193771
Brahy.D05G0034300	1.54734382
Brahy.S07G0270800	1.58913794
Brahy.D02G0099300	2.083872157
Brahy.S05G0182000	-2.621181366
Brahy.D04G0422700	-1.466561444
Brahy.D02G0094700	0.11542715
Brahy.S01G0135700	-1.686592401
Brahy.D02G0693800	-3.737953402
Brahy.S05G0302000	-1.309753578
Brahy.S03G0251100	-1.818997864
Brahy.D02G0028400	0.116065553
Brahy.S03G0233900	-1.473298662
Brahy.D03G0817000	-3.55499617
Brahy.S05G0279800	-1.423625571
Brahy.D03G0624100	-3.283825721
Brahy.D02G0408400	1.560321273
Brahy.D05G0354100	1.439743874
Brahy.S01G0107400	0.079961178
Brahy.S02G0257100	-1.756128796
Brahy.D01G0700900	1.213497447
Brahy.D03G0151000	1.191047009
Brahy.D04G0638600	1.278545238
Brahy.S07G0226500	-1.817516257
Brahy.S01G0121500	1.173720091
Brahy.D04G0098500	-4.200309947
Brahy.D03G0432900	-1.357901322
Brahy.D04G0473900	1.591375834
Brahy.S01G0053200	-1.415587285
Brahy.S01G0179100	1.352127837
Brahy.S01G0178600	-1.281040005
Brahy.D03G0040200	1.409067826
Brahy.D02G0830600	2.695285302
Brahy.D01G0312900	1.303920376
Brahy.D02G0393300	0.539510167
Brahy.S01G0016800	-0.725107564
Brahy.S07G0033200	1.330400254
Brahy.S05G0330400	1.243253159
Brahy.S02G0189900	0.717774242
Brahy.D01G0255200	-1.954318602
Brahy.D01G0911100	-1.877921322
Brahy.D01G0934200	-1.890805476
Brahy.S09G0047000	0.828840096
Brahy.S01G0421700	1.498448154
Brahy.S05G0143300	-2.174292821
Brahy.S08G0022600	0.06948475
Brahy.S02G0336900	0.068651118
Brahy.D01G0414100	-1.334160803
Brahy.D03G0542200	1.570765189
Brahy.D04G0532200	-2.502241643
Brahy.D02G0193400	-1.252446715
Brahy.S04G0135700	1.25085876
Brahy.S10G0168200	1.242061187
Brahy.D03G0400400	-2.589443036
Brahy.S04G0231300	1.358992262
Brahy.D02G0800100	-1.800728024
Brahy.D02G0634800	2.778826063
Brahy.S02G0146300	-1.249861646
Brahy.S05G0308100	1.598039332
Brahy.S02G0184400	1.586925999
Brahy.D03G0706300	-1.636358994
Brahy.D03G0136200	-1.367476777
Brahy.D05G0108000	1.140003611
Brahy.S07G0233300	-0.14681813
Brahy.D03G0798000	-1.689590796
Brahy.S04G0248000	-2.043975449
Brahy.D02G0023400	-0.466222905
Brahy.S01G0229200	-1.270508251
Brahy.S07G0085400	-1.558075573
Brahy.S06G0009900	1.159726909
Brahy.D01G0798000	2.246619063
Brahy.S01G0384400	1.352553807
Brahy.D01G0054300	-1.865658365
Brahy.S04G0185100	-2.06963784
Brahy.D02G0814900	-2.121821825
Brahy.S05G0321000	-3.504524757
Brahy.S08G0142800	1.43931897
Brahy.S08G0231000	1.426480834
Brahy.S10G0000600	-2.393336681
Brahy.D01G0128400	-1.295907692
Brahy.D02G0492800	-1.25539694
Brahy.S04G0031600	-1.604227959
Brahy.D01G0574700	-1.947596131
Brahy.S02G0160500	-2.304497107
Brahy.D03G0586600	-1.427804435
Brahy.D01G0664100	2.045144969
Brahy.S03G0267300	-2.212935856
Brahy.S01G0439100	-0.223384278
Brahy.S04G0007600	-2.765719324
Brahy.S04G0181600	0.219155516
Brahy.D02G0268600	-2.119229754
Brahy.D03G0205800	-1.403121982
Brahy.D01G1046700	-1.384344773
Brahy.S08G0205500	1.389642455
Brahy.S05G0150700	-2.23289067
Brahy.S08G0061900	0.392288374
Brahy.D04G0007000	0.328340382
Brahy.D02G0336200	-1.823080861
Brahy.D02G0829400	2.325381752
Brahy.D01G0540400	-2.362292026
Brahy.S02G0307500	-2.803342378
Brahy.D05G0173200	-1.48052004
Brahy.S01G0444700	-1.53355558
Brahy.D05G0348400	-1.537090162
Brahy.D01G0709200	-1.825190222
Brahy.D01G1040400	-1.852198047
Brahy.D01G0508600	-1.172607466
Brahy.D03G0580000	-3.038522861
Brahy.S09G0124500	1.346216466
Brahy.D01G0942900	-1.347838693
Brahy.D02G0752900	1.229227717
Brahy.D05G0366300	1.14332237
Brahy.D03G0737500	1.280466384
Brahy.S06G0171000	1.489271421
Brahy.D01G0204100	-1.923406526
Brahy.S04G0085900	-1.266285317
Brahy.D05G0276100	1.410189811
Brahy.D04G0406500	0.092679125
Brahy.S01G0076000	-2.225662925
Brahy.D01G0249600	-1.334148753
Brahy.S09G0192300	-2.146087229
Brahy.D04G0568200	1.185539139
Brahy.S05G0268500	-1.518632684
Brahy.S01G0217000	-1.736356918
Brahy.D01G0314400	-1.265037642
Brahy.D04G0394900	-1.652171214
Brahy.S02G0344700	1.288163631
Brahy.S09G0035900	-1.868404442
Brahy.D02G0509100	0.165400708
Brahy.S01G0015600	1.250228578
Brahy.S01G0132100	1.518211275
Brahy.D02G0496600	-1.368832007
Brahy.S07G0052600	1.493593106
Brahy.D03G0305000	1.285049257
Brahy.S07G0200700	-1.754565841
Brahy.S09G0278900	-1.939880159
Brahy.S01G0085700	-1.977927726
Brahy.D01G1035400	-2.054786671
Brahy.S09G0273200	-2.901520248
Brahy.S06G0184600	0.040406875
Brahy.S10G0029200	-2.137894786
Brahy.D01G0699100	-2.403932807
Brahy.D03G0487300	-1.780630728
Brahy.D03G0327600	-3.504773658
Brahy.D01G0892100	-3.565169816
Brahy.D04G0479200	0.223425999
Brahy.D02G0046600	-1.239377111
Brahy.S01G0077500	1.770421506
Brahy.D03G0635700	2.568771433
Brahy.S09G0201300	-1.337663578
Brahy.D04G0623100	1.285127241
Brahy.S06G0012600	-1.250894055
Brahy.S09G0147900	-2.627439709
Brahy.S04G0031900	-1.430481902
Brahy.S03G0308200	-1.435584934
Brahy.D01G1032500	-2.439658038
Brahy.D02G0220300	-2.30395443
Brahy.D01G0547700	-1.939815506
Brahy.S05G0210300	1.23613245
Brahy.S01G0446600	-1.586674237
Brahy.D03G0479000	-1.244933557
Brahy.S04G0104400	-1.84966812
Brahy.S09G0156900	-3.392442964
Brahy.D02G0259100	-1.406642072
Brahy.S07G0191700	-1.36285793
Brahy.D03G0172800	1.537878389
Brahy.S08G0053400	-1.654644697
Brahy.D03G0052500	1.555306413
Brahy.S05G0174300	1.982234897
Brahy.S08G0246200	0.097161461
Brahy.S05G0131100	-1.649528608
Brahy.S08G0011800	1.402156367
Brahy.D02G0548100	0.092833243
Brahy.D04G0456700	-2.537765272
Brahy.D01G0276500	-1.353443482
Brahy.S03G0215600	-1.19825517
Brahy.S02G0302400	1.454330252
Brahy.D01G0050900	1.492714589
Brahy.D02G0652200	-2.739964739
Brahy.S01G0249200	-2.065801244
Brahy.S01G0321200	-2.192508341
Brahy.D02G0212300	1.318917222
Brahy.D01G0287800	-1.879538037
Brahy.S07G0271700	-2.015711757
Brahy.D04G0542000	-1.462981241
Brahy.S03G0223000	1.491261194
Brahy.D01G0247400	-1.861022797
Brahy.D01G0392700	-0.424749625
Brahy.S02G0315800	1.265960333
Brahy.S04G0162400	-2.615299065
Brahy.D02G0252400	-1.547916249
Brahy.D02G0352400	-0.040133723
Brahy.S04G0310300	0.022322493
Brahy.S05G0176100	1.447143469
Brahy.S09G0148100	-2.533175213
Brahy.D02G0512300	-1.892065854
Brahy.S05G0016600	1.528629983
Brahy.D01G0200500	1.348054753
Brahy.D03G0813800	-1.364406336
Brahy.S02G0053900	1.702908392
Brahy.S01G0197300	-1.497042219
Brahy.S04G0206000	-1.848509212
Brahy.D03G0671400	-1.200294562
Brahy.D03G0513400	-3.83202828
Brahy.D03G0744700	-1.435256709
Brahy.S03G0134500	-1.941420067
Brahy.D01G0384600	1.364232412
Brahy.S04G0113700	1.684045152
Brahy.S06G0003700	1.383659791
Brahy.S08G0210200	1.298485541
Brahy.S02G0152100	-1.466136301
Brahy.S10G0219300	-1.299882883
Brahy.D03G0713700	-2.157754709
Brahy.S02G0095600	1.341835049
Brahy.D01G0272000	-1.242567359
Brahy.D04G0331200	-1.953477785
Brahy.S03G0205200	-1.775439689
Brahy.D04G0214900	-1.838332169
Brahy.D02G0282100	1.647757351
Brahy.D02G0190800	-3.425914324
Brahy.D02G0270400	-2.104901693
Brahy.S01G0435400	-1.588723906
Brahy.D01G0958900	-0.687696567
Brahy.S01G0299300	2.006780279
Brahy.S02G0234200	-2.508799605
Brahy.S05G0083400	0.065438199
Brahy.D03G0382500	1.409268478
Brahy.D01G0345100	1.307921266
Brahy.S06G0030100	-1.24240624
Brahy.S04G0089700	2.646965231
Brahy.S01G0435500	-2.016957105
Brahy.D05G0124600	1.145420227
Brahy.S04G0301300	-1.814406832
