atid	AVERAGE
AT5G64860	-1.8660314930000002
AT5G65010	0.9831066409999999
AT5G65090	-1.481681414
AT5G65110	1.4775713
AT5G65210	-1.4564530569999998
AT5G65290	0.8414427515000001
AT5G65380	1.217671017
AT5G65530	-1.910416405
AT5G65660	-1.5720207469999998
AT5G65930	-1.28137316
AT5G65980	4.229183343
AT5G66070	-1.709997542
AT5G66110	0.278368775
AT5G66150	-3.2397501980000003
AT5G66170	1.70037758
AT5G66330	-3.0795775560000003
AT5G66390	0.346001224
AT5G66400	-8.065624604
AT5G66470	-1.024985515
AT5G66530	-1.6171363719999998
AT5G66540	1.819598855
AT5G66770	-1.668585095
AT5G67060	0.078035612
AT5G67090	2.2936836240000003
AT5G67150	-2.8547602464999997
AT5G67210	-1.818709884
AT5G67360	-1.138359084
AT5G67400	2.8950619860000004
AT5G67420	1.7167427425000001
AT5G67440	-1.213272595
AT5G67470	-1.62160087
AT5G67480	1.813417777
AT5G67550	-1.04558411
ATCG00020	-2.687638063
ATCG00050	-2.094502979
ATCG00150	-1.70470842
ATCG00160	-1.872211847
ATCG00180	-2.973966015
ATCG00210	-2.019115603
ATCG00280	-1.714831931
ATCG00340	-1.6683023030000002
ATCG00350	-1.7377435819999998
ATCG00440	-2.345813095
ATCG00470	-2.54297971
ATCG00480	-1.9103813090000001
ATCG00490	-2.150718527
ATCG00530	-2.821009125
ATCG00570	-1.467614151
ATCG00600	-2.13191565
ATCG00670	-1.784757858
ATCG00680	-1.8572410234999999
ATCG00830	-2.99819971
ATCG00890	-2.1137419790000003
ATCG01040	-2.418241711
ATCG01050	-2.857478364
ATCG01100	-2.033176451
