bhdid	bsid
Brahy.D03G0453700	Brast03G201000
Brahy.D03G0454000	Brast03G201300
Brahy.D03G0454200	Brast03G201800
Brahy.D03G0454300	Brast03G201900
Brahy.D03G0454400	Brast03G202000
Brahy.D03G0454900	Brast03G202100
Brahy.D03G0455000	Brast03G202200
Brahy.D03G0455100	Brast03G202400
Brahy.D03G0455200	Brast03G202500
Brahy.D03G0455400	Brast03G202600
Brahy.D03G0455500	Brast03G202700
Brahy.D03G0456300	Brast03G202800
Brahy.D03G0456500	Brast03G202900
Brahy.D03G0457100	Brast03G203300
Brahy.D03G0457400	Brast03G203400
Brahy.D03G0457500	Brast03G203500
Brahy.D03G0457600	Brast03G203600
Brahy.D03G0457800	Brast03G203700
Brahy.D03G0457900	Brast03G203900
Brahy.D03G0458000	Brast03G204000
Brahy.D03G0458100	Brast03G204100
Brahy.D03G0458200	Brast03G204200
Brahy.D03G0458300	Brast03G204300
Brahy.D03G0458400	Brast03G204400
Brahy.D03G0458500	Brast03G204500
Brahy.D03G0458600	Brast03G204600
Brahy.D03G0458700	Brast03G204700
Brahy.D03G0458800	Brast03G204800
Brahy.D03G0458900	Brast03G204900
Brahy.D03G0459000	Brast03G205000
Brahy.D03G0459100	Brast03G205100
Brahy.D03G0459200	Brast03G205200
Brahy.D03G0459300	Brast03G205300
Brahy.D03G0459400	Brast03G205400
Brahy.D03G0459700	Brast03G205500
Brahy.D03G0459800	Brast03G205600
Brahy.D03G0459900	Brast03G205700
Brahy.D03G0460600	Brast03G205800
Brahy.D03G0460900	Brast03G206000
Brahy.D03G0461100	Brast03G206200
Brahy.D03G0461200	Brast03G206300
Brahy.D03G0461300	Brast03G206400
Brahy.D03G0461400	Brast03G206500
Brahy.D03G0461500	Brast03G206600
Brahy.D03G0461600	Brast03G206700
Brahy.D03G0461700	Brast03G206800
Brahy.D03G0461800	Brast03G206900
Brahy.D03G0462200	Brast03G207000
Brahy.D03G0462300	Brast03G207300
Brahy.D03G0462500	Brast03G207400
Brahy.D03G0462600	Brast03G207500
Brahy.D03G0462700	Brast03G207600
Brahy.D03G0462800	Brast03G207700
Brahy.D03G0463100	Brast03G207800
Brahy.D03G0463200	Brast03G207900
Brahy.D03G0463300	Brast03G208000
Brahy.D03G0463400	Brast03G208100
Brahy.D03G0463600	Brast03G208300
Brahy.D03G0463700	Brast03G208400
Brahy.D03G0463900	Brast03G208500
Brahy.D03G0464000	Brast03G208600
Brahy.D03G0464200	Brast03G208700
Brahy.D03G0464300	Brast03G208800
Brahy.D03G0464400	Brast03G208900
Brahy.D03G0464500	Brast03G209000
Brahy.D03G0464600	Brast03G209100
Brahy.D03G0464700	Brast03G209200
Brahy.D03G0464900	Brast03G209400
Brahy.D03G0465000	Brast03G209500
Brahy.D03G0465100	Brast03G209600
Brahy.D03G0465200	Brast03G209700
Brahy.D03G0465400	Brast03G209800
Brahy.D03G0465600	Brast03G209900
Brahy.D03G0465800	Brast03G210000
Brahy.D03G0466000	Brast03G210100
Brahy.D03G0466100	Brast03G210200
Brahy.D03G0466200	Brast03G210300
Brahy.D03G0466300	Brast03G210400
Brahy.D03G0466400	Brast03G210500
Brahy.D03G0466500	Brast03G210600
Brahy.D03G0466600	Brast03G210700
Brahy.D03G0466700	Brast03G210800
Brahy.D03G0466900	Brast03G210900
Brahy.D03G0467000	Brast03G211000
Brahy.D03G0467100	Brast03G211100
Brahy.D03G0467200	Brast03G211200
Brahy.D03G0467300	Brast03G211300
Brahy.D03G0467400	Brast03G211400
Brahy.D03G0467600	Brast03G211500
Brahy.D03G0467700	Brast03G211600
Brahy.D03G0467800	Brast03G211700
Brahy.D03G0467900	Brast03G211800
Brahy.D03G0468000	Brast03G211900
Brahy.D03G0468100	Brast03G212000
Brahy.D03G0468200	Brast03G212100
Brahy.D03G0468300	Brast03G212200
Brahy.D03G0468400	Brast03G212300
Brahy.D03G0468500	Brast03G212400
Brahy.D03G0468600	Brast03G212500
Brahy.D03G0468700	Brast03G212600
Brahy.D03G0468800	Brast03G212700
Brahy.D03G0469000	Brast03G212900
Brahy.D03G0469300	Brast03G213000
Brahy.D03G0469700	Brast03G213300
Brahy.D03G0469800	Brast03G213400
Brahy.D03G0470300	Brast03G213600
Brahy.D03G0470500	Brast03G213700
Brahy.D03G0470700	Brast03G213900
Brahy.D03G0470800	Brast03G214000
Brahy.D03G0471000	Brast03G214200
Brahy.D03G0471300	Brast03G214300
Brahy.D03G0472000	Brast03G214500
Brahy.D03G0472200	Brast03G214600
Brahy.D03G0472600	Brast03G214700
Brahy.D03G0472700	Brast03G214800
Brahy.D03G0472800	Brast03G214900
Brahy.D03G0473000	Brast03G215000
Brahy.D03G0473100	Brast03G215100
Brahy.D03G0473300	Brast03G215200
Brahy.D03G0473400	Brast03G215300
Brahy.D03G0473500	Brast03G215400
Brahy.D03G0473600	Brast03G215500
Brahy.D03G0473700	Brast03G215600
Brahy.D03G0474000	Brast03G215800
Brahy.D03G0474200	Brast03G216000
Brahy.D03G0474500	Brast03G216200
Brahy.D03G0474600	Brast03G216300
Brahy.D03G0474700	Brast03G216400
Brahy.D03G0474800	Brast03G216500
Brahy.D03G0475100	Brast03G216600
Brahy.D03G0475500	Brast03G217000
Brahy.D03G0475600	Brast03G217300
Brahy.D03G0475700	Brast03G217400
Brahy.D03G0475800	Brast03G217500
Brahy.D03G0475900	Brast03G217600
Brahy.D03G0476000	Brast03G217700
Brahy.D03G0476100	Brast03G217800
Brahy.D03G0476200	Brast03G217900
Brahy.D03G0476400	Brast03G218000
Brahy.D03G0476500	Brast03G218100
Brahy.D03G0476600	Brast03G218200
Brahy.D03G0476700	Brast03G218300
Brahy.D03G0476800	Brast03G218400
Brahy.D03G0476900	Brast03G218500
Brahy.D03G0477300	Brast03G218700
Brahy.D03G0477400	Brast03G218800
Brahy.D03G0477600	Brast03G219200
Brahy.D03G0477900	Brast03G219300
Brahy.D03G0478100	Brast03G219500
Brahy.D03G0478200	Brast03G219600
Brahy.D03G0478400	Brast03G219700
Brahy.D03G0478500	Brast03G219800
Brahy.D03G0478600	Brast03G219900
Brahy.D03G0478700	Brast03G220200
Brahy.D03G0478800	Brast03G220500
Brahy.D03G0479000	Brast03G220600
Brahy.D03G0479100	Brast03G220800
Brahy.D03G0479300	Brast03G220900
Brahy.D03G0479400	Brast03G221000
Brahy.D03G0479500	Brast03G221100
Brahy.D03G0479700	Brast03G221200
Brahy.D03G0479900	Brast03G221400
Brahy.D03G0480100	Brast03G221500
Brahy.D03G0480200	Brast03G221600
Brahy.D03G0480400	Brast03G221800
Brahy.D03G0480600	Brast03G221900
Brahy.D03G0480700	Brast03G222100
Brahy.D03G0480800	Brast03G222200
Brahy.D03G0480900	Brast03G222300
Brahy.D03G0481000	Brast03G222400
Brahy.D03G0481200	Brast03G222500
Brahy.D03G0481300	Brast03G222600
Brahy.D03G0481400	Brast03G222700
Brahy.D03G0481500	Brast03G222800
Brahy.D03G0481600	Brast03G222900
Brahy.D03G0481800	Brast03G223100
Brahy.D03G0481900	Brast03G223300
Brahy.D03G0482000	Brast03G223400
Brahy.D03G0482100	Brast03G223500
Brahy.D03G0482200	Brast03G223600
Brahy.D03G0482400	Brast03G223700
Brahy.D03G0482500	Brast03G223800
Brahy.D03G0482600	Brast03G223900
Brahy.D03G0482900	Brast03G224000
Brahy.D03G0483000	Brast03G224200
Brahy.D03G0483200	Brast03G224300
Brahy.D03G0483300	Brast03G224400
Brahy.D03G0483500	Brast03G224500
Brahy.D03G0483600	Brast03G224700
Brahy.D03G0483700	Brast03G224900
Brahy.D03G0483800	Brast03G225000
Brahy.D03G0483900	Brast03G225100
Brahy.D03G0484100	Brast03G225200
Brahy.D03G0484700	Brast03G225400
Brahy.D03G0484800	Brast03G225800
Brahy.D03G0484900	Brast03G225900
Brahy.D03G0485000	Brast03G226000
Brahy.D03G0485400	Brast03G226100
Brahy.D03G0485500	Brast03G226200
Brahy.D03G0485600	Brast03G226300
Brahy.D03G0485700	Brast03G226400
Brahy.D03G0485800	Brast03G226500
Brahy.D03G0485900	Brast03G226700
Brahy.D03G0486000	Brast03G226800
Brahy.D03G0486300	Brast03G227000
Brahy.D03G0486500	Brast03G227100
Brahy.D03G0486600	Brast03G227200
Brahy.D03G0486900	Brast03G227400
Brahy.D03G0487000	Brast03G227500
Brahy.D03G0487100	Brast03G227700
Brahy.D03G0487200	Brast03G227800
Brahy.D03G0487300	Brast03G227900
Brahy.D03G0487600	Brast03G228000
Brahy.D03G0487700	Brast03G228100
Brahy.D03G0487800	Brast03G228200
Brahy.D03G0488000	Brast03G228400
Brahy.D03G0488100	Brast03G228500
Brahy.D03G0488200	Brast03G228600
Brahy.D03G0488800	Brast03G228800
Brahy.D03G0488900	Brast03G228900
Brahy.D03G0489000	Brast03G229000
Brahy.D03G0489500	Brast03G229200
Brahy.D03G0489600	Brast03G229300
Brahy.D03G0489700	Brast03G229400
Brahy.D03G0489800	Brast03G229500
Brahy.D03G0490000	Brast03G229600
Brahy.D03G0490100	Brast03G229700
Brahy.D03G0490200	Brast03G229800
Brahy.D03G0490300	Brast03G229900
Brahy.D03G0490400	Brast03G230000
Brahy.D03G0490500	Brast03G230100
Brahy.D03G0490600	Brast03G230300
Brahy.D03G0490700	Brast03G230400
Brahy.D03G0490800	Brast03G230500
Brahy.D03G0490900	Brast03G230600
Brahy.D03G0491000	Brast03G230700
Brahy.D03G0491100	Brast03G230900
Brahy.D03G0491400	Brast03G231000
Brahy.D03G0491500	Brast03G231200
Brahy.D03G0491600	Brast03G231300
Brahy.D03G0491700	Brast03G231400
Brahy.D03G0491800	Brast03G231500
Brahy.D03G0491900	Brast03G231700
Brahy.D03G0492100	Brast03G231900
Brahy.D03G0492200	Brast03G232000
Brahy.D03G0492300	Brast03G232100
Brahy.D03G0492400	Brast03G232200
Brahy.D03G0492500	Brast03G232300
Brahy.D03G0492600	Brast03G232400
Brahy.D03G0492900	Brast03G232500
Brahy.D03G0493000	Brast03G232600
Brahy.D03G0493200	Brast03G232700
Brahy.D03G0493400	Brast03G232900
Brahy.D03G0493500	Brast03G233100
Brahy.D03G0493700	Brast03G233200
Brahy.D03G0493800	Brast03G233300
Brahy.D03G0494100	Brast03G233400
Brahy.D03G0494200	Brast03G233500
Brahy.D03G0494300	Brast03G233600
Brahy.D03G0494500	Brast03G233800
Brahy.D03G0494700	Brast03G233900
Brahy.D03G0494900	Brast03G234000
Brahy.D03G0495000	Brast03G234100
Brahy.D03G0495100	Brast03G234200
Brahy.D03G0495400	Brast03G234500
Brahy.D03G0495600	Brast03G234700
Brahy.D03G0495700	Brast03G234800
Brahy.D03G0495900	Brast03G234900
Brahy.D03G0496100	Brast03G235000
Brahy.D03G0496200	Brast03G235100
Brahy.D03G0496300	Brast03G235200
Brahy.D03G0496400	Brast03G235300
Brahy.D03G0496500	Brast03G235400
Brahy.D03G0496700	Brast03G235500
Brahy.D03G0497100	Brast03G235600
Brahy.D03G0497200	Brast03G235700
Brahy.D03G0497500	Brast03G235800
Brahy.D03G0497600	Brast03G235900
Brahy.D03G0497700	Brast03G236100
Brahy.D03G0497800	Brast03G236500
Brahy.D03G0497900	Brast03G236600
Brahy.D03G0498100	Brast03G236800
Brahy.D03G0498300	Brast03G236900
Brahy.D03G0498400	Brast03G237000
Brahy.D03G0498500	Brast03G237100
Brahy.D03G0498600	Brast03G237200
Brahy.D03G0498800	Brast03G237400
Brahy.D03G0498900	Brast03G237500
Brahy.D03G0499100	Brast03G237600
Brahy.D03G0499400	Brast03G237700
Brahy.D03G0499700	Brast03G237900
Brahy.D03G0500400	Brast03G238000
Brahy.D03G0500500	Brast03G238100
Brahy.D03G0500800	Brast03G238200
Brahy.D03G0500900	Brast03G238300
Brahy.D03G0501000	Brast03G238400
Brahy.D03G0501100	Brast03G238600
Brahy.D03G0501200	Brast03G238700
Brahy.D03G0501300	Brast03G238800
Brahy.D03G0501500	Brast03G239000
Brahy.D03G0501600	Brast03G239100
Brahy.D03G0501700	Brast03G239200
Brahy.D03G0501900	Brast03G239300
Brahy.D03G0502000	Brast03G239400
Brahy.D03G0502300	Brast03G239700
Brahy.D03G0502400	Brast03G239800
Brahy.D03G0502500	Brast03G239900
Brahy.D03G0502600	Brast03G240000
Brahy.D03G0502800	Brast03G240100
Brahy.D03G0502900	Brast03G240200
Brahy.D03G0503000	Brast03G240300
Brahy.D03G0503300	Brast03G240500
Brahy.D03G0503400	Brast03G240600
Brahy.D03G0503500	Brast03G240700
Brahy.D03G0503700	Brast03G240800
Brahy.D03G0503800	Brast03G240900
Brahy.D03G0504000	Brast03G241100
Brahy.D03G0504100	Brast03G241300
Brahy.D03G0504200	Brast03G241400
Brahy.D03G0504300	Brast03G241500
Brahy.D03G0504400	Brast03G241600
Brahy.D03G0504700	Brast03G241800
Brahy.D03G0504800	Brast03G241900
Brahy.D03G0504900	Brast03G242000
Brahy.D03G0505000	Brast03G242100
Brahy.D03G0505100	Brast03G242200
Brahy.D03G0505200	Brast03G242300
Brahy.D03G0505300	Brast03G242400
Brahy.D03G0505500	Brast03G242500
Brahy.D03G0505600	Brast03G242600
Brahy.D03G0505900	Brast03G242700
Brahy.D03G0506100	Brast03G242900
Brahy.D03G0506700	Brast03G243100
Brahy.D03G0506800	Brast03G243200
Brahy.D03G0506900	Brast03G243300
Brahy.D03G0507300	Brast03G243400
Brahy.D03G0507500	Brast03G243500
Brahy.D03G0507700	Brast03G243700
Brahy.D03G0507800	Brast03G243900
Brahy.D03G0507900	Brast03G244000
Brahy.D03G0508000	Brast03G244100
Brahy.D03G0508100	Brast03G244200
Brahy.D03G0508200	Brast03G244300
Brahy.D03G0508500	Brast03G244400
Brahy.D03G0509000	Brast03G244500
Brahy.D03G0509100	Brast03G244600
Brahy.D03G0509200	Brast03G244700
Brahy.D03G0509300	Brast03G245000
Brahy.D03G0509500	Brast03G245100
Brahy.D03G0509800	Brast03G245300
Brahy.D03G0509900	Brast03G245400
Brahy.D03G0510100	Brast03G245500
Brahy.D03G0510300	Brast03G245600
Brahy.D03G0510400	Brast03G245700
Brahy.D03G0511000	Brast03G245900
Brahy.D03G0511200	Brast03G246000
Brahy.D03G0511400	Brast03G246100
Brahy.D03G0511600	Brast03G246200
Brahy.D03G0512000	Brast03G246400
Brahy.D03G0512400	Brast03G246500
Brahy.D03G0512500	Brast03G246600
Brahy.D03G0512600	Brast03G246700
Brahy.D03G0512700	Brast03G246900
Brahy.D03G0512900	Brast03G247000
Brahy.D03G0513000	Brast03G247100
Brahy.D03G0513100	Brast03G247200
Brahy.D03G0513200	Brast03G247300
Brahy.D03G0513300	Brast03G247400
Brahy.D03G0513400	Brast03G247500
Brahy.D03G0513500	Brast03G247600
Brahy.D03G0513600	Brast03G247700
Brahy.D03G0513800	Brast03G247800
Brahy.D03G0514000	Brast03G247900
Brahy.D03G0514100	Brast03G248100
Brahy.D03G0514200	Brast03G248200
Brahy.D03G0514300	Brast03G248300
Brahy.D03G0514600	Brast03G248500
Brahy.D03G0515000	Brast03G248700
Brahy.D03G0515300	Brast03G248800
Brahy.D03G0515400	Brast03G248900
Brahy.D03G0515500	Brast03G249000
Brahy.D03G0515700	Brast03G249100
Brahy.D03G0515800	Brast03G249200
Brahy.D03G0516000	Brast03G249300
Brahy.D03G0516100	Brast03G249400
Brahy.D03G0516200	Brast03G249500
Brahy.D03G0516300	Brast03G249600
Brahy.D03G0516400	Brast03G249800
Brahy.D03G0516500	Brast03G249900
Brahy.D03G0516600	Brast03G250100
Brahy.D03G0516700	Brast03G250300
Brahy.D03G0516900	Brast03G250400
Brahy.D03G0517000	Brast03G250500
Brahy.D03G0517100	Brast03G250600
Brahy.D03G0517200	Brast03G250900
Brahy.D03G0517400	Brast03G251000
Brahy.D03G0517600	Brast03G251100
Brahy.D03G0517700	Brast03G251300
Brahy.D03G0517900	Brast03G251400
Brahy.D03G0518000	Brast03G251500
Brahy.D03G0518100	Brast03G251600
Brahy.D03G0518300	Brast03G251700
Brahy.D03G0518400	Brast03G251800
Brahy.D03G0518500	Brast03G251900
Brahy.D03G0518700	Brast03G252000
Brahy.D03G0518800	Brast03G252100
Brahy.D03G0518900	Brast03G252200
Brahy.D03G0519000	Brast03G252300
Brahy.D03G0519300	Brast03G252400
Brahy.D03G0519400	Brast03G252500
Brahy.D03G0519500	Brast03G252600
Brahy.D03G0519700	Brast03G252700
Brahy.D03G0519800	Brast03G252800
Brahy.D03G0520100	Brast03G253000
Brahy.D03G0520200	Brast03G253100
Brahy.D03G0520300	Brast03G253200
Brahy.D03G0520500	Brast03G253400
Brahy.D03G0520600	Brast03G253500
Brahy.D03G0520700	Brast03G253600
Brahy.D03G0520900	Brast03G253700
Brahy.D03G0521400	Brast03G253800
Brahy.D03G0521700	Brast03G253900
Brahy.D03G0521800	Brast03G254000
Brahy.D03G0521900	Brast03G254100
Brahy.D03G0522800	Brast03G254200
Brahy.D03G0523000	Brast03G254400
Brahy.D03G0523100	Brast03G254500
Brahy.D03G0523200	Brast03G254600
Brahy.D03G0523300	Brast03G254700
Brahy.D03G0523400	Brast03G254800
Brahy.D03G0523600	Brast03G255100
Brahy.D03G0523700	Brast03G255400
Brahy.D03G0523800	Brast03G255600
Brahy.D03G0524100	Brast03G255700
Brahy.D03G0524200	Brast03G255800
Brahy.D03G0524400	Brast03G255900
Brahy.D03G0524800	Brast03G256100
Brahy.D03G0524900	Brast03G256200
Brahy.D03G0525000	Brast03G256300
Brahy.D03G0525100	Brast03G256400
Brahy.D03G0525200	Brast03G256500
Brahy.D03G0525500	Brast03G256600
Brahy.D03G0525700	Brast03G256700
Brahy.D03G0525900	Brast03G256800
Brahy.D03G0526000	Brast03G256900
Brahy.D03G0526100	Brast03G257000
Brahy.D03G0526200	Brast03G257100
Brahy.D03G0526300	Brast03G257200
Brahy.D03G0526400	Brast03G257300
Brahy.D03G0526500	Brast03G257400
Brahy.D03G0526600	Brast03G257500
Brahy.D03G0526700	Brast03G257600
Brahy.D03G0526800	Brast03G257700
Brahy.D03G0527000	Brast03G257800
Brahy.D03G0527100	Brast03G257900
Brahy.D03G0527200	Brast03G258000
Brahy.D03G0527300	Brast03G258100
Brahy.D03G0527500	Brast03G258300
Brahy.D03G0527600	Brast03G258400
Brahy.D03G0527700	Brast03G258500
Brahy.D03G0527900	Brast03G258600
Brahy.D03G0528500	Brast03G258700
Brahy.D03G0528600	Brast03G258800
Brahy.D03G0528700	Brast03G258900
Brahy.D03G0528800	Brast03G259100
Brahy.D03G0528900	Brast03G259200
Brahy.D03G0529000	Brast03G259300
Brahy.D03G0529200	Brast03G259500
Brahy.D03G0529300	Brast03G259600
Brahy.D03G0529500	Brast03G259700
Brahy.D03G0529600	Brast03G259800
Brahy.D03G0529700	Brast03G260000
Brahy.D03G0529900	Brast03G260300
Brahy.D03G0530000	Brast03G260400
Brahy.D03G0530100	Brast03G260500
Brahy.D03G0530200	Brast03G260600
Brahy.D03G0530300	Brast03G260700
Brahy.D03G0530400	Brast03G260800
Brahy.D03G0530500	Brast03G261000
Brahy.D03G0530600	Brast03G261100
Brahy.D03G0530700	Brast03G261200
Brahy.D03G0530800	Brast03G261300
Brahy.D03G0531000	Brast03G261400
Brahy.D03G0531300	Brast03G261500
Brahy.D03G0531700	Brast03G261600
Brahy.D03G0532100	Brast03G261800
Brahy.D03G0532300	Brast03G261900
Brahy.D03G0532500	Brast03G262000
Brahy.D03G0532700	Brast03G262200
Brahy.D03G0532800	Brast03G262300
Brahy.D03G0532900	Brast03G262400
Brahy.D03G0533000	Brast03G262500
Brahy.D03G0533200	Brast03G262700
Brahy.D03G0533300	Brast03G262800
Brahy.D03G0533400	Brast03G262900
Brahy.D03G0533500	Brast03G263000
Brahy.D03G0533600	Brast03G263100
Brahy.D03G0533700	Brast03G263200
Brahy.D03G0533800	Brast03G263300
Brahy.D03G0533900	Brast03G263400
Brahy.D03G0534000	Brast03G263500
Brahy.D03G0534200	Brast03G263600
Brahy.D03G0534400	Brast03G263700
Brahy.D03G0534600	Brast03G263800
Brahy.D03G0534800	Brast03G263900
Brahy.D03G0534900	Brast03G264000
Brahy.D03G0535100	Brast03G264100
Brahy.D03G0535300	Brast03G264200
Brahy.D03G0535400	Brast03G264300
Brahy.D03G0535500	Brast03G264400
Brahy.D03G0535600	Brast03G264500
Brahy.D03G0535700	Brast03G264600
Brahy.D03G0535900	Brast03G264800
Brahy.D03G0536100	Brast03G265000
Brahy.D03G0536200	Brast03G265100
Brahy.D03G0536300	Brast03G265200
Brahy.D03G0536400	Brast03G265300
Brahy.D03G0536500	Brast03G265400
Brahy.D03G0536600	Brast03G265500
Brahy.D03G0536800	Brast03G265600
Brahy.D03G0536900	Brast03G265700
Brahy.D03G0537000	Brast03G265800
Brahy.D03G0537200	Brast03G265900
Brahy.D03G0537500	Brast03G266000
Brahy.D03G0537800	Brast03G266100
Brahy.D03G0538100	Brast03G266300
Brahy.D03G0538200	Brast03G266400
Brahy.D03G0538500	Brast03G266600
Brahy.D03G0538600	Brast03G266700
Brahy.D03G0538700	Brast03G266800
Brahy.D03G0538800	Brast03G266900
Brahy.D03G0538900	Brast03G267000
Brahy.D03G0539000	Brast03G267100
Brahy.D03G0539100	Brast03G267200
Brahy.D03G0539400	Brast03G267300
Brahy.D03G0539500	Brast03G267400
Brahy.D03G0539700	Brast03G267600
Brahy.D03G0539800	Brast03G267700
Brahy.D03G0539900	Brast03G267800
Brahy.D03G0540000	Brast03G267900
Brahy.D03G0540100	Brast03G268000
Brahy.D03G0540200	Brast03G268100
Brahy.D03G0540400	Brast03G268300
Brahy.D03G0540500	Brast03G268400
Brahy.D03G0540700	Brast03G268500
Brahy.D03G0540800	Brast03G268600
Brahy.D03G0540900	Brast03G268700
Brahy.D03G0541000	Brast03G268800
Brahy.D03G0541100	Brast03G268900
Brahy.D03G0541500	Brast03G269100
Brahy.D03G0541600	Brast03G269200
Brahy.D03G0541700	Brast03G269300
Brahy.D03G0541800	Brast03G269400
Brahy.D03G0541900	Brast03G269500
Brahy.D03G0542000	Brast03G269700
Brahy.D03G0542100	Brast03G269800
Brahy.D03G0542200	Brast03G269900
Brahy.D03G0542300	Brast03G270000
Brahy.D03G0542600	Brast03G270200
Brahy.D03G0542800	Brast03G270300
Brahy.D03G0543000	Brast03G270600
Brahy.D03G0543100	Brast03G270700
Brahy.D03G0543200	Brast03G270800
Brahy.D03G0543300	Brast03G270900
Brahy.D03G0543600	Brast03G271300
Brahy.D03G0543700	Brast03G271400
Brahy.D03G0543800	Brast03G271500
Brahy.D03G0543900	Brast03G271600
Brahy.D03G0544100	Brast03G271800
Brahy.D03G0544200	Brast03G271900
Brahy.D03G0544300	Brast03G272000
Brahy.D03G0544400	Brast03G272200
Brahy.D03G0544500	Brast03G272300
Brahy.D03G0544600	Brast03G272400
Brahy.D03G0544700	Brast03G272500
Brahy.D03G0544800	Brast03G272600
Brahy.D03G0545000	Brast03G272700
Brahy.D03G0545100	Brast03G272900
Brahy.D03G0545200	Brast03G273000
Brahy.D03G0545800	Brast03G273400
Brahy.D03G0545900	Brast03G273500
Brahy.D03G0546000	Brast03G273600
Brahy.D03G0546100	Brast03G273700
Brahy.D03G0546300	Brast03G273900
Brahy.D03G0546400	Brast03G274000
Brahy.D03G0546500	Brast03G274100
Brahy.D03G0546900	Brast03G274200
Brahy.D03G0547000	Brast03G274300
Brahy.D03G0547100	Brast03G274400
Brahy.D03G0547200	Brast03G274500
Brahy.D03G0547300	Brast03G274600
Brahy.D03G0547400	Brast03G274700
Brahy.D03G0547500	Brast03G274800
Brahy.D03G0547700	Brast03G274900
Brahy.D03G0547800	Brast03G275000
Brahy.D03G0547900	Brast03G275100
Brahy.D03G0548000	Brast03G275200
Brahy.D03G0548100	Brast03G275300
Brahy.D03G0548200	Brast03G275400
Brahy.D03G0548300	Brast03G275500
Brahy.D03G0548800	Brast03G275900
Brahy.D03G0548900	Brast03G276000
Brahy.D03G0549000	Brast03G276100
Brahy.D03G0549100	Brast03G276200
Brahy.D03G0549300	Brast03G276300
Brahy.D03G0549400	Brast03G276400
Brahy.D03G0549500	Brast03G276500
Brahy.D03G0549600	Brast03G276600
Brahy.D03G0549700	Brast03G276700
Brahy.D03G0549800	Brast03G276800
Brahy.D03G0549900	Brast03G276900
Brahy.D03G0550000	Brast03G277000
Brahy.D03G0550100	Brast03G277100
Brahy.D03G0550200	Brast03G277200
Brahy.D03G0550400	Brast03G277300
Brahy.D03G0550500	Brast03G277400
Brahy.D03G0551000	Brast03G277700
Brahy.D03G0551100	Brast03G277800
Brahy.D03G0551200	Brast03G277900
Brahy.D03G0551300	Brast03G278000
Brahy.D03G0551400	Brast03G278100
Brahy.D03G0551500	Brast03G278200
Brahy.D03G0551600	Brast03G278300
Brahy.D03G0551700	Brast03G278400
Brahy.D03G0551800	Brast03G278500
