bhdid	bsid
Brahy.D02G0426000	Brast08G173500
Brahy.D02G0426100	Brast08G173400
Brahy.D02G0426400	Brast08G173200
Brahy.D02G0426600	Brast08G172900
Brahy.D02G0426800	Brast08G172600
Brahy.D02G0427000	Brast08G172500
Brahy.D02G0427200	Brast08G172400
Brahy.D02G0427300	Brast08G172300
Brahy.D02G0427400	Brast08G172200
Brahy.D02G0427500	Brast08G172100
Brahy.D02G0427800	Brast08G172000
Brahy.D02G0429000	Brast08G171700
Brahy.D02G0429300	Brast08G171600
Brahy.D02G0429600	Brast08G171500
Brahy.D02G0429900	Brast08G171400
Brahy.D02G0430300	Brast08G171300
Brahy.D02G0430400	Brast08G171200
Brahy.D02G0430500	Brast08G171100
Brahy.D02G0430600	Brast08G171000
Brahy.D02G0430800	Brast08G170900
Brahy.D02G0430900	Brast08G170800
Brahy.D02G0431400	Brast08G170600
Brahy.D02G0431900	Brast08G170400
Brahy.D02G0432000	Brast08G170300
Brahy.D02G0432100	Brast08G170100
Brahy.D02G0432200	Brast08G170000
Brahy.D02G0432400	Brast08G169900
Brahy.D02G0432500	Brast08G169800
Brahy.D02G0432600	Brast08G169700
Brahy.D02G0432700	Brast08G169600
Brahy.D02G0432900	Brast08G169500
Brahy.D02G0433000	Brast08G169400
Brahy.D02G0433100	Brast08G169300
Brahy.D02G0349300	Brast08G123900
Brahy.D02G0349400	Brast08G123800
Brahy.D02G0349600	Brast08G123700
Brahy.D02G0349800	Brast08G123600
Brahy.D02G0349900	Brast08G123300
Brahy.D02G0350000	Brast08G123200
Brahy.D02G0350400	Brast08G123000
Brahy.D02G0350500	Brast08G122900
Brahy.D02G0350600	Brast08G122800
Brahy.D02G0350900	Brast08G122600
Brahy.D02G0351100	Brast08G122500
Brahy.D02G0351200	Brast08G122400
Brahy.D02G0351300	Brast08G122200
Brahy.D02G0351500	Brast08G122100
Brahy.D02G0352100	Brast08G121700
Brahy.D02G0352300	Brast08G121500
Brahy.D02G0352400	Brast08G121400
Brahy.D02G0352500	Brast08G121300
Brahy.D02G0352600	Brast08G121200
Brahy.D02G0352800	Brast08G121100
Brahy.D02G0352900	Brast08G121000
Brahy.D02G0353200	Brast08G120900
Brahy.D02G0353400	Brast08G120800
Brahy.D02G0353600	Brast08G120600
Brahy.D02G0353700	Brast08G120500
Brahy.D02G0353800	Brast08G120400
Brahy.D02G0353900	Brast08G120300
Brahy.D02G0354000	Brast08G120200
Brahy.D02G0354100	Brast08G120100
Brahy.D02G0354400	Brast08G120000
Brahy.D02G0354600	Brast08G119900
Brahy.D02G0355100	Brast08G119800
Brahy.D02G0355500	Brast08G119700
Brahy.D02G0355600	Brast08G119600
Brahy.D02G0355800	Brast08G119500
Brahy.D02G0355900	Brast08G119400
Brahy.D02G0356000	Brast08G119300
Brahy.D02G0356100	Brast08G119200
Brahy.D02G0356400	Brast08G119000
Brahy.D02G0356500	Brast08G118700
Brahy.D02G0356600	Brast08G118600
Brahy.D02G0357200	Brast08G118500
Brahy.D02G0357300	Brast08G118300
Brahy.D02G0357700	Brast08G118000
Brahy.D02G0357900	Brast08G117900
Brahy.D02G0290200	Brast08G077200
Brahy.D02G0290300	Brast08G077100
Brahy.D02G0290400	Brast08G077000
Brahy.D02G0290500	Brast08G076900
Brahy.D02G0290800	Brast08G076800
Brahy.D02G0291000	Brast08G076700
Brahy.D02G0291100	Brast08G076600
Brahy.D02G0291300	Brast08G076500
Brahy.D02G0291400	Brast08G076400
Brahy.D02G0291500	Brast08G076300
Brahy.D02G0291700	Brast08G076200
Brahy.D02G0291800	Brast08G076100
Brahy.D02G0291900	Brast08G076000
Brahy.D02G0292000	Brast08G075900
Brahy.D02G0292200	Brast08G075800
Brahy.D02G0292300	Brast08G075700
Brahy.D02G0292800	Brast08G075600
Brahy.D02G0293000	Brast08G075400
Brahy.D02G0293500	Brast08G075300
Brahy.D02G0293700	Brast08G075100
Brahy.D02G0293800	Brast08G075000
Brahy.D02G0293900	Brast08G074900
Brahy.D02G0294000	Brast08G074800
Brahy.D02G0294300	Brast08G074600
Brahy.D02G0294600	Brast08G074400
Brahy.D02G0294700	Brast08G074300
Brahy.D02G0294800	Brast08G074200
Brahy.D02G0294900	Brast08G074100
Brahy.D02G0295000	Brast08G074000
Brahy.D02G0295100	Brast08G073900
Brahy.D02G0295200	Brast08G073800
Brahy.D02G0295300	Brast08G073700
Brahy.D02G0295400	Brast08G073600
Brahy.D02G0295800	Brast08G073400
Brahy.D02G0295900	Brast08G073300
Brahy.D02G0364900	Brast08G131000
Brahy.D02G0365200	Brast08G130900
Brahy.D02G0365300	Brast08G130800
Brahy.D02G0365500	Brast08G130700
Brahy.D02G0365700	Brast08G130500
Brahy.D02G0365900	Brast08G130000
Brahy.D02G0366200	Brast08G129800
Brahy.D02G0366400	Brast08G129700
Brahy.D02G0366500	Brast08G129600
Brahy.D02G0366600	Brast08G129500
Brahy.D02G0366700	Brast08G129400
Brahy.D02G0367000	Brast08G129200
Brahy.D02G0367100	Brast08G129100
Brahy.D02G0367300	Brast08G129000
Brahy.D02G0367600	Brast08G128600
Brahy.D02G0367800	Brast08G128500
Brahy.D02G0402700	Brast08G161200
Brahy.D02G0404600	Brast08G159600
Brahy.D02G0405800	Brast08G159200
Brahy.D02G0407800	Brast08G158800
Brahy.D02G0408100	Brast08G158700
Brahy.D02G0408200	Brast08G158600
Brahy.D02G0408300	Brast08G158400
Brahy.D02G0408400	Brast08G158200
Brahy.D02G0409100	Brast08G157100
Brahy.D02G0409400	Brast08G157000
Brahy.D02G0409600	Brast08G156900
Brahy.D02G0409900	Brast08G156700
Brahy.D02G0410200	Brast08G156200
Brahy.D02G0433500	Brast08G177800
Brahy.D02G0433600	Brast08G177700
Brahy.D02G0433700	Brast08G177600
Brahy.D02G0433800	Brast08G177500
Brahy.D02G0433900	Brast08G177400
Brahy.D02G0434000	Brast08G177300
Brahy.D02G0434300	Brast08G176800
Brahy.D02G0434400	Brast08G176700
Brahy.D02G0491400	Brast08G238300
Brahy.D02G0491800	Brast08G238000
Brahy.D02G0491900	Brast08G237900
Brahy.D02G0492300	Brast08G237700
Brahy.D02G0492600	Brast08G237600
Brahy.D02G0492800	Brast08G237500
Brahy.D03G0356700	Brast03G126700
Brahy.D03G0357100	Brast03G128300
Brahy.D03G0357500	Brast03G128500
Brahy.D03G0357600	Brast03G128600
Brahy.D03G0357700	Brast03G129100
Brahy.D03G0357800	Brast03G129200
Brahy.D03G0358000	Brast03G129300
Brahy.D03G0358100	Brast03G129400
Brahy.D03G0358400	Brast03G129700
Brahy.D03G0358900	Brast03G129900
Brahy.D03G0359000	Brast03G130000
Brahy.D03G0359100	Brast03G130100
Brahy.D03G0359200	Brast03G130200
Brahy.D03G0359300	Brast03G130400
Brahy.D03G0359400	Brast03G130500
Brahy.D03G0359700	Brast03G130700
Brahy.D03G0359800	Brast03G130800
Brahy.D03G0359900	Brast03G130900
Brahy.D03G0360200	Brast03G131000
Brahy.D03G0360300	Brast03G131100
Brahy.D03G0360900	Brast03G131300
Brahy.D03G0361200	Brast03G131400
Brahy.D03G0361400	Brast03G131500
Brahy.D03G0361500	Brast03G131600
Brahy.D03G0361700	Brast03G131700
Brahy.D03G0362100	Brast03G131900
Brahy.D03G0362200	Brast03G132000
Brahy.D03G0362300	Brast03G132200
Brahy.D03G0362400	Brast03G132300
Brahy.D03G0362600	Brast03G132500
Brahy.D03G0362700	Brast03G132600
Brahy.D03G0362800	Brast03G132700
Brahy.D03G0363100	Brast03G132800
Brahy.D03G0363400	Brast03G132900
Brahy.D03G0363500	Brast03G133000
Brahy.D03G0363600	Brast03G133200
Brahy.D03G0363800	Brast03G133300
Brahy.D03G0364200	Brast03G133500
Brahy.D03G0364300	Brast03G133600
Brahy.D03G0364400	Brast03G133700
Brahy.D03G0364500	Brast03G133800
Brahy.D03G0364700	Brast03G133900
Brahy.D03G0364800	Brast03G134000
Brahy.D03G0364900	Brast03G134100
Brahy.D03G0365000	Brast03G134200
Brahy.D03G0365200	Brast03G134300
Brahy.D03G0365300	Brast03G134400
Brahy.D03G0365400	Brast03G134500
Brahy.D03G0365500	Brast03G134600
Brahy.D03G0365600	Brast03G134700
Brahy.D03G0366000	Brast03G134800
Brahy.D03G0366100	Brast03G134900
Brahy.D03G0366300	Brast03G135000
Brahy.D03G0366900	Brast03G135200
Brahy.D03G0367300	Brast03G135400
Brahy.D03G0367400	Brast03G135500
Brahy.D03G0367500	Brast03G135600
Brahy.D03G0367600	Brast03G135700
Brahy.D03G0367700	Brast03G135800
Brahy.D03G0367900	Brast03G135900
Brahy.D03G0368000	Brast03G136000
Brahy.D03G0368100	Brast03G136100
Brahy.D03G0368300	Brast03G136200
Brahy.D03G0368500	Brast03G136300
Brahy.D03G0368700	Brast03G136500
Brahy.D03G0368800	Brast03G136600
Brahy.D03G0368900	Brast03G136700
Brahy.D03G0369200	Brast03G136800
Brahy.D03G0369300	Brast03G136900
Brahy.D03G0369400	Brast03G137000
Brahy.D03G0369700	Brast03G137100
Brahy.D03G0369900	Brast03G137200
Brahy.D03G0370100	Brast03G137300
Brahy.D03G0370200	Brast03G137500
Brahy.D03G0370500	Brast03G137600
Brahy.D03G0370700	Brast03G137700
Brahy.D03G0370800	Brast03G137800
Brahy.D03G0371000	Brast03G137900
Brahy.D03G0371400	Brast03G138000
Brahy.D03G0371600	Brast03G138500
Brahy.D03G0371900	Brast03G138600
Brahy.D03G0372400	Brast03G138700
Brahy.D03G0372500	Brast03G138800
Brahy.D03G0372600	Brast03G138900
Brahy.D03G0372800	Brast03G139000
Brahy.D03G0373000	Brast03G139100
Brahy.D03G0373200	Brast03G139200
Brahy.D03G0373400	Brast03G139300
Brahy.D03G0373700	Brast03G139500
Brahy.D03G0373800	Brast03G139600
Brahy.D03G0373900	Brast03G139700
Brahy.D03G0374100	Brast03G139800
Brahy.D03G0375100	Brast03G140400
Brahy.D03G0375700	Brast03G140900
Brahy.D03G0375800	Brast03G141000
Brahy.D03G0376100	Brast03G141100
Brahy.D03G0376200	Brast03G141200
Brahy.D03G0376400	Brast03G141500
Brahy.D03G0376500	Brast03G141600
Brahy.D03G0376600	Brast03G141700
Brahy.D03G0376700	Brast03G141800
Brahy.D03G0376800	Brast03G141900
Brahy.D03G0376900	Brast03G142000
Brahy.D03G0377000	Brast03G142100
Brahy.D03G0377300	Brast03G142800
Brahy.D03G0377400	Brast03G142900
Brahy.D03G0377600	Brast03G143000
Brahy.D03G0377800	Brast03G143100
Brahy.D03G0377900	Brast03G143200
Brahy.D03G0378100	Brast03G143300
Brahy.D03G0378200	Brast03G143400
Brahy.D03G0378300	Brast03G144000
Brahy.D03G0378400	Brast03G144100
Brahy.D03G0378500	Brast03G144300
Brahy.D03G0378600	Brast03G144400
Brahy.D03G0378800	Brast03G144500
Brahy.D03G0379200	Brast03G144700
Brahy.D03G0379400	Brast03G144800
Brahy.D03G0379700	Brast03G144900
Brahy.D03G0379800	Brast03G145000
Brahy.D03G0380300	Brast03G145100
Brahy.D03G0380400	Brast03G145300
Brahy.D03G0380600	Brast03G145400
Brahy.D03G0380700	Brast03G145500
Brahy.D03G0380900	Brast03G145700
Brahy.D03G0381000	Brast03G145800
Brahy.D03G0381100	Brast03G145900
Brahy.D03G0381200	Brast03G146000
Brahy.D03G0381300	Brast03G146100
Brahy.D03G0381800	Brast03G146500
Brahy.D03G0381900	Brast03G146600
Brahy.D03G0382000	Brast03G146700
Brahy.D03G0382400	Brast03G147000
Brahy.D03G0382500	Brast03G147100
Brahy.D03G0382600	Brast03G147200
Brahy.D03G0382800	Brast03G147300
Brahy.D03G0383000	Brast03G147500
Brahy.D03G0383100	Brast03G147600
Brahy.D03G0383200	Brast03G147700
Brahy.D03G0383500	Brast03G147800
Brahy.D03G0383600	Brast03G148000
Brahy.D03G0383700	Brast03G148100
Brahy.D03G0384000	Brast03G148200
Brahy.D03G0384500	Brast03G148300
Brahy.D03G0384600	Brast03G148400
Brahy.D03G0384900	Brast03G148600
Brahy.D03G0385300	Brast03G148700
Brahy.D03G0385400	Brast03G148800
Brahy.D03G0385500	Brast03G148900
Brahy.D03G0385700	Brast03G149100
Brahy.D03G0385800	Brast03G149200
Brahy.D03G0385900	Brast03G149300
Brahy.D03G0386000	Brast03G149400
Brahy.D03G0386100	Brast03G149600
Brahy.D03G0386200	Brast03G149700
Brahy.D03G0386400	Brast03G149900
Brahy.D03G0386500	Brast03G150000
Brahy.D03G0386600	Brast03G150200
Brahy.D03G0387500	Brast03G150500
Brahy.D03G0387800	Brast03G150600
Brahy.D03G0388300	Brast03G150700
Brahy.D03G0388400	Brast03G150800
Brahy.D03G0388800	Brast03G151100
Brahy.D03G0389000	Brast03G151300
Brahy.D03G0389300	Brast03G151400
Brahy.D03G0389500	Brast03G151600
Brahy.D03G0389600	Brast03G151700
Brahy.D03G0389800	Brast03G151800
Brahy.D03G0390100	Brast03G151900
Brahy.D03G0390300	Brast03G152000
Brahy.D03G0390500	Brast03G152300
Brahy.D03G0390600	Brast03G152400
Brahy.D03G0390800	Brast03G152500
Brahy.D03G0391200	Brast03G152600
Brahy.D03G0391400	Brast03G152700
Brahy.D03G0391500	Brast03G152800
Brahy.D03G0391700	Brast03G152900
Brahy.D03G0392100	Brast03G153200
Brahy.D03G0392300	Brast03G153300
Brahy.D03G0392400	Brast03G153400
Brahy.D03G0392600	Brast03G153500
Brahy.D03G0392700	Brast03G153600
Brahy.D03G0393100	Brast03G153700
Brahy.D03G0393400	Brast03G153800
Brahy.D03G0393800	Brast03G153900
Brahy.D03G0394000	Brast03G154000
Brahy.D03G0394100	Brast03G154100
Brahy.D03G0394300	Brast03G154200
Brahy.D03G0394400	Brast03G154300
Brahy.D03G0394500	Brast03G154400
Brahy.D03G0394800	Brast03G154500
Brahy.D03G0395000	Brast03G154700
Brahy.D03G0395100	Brast03G154800
Brahy.D03G0395200	Brast03G155000
Brahy.D03G0395300	Brast03G155100
Brahy.D03G0395400	Brast03G155200
Brahy.D03G0395500	Brast03G155300
Brahy.D03G0395700	Brast03G155500
Brahy.D03G0395800	Brast03G155600
Brahy.D03G0396100	Brast03G155700
Brahy.D03G0396500	Brast03G155800
Brahy.D03G0396600	Brast03G155900
Brahy.D03G0396800	Brast03G156000
Brahy.D03G0396900	Brast03G156200
Brahy.D03G0397000	Brast03G156300
Brahy.D03G0397100	Brast03G156400
Brahy.D03G0397200	Brast03G156500
Brahy.D03G0397300	Brast03G156600
Brahy.D03G0397600	Brast03G156700
Brahy.D03G0397700	Brast03G156800
Brahy.D03G0397800	Brast03G156900
Brahy.D03G0397900	Brast03G157000
Brahy.D03G0398300	Brast03G157100
Brahy.D03G0398400	Brast03G157300
Brahy.D03G0398700	Brast03G157600
Brahy.D03G0399000	Brast03G157700
Brahy.D03G0399400	Brast03G158000
Brahy.D03G0399500	Brast03G158100
Brahy.D03G0399600	Brast03G158200
Brahy.D03G0399800	Brast03G158300
Brahy.D03G0399900	Brast03G158600
Brahy.D03G0400100	Brast03G158900
Brahy.D03G0400200	Brast03G159000
Brahy.D03G0400300	Brast03G159100
Brahy.D03G0400400	Brast03G159200
Brahy.D03G0400700	Brast03G159300
Brahy.D03G0401000	Brast03G159400
Brahy.D03G0401200	Brast03G159500
Brahy.D03G0401300	Brast03G159600
Brahy.D03G0401400	Brast03G159800
Brahy.D03G0401600	Brast03G160000
Brahy.D03G0401700	Brast03G160100
Brahy.D03G0401800	Brast03G160200
Brahy.D03G0401900	Brast03G160400
Brahy.D03G0402100	Brast03G160700
Brahy.D03G0402200	Brast03G160800
Brahy.D03G0402300	Brast03G161100
Brahy.D03G0402400	Brast03G161200
Brahy.D03G0402500	Brast03G161300
Brahy.D03G0402700	Brast03G161400
Brahy.D03G0403000	Brast03G161700
Brahy.D03G0403100	Brast03G161800
Brahy.D03G0403200	Brast03G161900
Brahy.D03G0403400	Brast03G162000
Brahy.D03G0403500	Brast03G162100
Brahy.D03G0403600	Brast03G162200
Brahy.D03G0403700	Brast03G162300
Brahy.D03G0403800	Brast03G162400
Brahy.D03G0403900	Brast03G162500
Brahy.D03G0404000	Brast03G162600
Brahy.D03G0404100	Brast03G162700
Brahy.D03G0404200	Brast03G162900
Brahy.D03G0404400	Brast03G163100
Brahy.D03G0404700	Brast03G163400
Brahy.D03G0404800	Brast03G163600
Brahy.D03G0404900	Brast03G163700
Brahy.D03G0405000	Brast03G163800
Brahy.D03G0405100	Brast03G163900
Brahy.D03G0405200	Brast03G164000
Brahy.D03G0405300	Brast03G164100
Brahy.D03G0405400	Brast03G164200
Brahy.D03G0405500	Brast03G164300
Brahy.D03G0405600	Brast03G164400
Brahy.D03G0405700	Brast03G164500
Brahy.D03G0405800	Brast03G164600
Brahy.D03G0405900	Brast03G164700
Brahy.D03G0406000	Brast03G164800
Brahy.D03G0406200	Brast03G164900
Brahy.D03G0406300	Brast03G165000
Brahy.D03G0406800	Brast03G165200
Brahy.D03G0407000	Brast03G165300
Brahy.D03G0407100	Brast03G165400
Brahy.D03G0407200	Brast03G165500
Brahy.D03G0407300	Brast03G165600
Brahy.D03G0407400	Brast03G165700
Brahy.D03G0407600	Brast03G165800
Brahy.D03G0407800	Brast03G166000
Brahy.D03G0407900	Brast03G166100
Brahy.D03G0408200	Brast03G166200
Brahy.D03G0408300	Brast03G166300
Brahy.D03G0408500	Brast03G166400
Brahy.D03G0408700	Brast03G166500
Brahy.D03G0408800	Brast03G166600
Brahy.D03G0408900	Brast03G166800
Brahy.D03G0409000	Brast03G166900
Brahy.D03G0409400	Brast03G167000
Brahy.D03G0409500	Brast03G167100
Brahy.D03G0409600	Brast03G167200
Brahy.D03G0409800	Brast03G167300
Brahy.D03G0409900	Brast03G167400
Brahy.D03G0410000	Brast03G167500
Brahy.D03G0410100	Brast03G167600
Brahy.D03G0410400	Brast03G167700
Brahy.D03G0410700	Brast03G167800
Brahy.D03G0410800	Brast03G168000
Brahy.D03G0410900	Brast03G168100
Brahy.D03G0411000	Brast03G168200
Brahy.D03G0411100	Brast03G168300
Brahy.D03G0411300	Brast03G168400
Brahy.D03G0411400	Brast03G168500
Brahy.D03G0411500	Brast03G168600
Brahy.D03G0411600	Brast03G168700
Brahy.D03G0411700	Brast03G168900
Brahy.D03G0411800	Brast03G169000
Brahy.D03G0412000	Brast03G169100
Brahy.D03G0412100	Brast03G169300
Brahy.D03G0412200	Brast03G169400
Brahy.D03G0412600	Brast03G169600
Brahy.D03G0413000	Brast03G169800
Brahy.D03G0413100	Brast03G169900
Brahy.D03G0413200	Brast03G170000
Brahy.D03G0413300	Brast03G170100
Brahy.D03G0413600	Brast03G170200
Brahy.D03G0413800	Brast03G170400
Brahy.D03G0413900	Brast03G170500
Brahy.D03G0414000	Brast03G170600
Brahy.D03G0414100	Brast03G170700
Brahy.D03G0414400	Brast03G170800
Brahy.D03G0414500	Brast03G170900
Brahy.D03G0414600	Brast03G171000
Brahy.D03G0414700	Brast03G171100
Brahy.D03G0414800	Brast03G171200
Brahy.D03G0414900	Brast03G171300
Brahy.D03G0415000	Brast03G171400
Brahy.D03G0415300	Brast03G171500
Brahy.D03G0415700	Brast03G171600
Brahy.D03G0415800	Brast03G171700
Brahy.D03G0415900	Brast03G171800
Brahy.D03G0416000	Brast03G171900
Brahy.D03G0416200	Brast03G172000
Brahy.D03G0416600	Brast03G172100
Brahy.D03G0417000	Brast03G172200
Brahy.D03G0417100	Brast03G172300
Brahy.D03G0417200	Brast03G172400
Brahy.D03G0417300	Brast03G172600
Brahy.D03G0417500	Brast03G172800
Brahy.D03G0417600	Brast03G172900
Brahy.D03G0417700	Brast03G173000
Brahy.D03G0417800	Brast03G173100
Brahy.D03G0418000	Brast03G173200
Brahy.D03G0418400	Brast03G173300
Brahy.D03G0418600	Brast03G173400
Brahy.D03G0418900	Brast03G173700
Brahy.D03G0419000	Brast03G173800
Brahy.D03G0419300	Brast03G174000
Brahy.D03G0419400	Brast03G174100
Brahy.D03G0419500	Brast03G174300
Brahy.D03G0419600	Brast03G174400
Brahy.D03G0419700	Brast03G174500
Brahy.D03G0420300	Brast03G174900
Brahy.D03G0420500	Brast03G175100
Brahy.D03G0420700	Brast03G175200
Brahy.D03G0420800	Brast03G175300
Brahy.D03G0420900	Brast03G175400
Brahy.D03G0421000	Brast03G175500
Brahy.D03G0421200	Brast03G175900
Brahy.D03G0421500	Brast03G176000
Brahy.D03G0421600	Brast03G176100
Brahy.D03G0421800	Brast03G176200
Brahy.D03G0421900	Brast03G176300
Brahy.D03G0422000	Brast03G176500
Brahy.D03G0422200	Brast03G176700
Brahy.D03G0422400	Brast03G176800
Brahy.D03G0422500	Brast03G176900
Brahy.D03G0422600	Brast03G177000
Brahy.D03G0422800	Brast03G177100
Brahy.D03G0423200	Brast03G177300
Brahy.D03G0423400	Brast03G177500
Brahy.D03G0423700	Brast03G177700
Brahy.D03G0423800	Brast03G177800
Brahy.D03G0424300	Brast03G178100
Brahy.D03G0424400	Brast03G178200
Brahy.D03G0424800	Brast03G178300
Brahy.D03G0425300	Brast03G178500
Brahy.D03G0425400	Brast03G178600
Brahy.D03G0425500	Brast03G178800
Brahy.D03G0425600	Brast03G178900
Brahy.D03G0425700	Brast03G179000
Brahy.D03G0425800	Brast03G179200
Brahy.D03G0426100	Brast03G179400
Brahy.D03G0426200	Brast03G179500
Brahy.D03G0426300	Brast03G179600
Brahy.D03G0426500	Brast03G179700
Brahy.D03G0426700	Brast03G179800
Brahy.D03G0427200	Brast03G179900
Brahy.D03G0427400	Brast03G180200
Brahy.D03G0427500	Brast03G180300
Brahy.D03G0427600	Brast03G180400
Brahy.D03G0427700	Brast03G180600
Brahy.D03G0427800	Brast03G180700
Brahy.D03G0428100	Brast03G180900
Brahy.D03G0428300	Brast03G181100
Brahy.D03G0428500	Brast03G181400
Brahy.D03G0428800	Brast03G181500
Brahy.D03G0429000	Brast03G181600
Brahy.D03G0429200	Brast03G181700
Brahy.D03G0429300	Brast03G181800
Brahy.D03G0429400	Brast03G181900
Brahy.D03G0429500	Brast03G182000
Brahy.D03G0429700	Brast03G182100
Brahy.D03G0429900	Brast03G182200
Brahy.D03G0430000	Brast03G182300
Brahy.D03G0430100	Brast03G182400
Brahy.D03G0430200	Brast03G182500
Brahy.D03G0430400	Brast03G182700
Brahy.D03G0430500	Brast03G182800
Brahy.D03G0430600	Brast03G182900
Brahy.D03G0430800	Brast03G183000
Brahy.D03G0430900	Brast03G183200
Brahy.D03G0431000	Brast03G183300
Brahy.D03G0431100	Brast03G183400
Brahy.D03G0431200	Brast03G183500
Brahy.D03G0431400	Brast03G183600
Brahy.D03G0431600	Brast03G183700
Brahy.D03G0431700	Brast03G183800
Brahy.D03G0431800	Brast03G184000
Brahy.D03G0431900	Brast03G184100
Brahy.D03G0432100	Brast03G184200
Brahy.D03G0432200	Brast03G184300
Brahy.D03G0432300	Brast03G184500
Brahy.D03G0432400	Brast03G184600
Brahy.D03G0432500	Brast03G184800
Brahy.D03G0432600	Brast03G184900
Brahy.D03G0432700	Brast03G185000
Brahy.D03G0432900	Brast03G185100
Brahy.D03G0433000	Brast03G185200
Brahy.D03G0433100	Brast03G185300
Brahy.D03G0433200	Brast03G185400
Brahy.D03G0433300	Brast03G185500
Brahy.D03G0433600	Brast03G185600
Brahy.D03G0433800	Brast03G185700
Brahy.D03G0434200	Brast03G185900
Brahy.D03G0434800	Brast03G186000
Brahy.D03G0434900	Brast03G186100
Brahy.D03G0435000	Brast03G186200
Brahy.D03G0435200	Brast03G186400
Brahy.D03G0435400	Brast03G186600
Brahy.D03G0435600	Brast03G186700
Brahy.D03G0435700	Brast03G186900
Brahy.D03G0435900	Brast03G187100
Brahy.D03G0436000	Brast03G187200
Brahy.D03G0436100	Brast03G187300
Brahy.D03G0436200	Brast03G187400
Brahy.D03G0436500	Brast03G187500
Brahy.D03G0436600	Brast03G187600
Brahy.D03G0437200	Brast03G187800
Brahy.D03G0437400	Brast03G188000
Brahy.D03G0437500	Brast03G188100
Brahy.D03G0437700	Brast03G188200
Brahy.D03G0437900	Brast03G188600
Brahy.D03G0438200	Brast03G188700
Brahy.D03G0438500	Brast03G188800
Brahy.D03G0438600	Brast03G188900
Brahy.D03G0438700	Brast03G189000
Brahy.D03G0438800	Brast03G189100
Brahy.D03G0439100	Brast03G189500
Brahy.D03G0439300	Brast03G189600
Brahy.D03G0439400	Brast03G189700
Brahy.D03G0439500	Brast03G189800
Brahy.D03G0439600	Brast03G189900
Brahy.D03G0440100	Brast03G190000
Brahy.D03G0440200	Brast03G190100
Brahy.D03G0440300	Brast03G190200
Brahy.D03G0441100	Brast03G190300
Brahy.D03G0441200	Brast03G190500
Brahy.D03G0441300	Brast03G190600
Brahy.D03G0441400	Brast03G190700
Brahy.D03G0441700	Brast03G190800
Brahy.D03G0441800	Brast03G191000
Brahy.D03G0442300	Brast03G191100
Brahy.D03G0442400	Brast03G191200
Brahy.D03G0442500	Brast03G191300
Brahy.D03G0442600	Brast03G191400
Brahy.D03G0442700	Brast03G191500
Brahy.D03G0442800	Brast03G191600
Brahy.D03G0443000	Brast03G191800
Brahy.D03G0443200	Brast03G192000
Brahy.D03G0443300	Brast03G192100
Brahy.D03G0443400	Brast03G192200
Brahy.D03G0443500	Brast03G192400
Brahy.D03G0443600	Brast03G192500
Brahy.D03G0443700	Brast03G192600
Brahy.D03G0443900	Brast03G192800
Brahy.D03G0444100	Brast03G193000
Brahy.D03G0444200	Brast03G193100
Brahy.D03G0444300	Brast03G193200
Brahy.D03G0444500	Brast03G193300
Brahy.D03G0444800	Brast03G193400
Brahy.D03G0444900	Brast03G193500
Brahy.D03G0445000	Brast03G193700
Brahy.D03G0445100	Brast03G193800
Brahy.D03G0445200	Brast03G193900
Brahy.D03G0445300	Brast03G194000
Brahy.D03G0445500	Brast03G194100
Brahy.D03G0445900	Brast03G194300
Brahy.D03G0446000	Brast03G194400
Brahy.D03G0446100	Brast03G194500
Brahy.D03G0446200	Brast03G194600
Brahy.D03G0446400	Brast03G194900
Brahy.D03G0446500	Brast03G195000
Brahy.D03G0446600	Brast03G195100
Brahy.D03G0446800	Brast03G195200
Brahy.D03G0446900	Brast03G195300
Brahy.D03G0447000	Brast03G195400
Brahy.D03G0447100	Brast03G195500
Brahy.D03G0447400	Brast03G195700
Brahy.D03G0447500	Brast03G195800
Brahy.D03G0447600	Brast03G195900
Brahy.D03G0447700	Brast03G196000
Brahy.D03G0447800	Brast03G196100
Brahy.D03G0447900	Brast03G196200
Brahy.D03G0448000	Brast03G196300
Brahy.D03G0448100	Brast03G196400
Brahy.D03G0448200	Brast03G196500
Brahy.D03G0448300	Brast03G196700
Brahy.D03G0448900	Brast03G196800
Brahy.D03G0449000	Brast03G197100
Brahy.D03G0449400	Brast03G197400
Brahy.D03G0449500	Brast03G197600
Brahy.D03G0449600	Brast03G197700
Brahy.D03G0449700	Brast03G197800
Brahy.D03G0450100	Brast03G198000
Brahy.D03G0450400	Brast03G198200
Brahy.D03G0450500	Brast03G198300
Brahy.D03G0450600	Brast03G198400
Brahy.D03G0450700	Brast03G198500
Brahy.D03G0450800	Brast03G198600
Brahy.D03G0451100	Brast03G198700
Brahy.D03G0451400	Brast03G199000
Brahy.D03G0451500	Brast03G199100
Brahy.D03G0451600	Brast03G199200
Brahy.D03G0451800	Brast03G199500
Brahy.D03G0451900	Brast03G199600
Brahy.D03G0452000	Brast03G199700
Brahy.D03G0452200	Brast03G199800
Brahy.D03G0452400	Brast03G200000
Brahy.D03G0452500	Brast03G200100
Brahy.D03G0452600	Brast03G200200
Brahy.D03G0452900	Brast03G200300
Brahy.D03G0453100	Brast03G200400
Brahy.D03G0453200	Brast03G200500
Brahy.D03G0453400	Brast03G200600
Brahy.D03G0453600	Brast03G200900
