	bhsid	piN_x	piS_x	pin/pis_x	bsid	piN_y	piS_y	pin/pis_y
1150	Brahy.S06G0264300	0.0026270673333333	0.0047396786666666	1.3988665540000005	Brast06G242700	3.15e-05	6.35e-05	0.496182672
1151	Brahy.S06G0269800	0.0015339785	0.0036212197499999	0.4754249835	Brast06G247800			
1152	Brahy.S07G0002600	0.001548072	0.00316569	0.489015686	Brast07G002100			
1153	Brahy.S07G0009300	0.014607096	0.024042032	0.607564939	Brast07G008500			
1154	Brahy.S07G0009500	0.001739938	0.004340426	0.400868064	Brast07G008800			
1155	Brahy.S07G0011000	0.00440379025	0.0053253065	0.84982909875	Brast07G010300			
1156	Brahy.S07G0012900	0.0011070605	0.00365219775	0.31148851475	Brast07G012100			
1157	Brahy.S07G0015500	5.53e-05	0.000183151	0.301722293	Brast07G014600			
1158	Brahy.S07G0019900	0.002827335	0.003769853	0.6570037870000001	Brast07G018600			
1159	Brahy.S07G0022500	0.0001692093333333	0.0001963596666666	0.8672029406666667	Brast07G020800			
1160	Brahy.S07G0024500	0.0017223944999999	0.00236370325	0.74940654575	Brast07G022700			
1161	Brahy.S07G0027900	0.001004195	0.005503601	0.182461483	Brast07G026000			
1162	Brahy.S07G0028000	0.000101874	0.000268174	0.379878261	Brast07G026100	0.002667213	0.009905378	0.269269193
1163	Brahy.S07G0028600	0.000923716	0.000762549	1.211353052	Brast07G026700			
1164	Brahy.S07G0033000	0.002889304	0.001977913	1.460783724	Brast07G030700			
1165	Brahy.S07G0033200	0.0002318126	0.0009797978	0.4311935615999999	Brast07G030900			
1166	Brahy.S07G0039500	0.000820546	0.0018085269999999	0.357873394	Brast07G037100			
1167	Brahy.S07G0039900	0.000192535	0.001814635	0.10610122	Brast07G037300			
1168	Brahy.S07G0040000	0.0011179565	0.002772391	0.40226955325	Brast07G037400	0.002087741	0.003955267	0.527838208
1169	Brahy.S07G0040400	0.001500023	0.00420783425	0.3796389947499999	Brast07G037800			
1170	Brahy.S07G0040900	0.000116518	0.000306784	0.379805692	Brast07G038300			
1171	Brahy.S07G0044100	0.000308708	0.000679698	0.52531882	Brast07G041100			
1172	Brahy.S07G0053000	0.0002274595	0.0003833655	0.7544838635	Brast07G049600			
1173	Brahy.S07G0068200	0.006105149	0.007686375	0.794282038	Brast07G063300			
1174	Brahy.S07G0072500	0.000227851	0.00119853	0.190108625	Brast07G067400			
1175	Brahy.S07G0073400	0.0009277253333333	0.0018046536666666	0.6776520690000001	Brast07G068300			
1176	Brahy.S07G0080500	0.004704971	0.0052865596	0.5453197292	Brast07G074400	3.26e-05	0.000307696	0.105998154
1177	Brahy.S07G0082600	0.000810871	0.002292315	0.353734572	Brast07G076200	0.002970132	0.002963812	1.002132417
1178	Brahy.S07G0085400	0.0015027615	0.0013695735	1.11796286875	Brast07G078800			
1179	Brahy.S07G0085900	0.0034561345	0.0028060784999999	1.111525838	Brast07G079300			
1180	Brahy.S07G0089100	0.001420819	0.0004063535	3.5646407385	Brast07G082100			
1181	Brahy.S07G0089900	0.001033755	0.003409315	0.303214926	Brast07G082900			
1182	Brahy.S07G0092800	0.000366677	0.000989044	0.370739182	Brast07G085600			
1183	Brahy.S07G0094600	0.012276764	0.007953123	1.543640691	Brast07G087400			
1184	Brahy.S07G0097200	0.005107058	0.004532279	1.126818825	Brast07G089600			
1185	Brahy.S07G0100900	0.00056818375	0.00044196525	1.803365093	Brast07G093200	0.0001442065	0.00085246	0.169975765
1186	Brahy.S07G0103500	0.000368013	0.000810061	0.454303458	Brast07G095500			
1187	Brahy.S07G0108900	0.012838831	0.027405523	0.468476039	Brast07G101000			
1188	Brahy.S07G0110200	0.002574244	0.0051045759999999	0.537008065	Brast07G103500			
1189	Brahy.S07G0110700	0.004441504	0.006514385	0.681799508	Brast07G103200			
1190	Brahy.S07G0112100	0.002602342	0.001194575	2.178467179	Brast07G101800			
1191	Brahy.S07G0113400	0.00069944	0.001296899	0.539317145	Brast07G104900	9.4e-05	0.000685507	0.137094022
1192	Brahy.S07G0114500	0.000494256	0.000532071	0.928929159	Brast07G105800	0.001379854	0.001650887	0.835825719
1193	Brahy.S07G0114600	0.000285688	0.000188396	1.516426072				
1194	Brahy.S07G0115000	0.0008150405	0.0055478545	0.2035678385	Brast07G106300	0.001267947	0.006146495	0.206287784
1195	Brahy.S07G0117000	0.004368634	0.002767393	1.57860975	Brast07G108200			
1196	Brahy.S07G0148000	0.001044707	0.0028279575	0.5378734975	Brast07G133300			
1197	Brahy.S07G0151700	0.0002375279999999	0.00346733575	0.07219753225	Brast07G136300			
1198	Brahy.S07G0160000	0.000263528	0.000425536	0.619286183	Brast07G144000			
1199	Brahy.S07G0162000	0.000638298	0.000366454	1.7445492985	Brast07G145800			
1200	Brahy.S07G0162500	0.003423398	0.001938102	1.766365871	Brast07G146100			
1201	Brahy.S07G0163900	0.0008601415	0.0013001772499999	0.90293896275	Brast07G147200	0.000817401	0.0011216415	0.7044804265
1202	Brahy.S07G0166000	0.001537197	0.01047603	0.146734732	Brast07G148900	0.001328844	0.000796775	1.667777584
1203	Brahy.S07G0166500	0.001032062	0.001720415	0.59989113	Brast07G149400			
1204	Brahy.S07G0166700	0.00421718875	0.00513279575	0.816297469	Brast07G149600	0.000500208	0.000188814	2.649213866
1205	Brahy.S07G0176600	0.000697749	0.001424754	0.489732609	Brast07G158000			
1206	Brahy.S07G0179100	0.0023874725	0.00247858	0.9933151745	Brast07G160300	0.00086853	0.001174316	0.739605489
1207	Brahy.S07G0180900	0.000318872	0.000373715	0.853248301	Brast07G161900			
1208	Brahy.S07G0182900	0.001049991	0.001421268	0.738770927	Brast07G163700			
1209	Brahy.S07G0194300	0.0016902915	0.0012799635	1.6524053485	Brast07G173800	0.001111255	0.00358728	0.309776497
1210	Brahy.S07G0201300	0.002705413	0.005675634	0.476671503	Brast07G180100			
1211	Brahy.S07G0203600	0.002001678	0.003320723	0.602783781	Brast07G182300			
1212	Brahy.S07G0205400	0.000155678	0.000480242	0.32416487	Brast07G184000			
1213	Brahy.S07G0209600	8.77e-05	0.000101067	0.867555629	Brast07G188100			
1214	Brahy.S07G0213200	0.00061413	8.51e-05	7.215264274	Brast07G191700	0.000124697	8.89e-05	1.403128829
1215	Brahy.S07G0213500	0.0015543705	0.005112868	0.30842551475	Brast07G192000			
1216	Brahy.S07G0213800	0.02029979925	0.0144030415	1.41459165275	Brast07G192200			
1217	Brahy.S07G0214700	0.000475232	0.000661216	0.71872449	Brast07G192900	0.000429201	0.000427588	1.003774033
1218	Brahy.S07G0216400	0.000294778	0.002210859	0.133332011	Brast07G194600	0.000846711	0.001482293	0.571216896
1219	Brahy.S07G0218600	0.0082042926666666	0.010955973	0.6159479273333334	Brast07G196600			
1220	Brahy.S07G0219300	0.000372077	0.001738588	0.214011083	Brast07G197300	0.0020307485	0.0009904725	2.5079951315
1221	Brahy.S07G0220500	0.002652894	0.002427876	1.092681174	Brast07G198400			
1222	Brahy.S07G0228000	0.00108802725	0.003054308	0.73178000825	Brast07G205000	0.000488694	0.0010701835	2.1577298515
1223	Brahy.S07G0229000	0.00182327475	0.001180735	1.9435582115	Brast07G205900			
1224	Brahy.S07G0231400	0.000279776	0.001008434	0.21589563025	Brast07G207900	0.0001049866666666	0.0004498026666666	0.5817337816666667
1225	Brahy.S07G0233300	0.000298045	0.0021669	0.113516969	Brast07G209500			
1226	Brahy.S07G0233400	0.00024673	0.000333937	0.645580862	Brast07G209600			
1227	Brahy.S07G0235600	0.0021053935	0.0008896325	2.3664560655	Brast07G211600			
1228	Brahy.S07G0240600	0.001629633	0.002432238	0.670013597	Brast07G216200			
1229	Brahy.S07G0244400	0.000260259	0.000874301	0.29767602	Brast07G219800			
1230	Brahy.S07G0246900	0.000451455	0.001653301	0.273062886	Brast07G221900			
1231	Brahy.S07G0249100	0.00374601025	0.0055901445	0.68943963225	Brast07G224300			
1232	Brahy.S07G0251000	0.00669367075	0.00496186425	1.35701136025	Brast07G226200			
1233	Brahy.S07G0252900	0.000815021	0.02487547675	0.03357376425	Brast07G228000	3.16e-05	0.000103736	0.304382147
1234	Brahy.S07G0256500	0.008968018	0.010458474	0.857488189	Brast07G231600			
1235	Brahy.S07G0261100	0.0018500313333333	0.003615902	0.5318016360000001	Brast07G235900			
1236	Brahy.S07G0264100	0.0020681543333333	0.0012593466666666	1.6673588133333332	Brast07G238900			
1237	Brahy.S07G0270100	0.000188665	0.001311256	0.143881077	Brast07G244200			
1238	Brahy.S07G0270600	0.0003045543333333	0.0017673903333333	0.2252362276666666	Brast07G244700			
1239	Brahy.S07G0270800	0.009681133	0.00703468725	1.412111943	Brast07G244900	0.000193872	0.001781885	0.108801748
1240	Brahy.S07G0271700	0.002862091	0.001551892	1.844258712	Brast07G245700			
1241	Brahy.S07G0272300	0.001045233	0.000707003	1.478399472	Brast07G246300	0.0033028096666666	0.0074796853333333	0.455115344
1242	Brahy.S08G0000800	0.001257894	0.002133966	0.589463127	Brast08G000500			
1243	Brahy.S08G0001500	0.0062001555	0.00743741675	0.855911687	Brast08G001000			
1244	Brahy.S08G0002500	0.0001815249999999	0.000295044	0.701789715	Brast08G001900			
1245	Brahy.S08G0005700	0.001336584	0.001000834	1.335470664	Brast08G005000			
1246	Brahy.S08G0007800	0.000443729	0.002263564	0.196031161	Brast08G007100			
1247	Brahy.S08G0009800	0.001464433	0.000858105	1.706588504	Brast08G009100			
1248	Brahy.S08G0013200	0.001245816	0.001023505	1.217204824	Brast08G012400			
1249	Brahy.S08G0013600	0.0031353192	0.0041777334	0.7306288038	Brast08G012800			
1250	Brahy.S08G0015400	0.021113815	0.036570156	0.577350983	Brast08G014600			
1251	Brahy.S08G0019500	0.008276566	0.012695108	0.65194921	Brast08G018800	0.0064883795	0.015372765	0.422725709
1252	Brahy.S08G0020300	0.00583961375	0.0051539097499999	1.13437559775	Brast08G019600			
1253	Brahy.S08G0021800	0.002793668	0.00428699	0.651661935	Brast08G020900			
1254	Brahy.S08G0022600	0.000815234	0.000758244	1.075159537	Brast08G021800			
1255	Brahy.S08G0029700	0.0009396536666666	0.000955257	1.1211315936666666	Brast08G028400			
1256	Brahy.S08G0030100	0.00316227975	0.0040903735	0.783006073	Brast08G028800			
1257	Brahy.S08G0032200	0.000350213	0.00213904	0.163724412	Brast08G030600			
1258	Brahy.S08G0035900	0.0023324555	0.004450343	0.548007593	Brast08G034000			
1259	Brahy.S08G0037400	0.003091597	0.005218186	0.59246573				
1260	Brahy.S08G0038200	0.0008771535	0.001315254	0.6660941785000001	Brast08G036200			
1261	Brahy.S08G0039400	0.0005350642	0.0025647916	0.2549382632				
1262	Brahy.S08G0042600	0.002335664	0.012977125	0.179983144	Brast08G040600			
1263	Brahy.S08G0043000	0.002296844	0.010909595	0.210534265	Brast08G041000	0.001089681	0.005127972	0.212497367
1264	Brahy.S08G0047200	0.000190677	0.000640299	0.297793314	Brast08G044600			
1265	Brahy.S08G0051900	0.012528876	0.0232560055	0.54020572725	Brast08G049400			
1266	Brahy.S08G0053400	9.41e-05	0.00028772	0.326987923	Brast08G050900			
1267	Brahy.S08G0054200	0.00218693	0.008993393	0.243170693	Brast08G051600			
1268	Brahy.S08G0055900	0.000263677	0.000420294	0.627362937	Brast08G053200			
1269	Brahy.S08G0056500	0.001035852	0.004388505	0.236037438	Brast08G053800			
1270	Brahy.S08G0058300	0.000194671	0.0013384145	0.137206378	Brast08G055400			
1271	Brahy.S08G0060400	0.001508692	0.0018593685	0.81594455575	Brast08G057400			
1272	Brahy.S08G0064900	0.002416506	0.002896313	0.834338505				
1273	Brahy.S08G0073700	0.002225035	0.004063878	0.54751514	Brast08G070100			
1274	Brahy.S08G0074000	0.000345789	0.001737642	0.1984130255	Brast08G070400			
1275	Brahy.S08G0078300	0.01884832075	0.0271189485	0.69538120125	Brast08G076200			
1276	Brahy.S08G0078600	0.000629723	0.002240326	0.281085413	Brast08G075900			
1277	Brahy.S08G0079800	0.0015027445	0.0021330919999999	0.8803317879999999	Brast08G074800			
1278	Brahy.S08G0080400	0.000181077	0.0009797675	0.232337812	Brast08G074200			
1279	Brahy.S08G0080500	0.004027609	0.005920581	0.680272528				
1280	Brahy.S08G0083900	0.0091597542499999	0.0074897695	1.20758244825				
1281	Brahy.S08G0086000	0.000163129	0.0007995266666666	0.205806106				
1282	Brahy.S08G0096600	0.00094304	0.000938174	1.005186722	Brast08G091300			
1283	Brahy.S08G0101600	0.0009872035	0.001781109	0.5386892455000001	Brast08G096100			
1284	Brahy.S08G0102900	0.000350594	0.000412473	0.849979926				
1285	Brahy.S08G0104700	0.003557962	0.0056639785	0.629909842	Brast08G099300			
1286	Brahy.S08G0105000	0.000162381	0.001597017	0.10167742	Brast08G099600			
1287	Brahy.S08G0107100	0.002033152	0.00397705	0.511220961	Brast08G101300			
1288	Brahy.S08G0109100	0.001420997	0.002861144	0.496653625				
1289	Brahy.S08G0112100	0.000684718	0.002246732	0.304761905	Brast08G106000			
1290	Brahy.S08G0115000	0.0010148294999999	0.002147628	0.5618004595	Brast08G107700			
1291	Brahy.S08G0115500	0.000549829	0.001005667	0.546730882	Brast08G108000	5.83e-05	0.000176382	0.330342316
1292	Brahy.S08G0118000	0.00283260225	0.00397270825	0.7151294605	Brast08G110600			
1293	Brahy.S08G0120000	0.004578542	0.011162881	0.410157737	Brast08G113600			
1294	Brahy.S08G0123000	0.000655764	0.000673649	0.973451258	Brast08G116100			
1295	Brahy.S08G0128200	0.017655903	0.034168865	0.516724888	Brast08G120900			
1296	Brahy.S08G0128300	0.002488809	0.005625916	0.442382916	Brast08G120800			
1297	Brahy.S08G0129600	0.00072819	0.000865654	0.84120196	Brast08G119600			
1298	Brahy.S08G0132000	0.00386574	0.006201818	0.623323758	Brast08G124400	0.00132802	0.003316301	0.400452336
1299	Brahy.S08G0149600	0.000161727	0.000237192	0.681842073	Brast08G140800			
1300	Brahy.S08G0152800	0.0005830685	0.0019853082499999	0.28787444275	Brast08G144000			
1301	Brahy.S08G0154000	0.0065888219999999	0.0087462345	1.4850749915	Brast08G144800	0.004870375	0.01106085	0.440325558
1302	Brahy.S08G0158500	0.0040785075	0.0046538264999999	1.31625946	Brast08G148600			
1303	Brahy.S08G0160600	0.0002079282	0.0003599034	0.5867758768	Brast08G150700			
1304	Brahy.S08G0164600	8.32e-05	0.000516286	0.161074504	Brast08G154200			
1305	Brahy.S08G0173900	0.000614146	0.000885722	0.7219290625000001	Brast08G158200			
1306	Brahy.S08G0179200	0.00335168	0.006676765	0.501991652	Brast08G165200			
1307	Brahy.S08G0183000	0.000596151	0.001648601	0.361610485	Brast08G168200			
1308	Brahy.S08G0189800	0.002064087	0.001812005	1.139117769	Brast08G171400			
1309	Brahy.S08G0200100	0.0004461125	0.0007211765	0.612276685	Brast08G183600			
1310	Brahy.S08G0204700	0.000695508	0.00062516	1.112528724	Brast08G187500			
1311	Brahy.S08G0218900	0.000467681	0.002416913	0.19350325	Brast08G201100	0.00057977	0.000675283	0.7669883925000001
1312	Brahy.S08G0229900	0.003962449	0.003484738	1.137086498	Brast08G211100			
1313	Brahy.S08G0233700	7.15e-05	0.000245107	0.291554623	Brast08G214600	0.0034573186666666	0.0045160136666666	0.9159826823333334
1314	Brahy.S08G0236900	0.0014945209999999	0.004132812	0.3703719686666666	Brast08G218100			
1315	Brahy.S08G0239700	0.000438123	0.0004199545	1.1677840345	Brast08G221000			
1316	Brahy.S08G0243000	0.002736192	0.002672172	1.893137362	Brast08G223900			
1317	Brahy.S08G0244300	0.001337102	0.002216247	0.603318067	Brast08G225100			
1318	Brahy.S08G0248000	0.000479809	0.000643749	0.745334329	Brast08G228700			
1319	Brahy.S08G0252900	5.65e-05	0.000403191	0.140050377	Brast08G233400	0.001087395	0.001433561	0.758527035
1320	Brahy.S08G0254800	0.0003086635	0.0023755415	0.1539071122499999	Brast08G234600			
1321	Brahy.S08G0257900	0.00022849	0.000455124	0.502037647	Brast08G237600			
1322	Brahy.S08G0259300	0.0032282885	0.01004266275	0.321540585	Brast08G238700			
1323	Brahy.S08G0259700	0.0020968565	0.0020647975	1.03827249125	Brast08G239100			
1324	Brahy.S08G0261500	6.54e-05	0.001035412	0.063125497	Brast08G240700			
1325	Brahy.S08G0261900	0.004068874	0.004595105	0.885480196	Brast08G241100			
1326	Brahy.S08G0262800	0.00322159	0.004601477	0.700120785				
1327	Brahy.S08G0264100	0.0140390534999999	0.017322393	0.826939309	Brast08G243100			
1328	Brahy.S08G0265900	0.000183564	0.00024514	0.748814153				
1329	Brahy.S08G0266400	0.000760057	0.000762117	0.8724068305	Brast08G244600	0.000375921	0.000431079	2.7548207755
1330	Brahy.S09G0000700	3.98e-05	0.000474437	0.083838085	Brast09G000200			
1331	Brahy.S09G0006000	4.7e-05	5.98e-05	0.785776972	Brast09G005400			
1332	Brahy.S09G0006100	0.0009303869999999	0.0039472954	0.405506471	Brast09G005500			
1333	Brahy.S09G0011800	0.005466745	0.006661103	0.820696655				
1334	Brahy.S09G0011900	0.000996888	0.002089793	0.477027149				
1335	Brahy.S09G0018200	0.000657442	0.001132576	0.58048366	Brast09G016500			
1336	Brahy.S09G0019600	0.011715947	0.018206126	0.643516762	Brast09G018000			
1337	Brahy.S09G0023700	0.0005324175	0.0007148715	0.7987776065000001	Brast09G021900	0.00081775	0.001259357	0.649339355
1338	Brahy.S09G0024800	0.000813518	0.00152676425	0.5530415675	Brast09G023300			
1339	Brahy.S09G0028900	4.75e-05	0.000151072	0.31468836	Brast09G027500	0.000680153	0.000801809	0.9376748835
1340	Brahy.S09G0033800	0.000203048	0.000140129	1.449010026	Brast09G031900			
1341	Brahy.S09G0035200	4.4475e-05	9.4257e-05	0.52732579125				
1342	Brahy.S09G0038900	0.0002830455	0.0020155985	0.1450254285	Brast09G035700	0.000346745	0.000515829	0.672208548
1343	Brahy.S09G0060300	0.00052432	0.0021168726666666	0.2040692043333333	Brast09G062000	0.002563134	0.001849974	1.385497492
1344	Brahy.S09G0061300	0.000418578	0.00302465	0.138388947	Brast09G062900	0.000775206	0.004599092	0.2117810615
1345	Brahy.S09G0061400	0.000144096	0.001001359	0.143900121	Brast09G063000			
1346	Brahy.S09G0062000	0.000708988	0.001988801	0.356489878	Brast09G063500			
1347	Brahy.S09G0069300	5.14e-05	0.000171337	0.299773756	Brast09G069500	0.003248522	0.004705127	0.690421773
1348	Brahy.S09G0073300	0.0002309595	0.000495464	0.7655823675				
1349	Brahy.S09G0083300	0.0011673364	0.0021139056	0.7546435456	Brast09G082700	1.53e-05	3.86e-05	0.396960459
1350	Brahy.S09G0083800	0.006415432	0.005304364	1.209463114	Brast09G083200			
1351	Brahy.S09G0090000	0.0012892667499999	0.0023739762499999	0.668475968	Brast09G088700			
1352	Brahy.S09G0092600	0.0003558285	0.002383301	0.1797747505	Brast09G091900			
1353	Brahy.S09G0094700	0.000348667	0.004743601	0.073502655	Brast09G093600	0.000833914	0.002091602	0.398696451
1354	Brahy.S09G0094800	0.000611584	0.000857616	0.713120712	Brast09G093700			
1355	Brahy.S09G0096300	0.0005015907499999	0.00138311675	0.33864901275	Brast09G095300			
1356	Brahy.S09G0098800	0.001311909	0.002804155	0.467844668	Brast09G097800			
1357	Brahy.S09G0103200	0.000380659	0.001510067	0.25208065	Brast09G102000	0.00208405	0.003720391	0.560169633
1358	Brahy.S09G0104200	0.001189691	0.001002199	1.187081334	Brast09G102900	0.002365346	0.00246822	0.958320595
1359	Brahy.S09G0109000	8.32e-05	0.000432374	0.19242169				
1360	Brahy.S09G0117900	0.001217606	0.005624538	0.216481099				
1361	Brahy.S09G0118000	0.00411845	0.009217987	0.44678409	Brast09G115700	0.00137250575	0.0006864112499999	3.860231408
1362	Brahy.S09G0122100	0.0151868395	0.0208889115	0.726835798	Brast09G119400			
1363	Brahy.S09G0131000	0.0003683253333333	0.0007359599999999	0.5298675706666667	Brast09G127800			
1364	Brahy.S09G0132200	0.000231134	0.000806603	0.286552118				
1365	Brahy.S09G0132500	0.0008090985	0.001180345	0.5556362575	Brast09G129400			
1366	Brahy.S09G0135600	0.001204037	0.001318861	0.912937155	Brast09G132400			
1367	Brahy.S09G0142300	0.000307085	0.001002004	0.306471125	Brast09G139200	0.000543694	0.001110638	0.489533559
1368	Brahy.S09G0142900	6.065e-05	0.00023503575	0.3340114205	Brast09G139900	0.0003020315	0.0014438625	0.2064632535
1369	Brahy.S09G0145600	0.0005374819999999	0.00071788	1.15614652075	Brast09G142300	0.000842523	0.000240021	3.51020216
1370	Brahy.S09G0147100	0.000609992	0.001245509	0.489752954	Brast09G143600			
1371	Brahy.S09G0149200	0.000469592	0.000897745	0.523079736	Brast09G145700			
1372	Brahy.S09G0151500	0.001781671	7.53e-05	23.663202	Brast09G147800			
1373	Brahy.S09G0157500	0.002101399	0.00110968	1.893698153	Brast09G153300			
1374	Brahy.S09G0163100	0.000580849	0.0015336185	0.3751780484999999	Brast09G158600			
1375	Brahy.S09G0173700	0.001994398	0.003717709	0.536458809	Brast09G168800			
1376	Brahy.S09G0176500	0.000465126	0.001453283	0.320052305	Brast09G170900	0.0021021183333333	0.0020640336666666	0.97042006
1377	Brahy.S09G0179500	0.005240179	0.0032313	1.62169389	Brast09G173700	0.000125069	0.000860042	0.145422407
1378	Brahy.S09G0188100	0.000136773	0.000413814	0.330517423	Brast09G181900			
1379	Brahy.S09G0192700	0.0028651279999999	0.0028254035	0.9037581845	Brast09G186100			
1380	Brahy.S09G0193300	0.001212079	0.002123302	0.57084615	Brast09G186700			
1381	Brahy.S09G0195800	0.000549121	0.008610983	0.063769874	Brast09G189200			
1382	Brahy.S09G0198700	0.001399421	0.000510786	2.7397424				
1383	Brahy.S09G0211200	0.000459279	0.001361511	0.337330409	Brast09G203800			
1384	Brahy.S09G0216500	0.000109035	0.000140746	0.774696008	Brast09G208500			
1385	Brahy.S09G0222000	0.000942714	0.001547721	0.631966004	Brast09G213800			
1386	Brahy.S09G0231300	0.0004339845	0.0009643245	0.4077895135	Brast09G222200			
1387	Brahy.S09G0231400	0.0042250515	0.00228925525	2.59612689175				
1388	Brahy.S09G0232400	0.000437169	0.000764415	0.571900787				
1389	Brahy.S09G0236400	3.5e-05	0.000458159	0.076306636	Brast09G226700			
1390	Brahy.S09G0238000	0.000228635	0.0010937985	0.2658029725	Brast09G228100	0.000370354	0.001241643	0.298277238
1391	Brahy.S09G0239100	0.0005842413333333	0.0007759976666666	0.7602654483333334	Brast09G229000	0.000333441	0.000506089	0.658859201
1392	Brahy.S09G0245800	0.000482484	0.001280973	0.376654069	Brast09G235300			
1393	Brahy.S09G0246700	0.0002593045	0.000703185	0.5851555935	Brast09G236400			
1394	Brahy.S09G0250900	0.000886421	0.00403685225	0.22223283225	Brast09G240500			
1395	Brahy.S09G0253600	0.001435517	0.002209144	0.64980711	Brast09G243100	0.003766695	0.004731439	0.79609922
1396	Brahy.S09G0258200	0.000687237	0.000805607	0.853067428	Brast09G247700			
1397	Brahy.S09G0259600	0.009706532	0.004537459	2.139199627	Brast09G248900			
1398	Brahy.S09G0263100	0.00048818	0.000211849	2.304375852				
1399	Brahy.S09G0268500	0.002207889	0.0017533005	1.1742903605	Brast09G257500			
1400	Brahy.S09G0272000	0.003763479	0.004053689	0.928408379	Brast09G260700			
1401	Brahy.S09G0272900	0.000578093	0.001235011	0.468087585	Brast09G261500			
1402	Brahy.S09G0273200	0.00026292325	9.343275e-05	2.72764581125	Brast09G261800			
1403	Brahy.S09G0273900	6.35e-05	0.000114883	0.552962759	Brast09G262400			
1404	Brahy.S09G0275600	3.99e-05	0.0002190236666666	0.2979588956666666	Brast09G264000			
1405	Brahy.S09G0290700	0.018305036	0.0142400927499999	1.297822962	Brast09G043400			
1406	Brahy.S10G0000600	0.000592677	0.001075872	0.550880781	Brast10G000300			
1407	Brahy.S10G0000700	0.0021699966666666	0.0026984463333333	1.4237503823333333	Brast10G000400	0.003602252	0.012851991	0.280287465
1408	Brahy.S10G0000900	0.0149368438333333	0.0173697578333333	0.7812573426666667	Brast10G000500	0.00050705	0.000445575	1.137968246
1409	Brahy.S10G0001200	0.0018234445	0.003779936	0.9071882315	Brast10G000800			
1410	Brahy.S10G0001300	0.0013466066666666	0.001620572	1.2212608606666666	Brast10G000900			
1411	Brahy.S10G0002300	0.000895726	0.006224681	0.14389911	Brast10G001900			
1412	Brahy.S10G0002600	0.001284345	0.003505371	0.366393396	Brast10G002200			
1413	Brahy.S10G0004000	0.0016676315	0.00112547625	1.41439491175	Brast10G003500			
1414	Brahy.S10G0004700	0.0003460464	0.0006189031999999	0.603913301	Brast10G004200			
1415	Brahy.S10G0005500	0.000106792	0.000258316	0.413415758	Brast10G005000	0.001448772	0.001708858	0.847801615
1416	Brahy.S10G0016000	0.0001747456666666	0.0008313816666666	0.442028201				
1417	Brahy.S10G0019800	0.01018629	0.0070038685	1.4554658594999998	Brast02G242600			
1418	Brahy.S10G0021000	0.0009075355	0.000579363	1.39331184	Brast10G020100			
1419	Brahy.S10G0023100	0.001786664	0.001636441	1.091798646	Brast10G022300			
1420	Brahy.S10G0024300	0.00075931	0.0023372009999999	0.32584906	Brast10G023500			
1421	Brahy.S10G0025100	0.0002820187499999	0.0017411822499999	0.2112223299999999				
1422	Brahy.S10G0025200	0.002242884	0.002727157	0.822425886				
1423	Brahy.S10G0026900	0.001038152	0.001584786	0.655073968	Brast10G025900			
1424	Brahy.S10G0027000	9.53e-05	0.000306442	0.310895074	Brast10G026000			
1425	Brahy.S10G0028800	0.00218277925	0.00360317875	0.976775773	Brast10G027700			
1426	Brahy.S10G0029000	0.0012560765	0.00241953725	0.6009264955	Brast10G027900	0.000139837	0.0001800845	0.55297084
1427	Brahy.S10G0031800	3.82e-05	0.000101321	0.376586014	Brast10G030300	0.0051405185	0.009545178	0.3254729525
1428	Brahy.S10G0037500	0.0028779036	0.0082907438	0.3483682238	Brast10G035400			
1429	Brahy.S10G0039200	0.0010258654999999	0.0028830484999999	0.3614150475	Brast10G036900			
1430	Brahy.S10G0040800	0.000317361	0.0008146545	0.3789306985	Brast10G038400			
1431	Brahy.S10G0040900	0.00189287	0.0016882165	1.1020390565	Brast10G038500	0.000504764	0.000317988	1.587370631
1432	Brahy.S10G0041400	0.000977096	0.0010103963333333	0.9415842296666668				
1433	Brahy.S10G0047500	0.002969835	0.00322303	0.921441898	Brast10G042300	0.0005574719999999	0.0009270515	0.964644546
1434	Brahy.S10G0048400	0.0043781815	0.0074572875	0.5201789485	Brast10G041400			
1435	Brahy.S10G0050500	0.002967708	0.003590789	0.826478006	Brast10G048300			
1436	Brahy.S10G0054800	0.002466627	0.001775497	1.4122102353333332	Brast10G050900			
1437	Brahy.S10G0056200	0.004864551	0.004586359	1.060656452	Brast10G052300			
1438	Brahy.S10G0056300	0.000183519	0.000200628	1.2452974735				
1439	Brahy.S10G0056500	0.000246712	0.000726845	0.339428571	Brast10G052700			
1440	Brahy.S10G0057000	0.002471644	0.011828587	0.208955118	Brast10G053100			
1441	Brahy.S10G0061300	0.001764212	0.001948848	0.905258485	Brast10G057100	0.000902206	0.001427908	0.631837689
1442	Brahy.S10G0074700	0.006141759	0.006573395	0.934335977				
1443	Brahy.S10G0076100	0.000806752	0.006558372	0.123011012	Brast10G071700			
1444	Brahy.S10G0077300	0.002392125	0.003286087	0.727955282	Brast10G072800			
1445	Brahy.S10G0086300	0.005214218	0.006014467	0.866945945	Brast10G079900			
1446	Brahy.S10G0095200	0.0014163527499999	0.00257049625	0.6486997007499999	Brast10G087200			
1447	Brahy.S10G0100800	0.001150659	0.001454573	0.79106296	Brast10G092700			
1448	Brahy.S10G0101300	0.000137331	0.00045858	0.299470789	Brast10G093100			
