	bhsid	piN_x	piS_x	pin/pis_x	bsid	piN_y	piS_y	pin/pis_y
1449	Brahy.S10G0105400	0.00139566875	0.002148796	0.66352778525	Brast10G099400	0.001416974	0.002613926	0.5215761210000001
1450	Brahy.S10G0106700	0.0002716019999999	0.0003149663333333	0.8772437383333335	Brast10G098400	0.000665613	0.001056193	0.630199939
1451	Brahy.S10G0109600	0.0007188006666666	0.000979355	0.7551115336666667	Brast10G108000			
1452	Brahy.S10G0113500	7.61e-05	0.000264894	0.287156066	Brast10G104900			
1453	Brahy.S10G0114200	0.0014012675	0.0033910355	0.4162934984999999	Brast10G105500			
1454	Brahy.S10G0114800	0.001122528	0.001066944	1.052096463	Brast10G105900			
1455	Brahy.S10G0123400	0.004006642	0.002179334	1.838470729	Brast10G101100			
1456	Brahy.S10G0125000	0.005005466	0.0086074685	0.6589141855	Brast10G110600	0.000766915	0.0058051825	0.2262463835
1457	Brahy.S10G0126100	7.46e-05	0.000209012	0.356724339	Brast10G112800			
1458	Brahy.S10G0127800	0.003868131	0.008861297	0.43651974				
1459	Brahy.S10G0129900	0.006102205	0.009943804	0.613669129	Brast10G108200			
1460	Brahy.S10G0132000	0.000372354	0.003738224	0.099607142	Brast10G118100			
1461	Brahy.S10G0132400	0.0015268546666666	0.0023062396666666	0.7520514046666666	Brast10G118500			
1462	Brahy.S10G0135900	8.43035e-05	0.000347483	0.2519191915	Brast10G121400			
1463	Brahy.S10G0146500	0.001360053	0.0031069714999999	0.6079154095	Brast10G131700			
1464	Brahy.S10G0147600	0.001360649	0.003668244	0.370926485	Brast10G130900	0.0036930905	0.0049589125	0.6958476170000001
1465	Brahy.S10G0151100	0.001063685	0.0064039806666666	0.1831220753333333	Brast10G134600			
1466	Brahy.S10G0152500	5.61e-05	0.000867179	0.064639243	Brast10G136100	0.000496808	0.000327517	1.516891472
1467	Brahy.S10G0153700	0.000360246	0.0006204439999999	0.5806290675000001	Brast10G137300			
1468	Brahy.S10G0154000	0.000322032	0.000358052	0.899402032	Brast10G137600			
1469	Brahy.S10G0155600	0.0076018	0.0122414284	0.6118683144	Brast10G139400			
1470	Brahy.S10G0157400	0.00267662125	0.009882779	0.26981297025	Brast10G140800			
1471	Brahy.S10G0157600	0.002553254	0.006119385	0.417240371	Brast10G141000			
1472	Brahy.S10G0163100	0.0005967253333333	0.0006332156666666	0.9658379966666668	Brast10G146300			
1473	Brahy.S10G0167500	0.0009066924	0.0032753623999999	0.202728211	Brast10G150000			
1474	Brahy.S10G0168200	0.000970677	0.00341037	0.284624964	Brast10G150700			
1475	Brahy.S10G0171900	0.000741537	0.001741966	0.425689814	Brast10G154200			
1476	Brahy.S10G0175300	0.00348027	0.004651039	0.748277884	Brast10G156700	0.003118408	0.005380818	0.579541664
1477	Brahy.S10G0175400	0.00339216	0.004134817	0.820389493	Brast10G156800	0.000273207	0.0001438585	3.0243048435
1478	Brahy.S10G0180000	0.000965667	0.003341888	0.288958557				
1479	Brahy.S10G0183500	0.004704044125	0.00615625275	1.281616667375	Brast10G164500			
1480	Brahy.S10G0183600	0.002007019	0.000951381	2.109585476	Brast10G164700	0.001371344	0.001399714	0.979731289
1481	Brahy.S10G0184800	0.0001316095	0.000304297	0.662023845	Brast10G165800	0.00010944	0.001085678	0.100803282
1482	Brahy.S10G0188600	0.0001740415	0.0010385505	0.174630946	Brast10G169300	0.001490562	0.001680243	0.887110835
1483	Brahy.S10G0192500	0.00138319175	0.0012471875	1.351460112	Brast10G172900			
1484	Brahy.S10G0194800	0.001662076	0.001767169	0.940530234				
1485	Brahy.S10G0195400	6.89e-05	0.00016976	0.4027758325	Brast10G175600			
1486	Brahy.S10G0195500	0.001321585	0.001590879	0.83072663	Brast10G175700			
1487	Brahy.S10G0198400	0.000317549	0.000987954	0.321420613				
1488	Brahy.S10G0199200	5.92e-05	9.25e-05	0.639804572	Brast10G178900	0.000781035	0.0020479896666666	0.33439288
1489	Brahy.S10G0202100	0.00108548	0.013759125	0.07889166	Brast10G182100	8.37e-05	0.0024035	0.034817486
1490	Brahy.S10G0202200	0.000905393	0.000273852	3.306146946	Brast10G182200			
1491	Brahy.S10G0203100	0.001742083	0.000916515	2.18159214	Brast10G182900			
1492	Brahy.S10G0208500	0.0015116379999999	0.0010805125	1.4991339685				
1493	Brahy.S10G0208600	0.00342382	0.007219769	0.474228407	Brast10G188300	0.001312623	0.0011191205	1.193681644
1494	Brahy.S10G0212300	0.0004437939999999	0.000646518	0.6726325919999999	Brast10G192300			
1495	Brahy.S10G0213400	0.00071576375	0.0011254865	0.6526209585	Brast10G191800	0.004984768	0.009965084	0.500223329
1496	Brahy.S10G0213700	0.0002242313333333	0.0005782533333333	0.3959352173333333	Brast10G195300			
1497	Brahy.S10G0219100	0.003859364	0.005795628	0.665909559	Brast10G200100			
				
1876	Brast02G365700	0.002531443	0.005608968	0.451320588				
1877	Brast02G376000	0.0007390725	0.0015946255	0.7282133555				
1878	Brast02G379300	0.001538667	0.001569815	0.98015836				
1879	Brast02G382400	0.002169748	0.003520346	0.616345075				
1880	Brast02G382800	0.000615801	0.003097595	0.198799874				
1881	Brast02G387800	0.0028107125	0.0025557755	1.1416493985				
1882	Brast03G005500	0.000262787	0.000151037	1.739886756				
1883	Brast03G011400	0.000686851	0.001580003	0.434714953				
1884	Brast03G014800	0.000253439	0.001156577	0.219128252				
1885	Brast03G015500	0.003484353	0.004806929	0.724860456				
1886	Brast03G018100	0.001769931	0.004342267	0.407605225				
1887	Brast03G018900	0.00022943	0.001662333	0.138016701				
1888	Brast03G020600	0.0003177124999999	0.0003218795	0.733740146				
1889	Brast03G024800	0.001183602	0.001289522	0.917861651				
1890	Brast03G025000	0.00015694	0.000437564	0.358668401				
1891	Brast03G026500	0.00147449	0.000345373	4.269267187				
1892	Brast03G032400	8.49675e-05	0.0002005	0.3391302645				
1893	Brast03G035200	0.000125199	0.000112113	1.116722217				
1894	Brast03G036400	3.53e-05	8.62e-05	0.408940281				
1895	Brast03G037000	0.000182661	0.000290366	0.629070099				
1896	Brast03G037500	0.000644598	0.000314793	2.04768926				
1897	Brast03G037600	2.95e-05	0.000135372	0.218091439				
1898	Brast03G039900	0.000699063	0.000896245	0.779991749				
1899	Brast03G041800	0.000923828	0.006741863	0.137028542				
1900	Brast03G044700	0.002150127	0.0020125675	0.884581476				
1901	Brast03G049300	8.77e-05	0.000275583	0.318308634				
1902	Brast03G052200	0.000950495	0.005669948	0.167637351				
1903	Brast03G053500	0.007842263	0.008244091	0.951258635				
1904	Brast03G054200	0.000999255	0.000690658	1.446815798				
1905	Brast03G058400	0.002457528	0.004424928	0.555382716				
1906	Brast03G059500	7.58e-05	0.000342167	0.221503828				
1907	Brast03G059700	0.000204592	0.00101015	0.202535771				
1908	Brast03G061600	0.0038505495	0.0046785785	0.836743164				
1909	Brast03G067000	0.000151955	0.000353343	0.430048443				
1910	Brast03G069300	0.000595857	0.000969363	0.614688986				
1911	Brast03G074400	0.00374249	0.007801713	0.479701039				
1912	Brast03G079400	0.000247991	0.001422204	0.174370954				
1913	Brast03G080400	0.000234045	0.000380714	0.614753208				
1914	Brast03G084700	0.0028304093333333	0.0057672636666666	0.4219117386666667				
1915	Brast03G086500	7.08e-05	0.000104671	0.676030675				
1916	Brast03G090700	0.000208626	0.00484475	0.043062323				
1917	Brast03G095000	0.005171059	0.00381182	1.35658538				
1918	Brast03G095600	0.002605903	0.005517521	0.47229605				
1919	Brast03G096000	0.0009361479999999	0.0002241954999999	6.754627901				
1920	Brast03G098000	0.003572699	0.002787712	1.281588233				
1921	Brast03G102900	0.0004503475	0.001313498	0.3428496035				
1922	Brast03G103600	0.002945461	0.0059603469999999	0.5301525995				
1923	Brast03G106800	0.0028997676666666	0.0051528963333333	0.5632935126666667				
1924	Brast03G107100	8.1e-05	0.000280325	0.288931368				
1925	Brast03G107300	0.001507622	0.002007845	0.750865728				
1926	Brast03G110700	0.002685261	0.0013956005	1.652876064				
1927	Brast03G118800	0.001800985	0.00203284	0.885945228				
1928	Brast03G121200	0.0032062415	0.0031811435	0.8488066295				
1929	Brast03G121700	0.000940033	0.002755382	0.341162594				
1930	Brast03G121800	0.001374908	0.001641372	0.837657851				
1931	Brast03G124400	0.001058332	0.002456183	0.430884767				
1932	Brast03G128600	0.000762246	0.00209272	0.364237144				
1933	Brast03G129200	0.0009671325	0.0017517384999999	0.812027191				
1934	Brast03G130800	0.0013627457499999	0.00251355675	0.7288747544999999				
1935	Brast03G132300	0.00064096	0.000477137	1.343346165				
1936	Brast03G134800	0.000891892	0.002423266	0.368053601				
1937	Brast03G139200	0.0023371675	0.0027076294999999	1.17913964				
1938	Brast03G141100	0.0007236565	0.000687566	1.2587830565				
1939	Brast03G141200	0.0004954825	0.002845994	0.21282042				
1940	Brast03G144100	0.000943941	0.000277476	3.401884777				
1941	Brast03G145400	0.002380783	0.00195729	1.216367117				
1942	Brast03G147500	0.00152626	0.003888451	0.392511125				
1943	Brast03G153200	0.0079395615	0.033573159	0.2367075215				
1944	Brast03G153800	0.000626083	0.0011777635	0.8162207340000001				
1945	Brast03G156800	0.003318337	0.0031320124999999	1.068225504				
1946	Brast03G161400	0.000711248	0.001153904	0.616384702				
1947	Brast03G161900	0.001355504	0.007585567	0.178695111				
1948	Brast03G164300	0.00597254	0.0033981355	3.088007219				
1949	Brast03G164600	0.004696116	0.001322089	3.552041449				
1950	Brast03G164700	0.001149902	0.006928997	0.165955102				
1951	Brast03G164900	0.000138986	0.001031145	0.134787972				
1952	Brast03G165300	9.53e-05	0.000484477	0.196757384				
1953	Brast03G166300	0.001156528	0.003579227	0.323122321				
1954	Brast03G166800	0.000547963	0.000749442	0.731160336				
1955	Brast03G168000	0.000438723	0.000722286	0.607408679				
1956	Brast03G170000	0.000797775	0.001621418	0.492023088				
1957	Brast03G170200	0.0023222115	0.0018706605	1.923639396				
1958	Brast03G171600	0.001137447	0.008467114	0.134337052				
1959	Brast03G174100	0.002071146	0.001291074	1.604203595				
1960	Brast03G176300	0.0011651	0.001490398	0.781737254				
1961	Brast03G176900	0.003941067	0.010701885	0.368259133				
1962	Brast03G177000	4.37e-05	0.000417991	0.104503378				
1963	Brast03G178900	0.000420181	0.001169473	0.35929063				
1964	Brast03G179300	0.0003774275	0.0032583285	0.100498714				
1965	Brast03G179400	0.001498605	0.002276244	0.658367232				
1966	Brast03G179800	0.003046834	0.011080476	0.274973228				
1967	Brast03G179900	0.006197379	0.002676187	2.315749241				
1968	Brast03G180300	0.000209905	0.001601519	0.131065942				
1969	Brast03G186700	0.00088501	0.000270831	3.26775155				
1970	Brast03G187000	0.000373113	0.002346674	0.158996708				
1971	Brast03G188300	0.000947281	0.002648738	0.4378212274999999				
1972	Brast03G190000	0.001078638	0.002354869	0.458045887				
1973	Brast03G192800	0.000322925	0.0004082215	0.891250095				
1974	Brast03G194400	0.004147605	0.001480308	2.801852906				
1975	Brast03G194500	0.000145484	0.001715663	0.084797364				
1976	Brast03G198000	0.000165908	0.000168733	0.983255789				
1977	Brast03G198700	0.003266137	0.002196067	1.487266486				
1978	Brast03G200200	0.002099619	0.0033802955	0.606578897				
1979	Brast03G200400	0.0008532473333333	0.0002520126666666	7.021674264333334				
1980	Brast03G202400	0.000835295	0.008838381	0.094507657				
1981	Brast03G202500	0.0031000424999999	0.004087876	0.8529465414999999				
1982	Brast03G202800	0.00039529	0.000844207	0.468238951				
1983	Brast03G204000	0.003770914	0.005253674	0.717766993				
1984	Brast03G204100	0.001285112	0.001704951	0.753752845				
1985	Brast03G204400	0.000564193	0.003158869	0.178605992				
1986	Brast03G205100	0.0002511085	0.0008856165	0.4340885395				
1987	Brast03G206600	0.0011332445	0.012915262	0.0861853565				
1988	Brast03G206700	0.000370671	0.003544138	0.104587097				
1989	Brast03G208300	0.000997439	0.000605745	1.646631342				
1990	Brast03G208700	0.000212351	0.003792233	0.055996252				
1991	Brast03G209400	0.004167581	0.003185296	1.308381105				
1992	Brast03G209600	0.0005454689999999	0.0006201346666666	1.9051320756666668				
1993	Brast03G210400	0.011255585	0.003714623	3.030075084				
1994	Brast03G214100	0.001206636	0.002455066	0.491488312				
1995	Brast03G219200	0.001373444	0.001188506	0.782857436				
1996	Brast03G220600	0.000990361	0.001392294	0.711315716				
1997	Brast03G220800	7.17e-05	0.00018884	0.379878049				
1998	Brast03G225900	0.000254278	0.000495783	0.512881196				
1999	Brast03G229200	0.000986771	0.002665563	0.370192208				
2000	Brast03G232000	0.000573373	0.000786574	0.728950383				
2001	Brast03G232700	0.0003997	0.000492523	0.811537136				
2002	Brast03G232900	3.62e-05	0.001317189	0.02748409				
2003	Brast03G239700	0.000609665	0.000439478	1.387246591				
2004	Brast03G240400	0.0031665499999999	0.0046066425	1.00632822				
2005	Brast03G243200	0.001077814	0.001989212	0.541829665				
2006	Brast03G244600	9.07e-05	0.000215792	0.420286994				
2007	Brast03G246500	0.000574639	0.001761649	0.32619357				
2008	Brast03G250100	5.15e-05	0.000159263	0.323138177				
2009	Brast03G251700	0.000709891	0.000370713	1.914932192				
2010	Brast03G253300	0.000325668	0.001840132	0.176980626				
2011	Brast03G253900	0.0002280395	0.000852446	0.298616857				
2012	Brast03G255600	0.002142921	0.004793044	0.447089752				
2013	Brast03G257000	0.000763713	0.002774952	0.275216631				
2014	Brast03G258900	0.00035232	0.002181435	0.161508364				
2015	Brast03G260300	0.0008802655	0.0023210534999999	0.414599437				
2016	Brast03G260900	0.00025372	0.001382257	0.18355471				
2017	Brast03G263500	0.001287035	0.00053687	2.397295718				
2018	Brast03G263700	0.000844129	0.004460555	0.189243046				
2019	Brast03G264300	0.0003769815	0.000264696	1.5420470675				
2020	Brast03G265100	0.000154346	0.000923787	0.16708019				
2021	Brast03G265600	0.00054706	0.000873113	0.626562588				
2022	Brast03G266800	0.002507561	0.002679723	0.935753814				
2023	Brast03G267100	0.000457959	0.00172319	0.265762604				
2024	Brast03G269200	0.00152696	0.003123662	0.488836487				
2025	Brast03G269400	0.00132574	0.001437358	0.922344695				
2026	Brast03G270000	0.001118772	0.000806169	1.387762941				
2027	Brast03G273600	0.007221517	0.006896092	1.047189813				
2028	Brast03G273900	0.0001695355	0.00053126	0.2608430865				
2029	Brast03G274000	0.000700509	0.005849863	0.119747944				
2030	Brast03G274300	0.00084476	0.000172203	4.905613542				
2031	Brast03G283100	0.001189753	0.001307363	0.910040744				
2032	Brast03G285500	0.000181467	0.000616054	0.294563149				
2033	Brast03G288500	0.001403542	0.001836067	0.76442863				
2034	Brast03G293400	0.001316752	0.001829028	0.719919015				
2035	Brast03G293900	5.85e-05	0.000223648	0.26170878				
2036	Brast03G295900	0.001595076	0.004589964	0.347513856				
2037	Brast03G296500	9.32e-05	0.000234509	0.397606443				
2038	Brast03G296800	0.0007028564999999	0.001160417	0.38803146				
2039	Brast03G297500	0.000196559	0.000328935	0.6913044079999999				
2040	Brast03G297800	0.000347186	0.000380578	0.912258913				
2041	Brast03G301700	0.000217756	0.002726951	0.079853356				
2042	Brast03G304800	0.000410302	0.001688083	0.243058018				
2043	Brast04G002700	0.000211762	0.000602398	0.35153223				
2044	Brast04G005100	0.0011183624999999	0.005472288	0.155161169				
2045	Brast04G010200	0.000369176	0.0005875295	0.628419974				
2046	Brast04G015100	0.000217524	0.000198422	1.096271134				
2047	Brast04G021800	7.48e-05	0.000450498	0.166091612				
2048	Brast04G022200	0.000444794	0.00033547	1.325882166				
2049	Brast04G023600	0.001339609	0.00058143	2.303988852				
2050	Brast04G024400	0.000176606	0.000994802	0.177528907				
2051	Brast04G025400	0.00134687	0.003433142	0.392313924				
2052	Brast04G026000	0.000652552	0.000453735	1.438179343				
2053	Brast04G027000	0.000426755	0.000394998	1.0546327263333335				
2054	Brast04G029600	0.000229512	0.000712919	0.321932246				
2055	Brast04G033100	0.000613335	0.001007719	0.608637516				
2056	Brast04G033900	0.004307274	0.001231275	3.498223029				
2057	Brast04G034400	0.004842211	0.008248694	0.587027556				
2058	Brast04G036600	0.000186529	0.001020742	0.18273874				
2059	Brast04G037300	0.000557076	0.002278268	0.244517356				
2060	Brast04G039400	0.001369488	0.000976554	1.402368581				
2061	Brast04G039800	0.003813402	0.003644496	1.046345656				
2062	Brast04G041800	0.001281721	0.004227529	0.303184503				
2063	Brast04G042200	0.0003608763333333	0.0004267273333333	2.0650153976666665				
2064	Brast04G045400	0.000422576	0.000103464	4.084304601				
2065	Brast04G047300	0.004263801	0.002597496	1.641504633				
2066	Brast04G052900	0.000678305	0.000130192	5.210028709				
2067	Brast04G053800	0.000110056	0.000110606	0.995031371				
2068	Brast04G055400	0.000210554	0.00022811	0.92303706				
2069	Brast04G056600	4.6e-05	0.000123173	0.373850711				
2070	Brast04G057700	3.5e-05	0.000654761	0.053396992				
2071	Brast04G066600	0.000103402	0.00055297	0.186993587				
2072	Brast04G067300	0.000649815	0.00183932	0.353291044				
2073	Brast04G067800	0.004483529	0.023865652	0.187865354				
2074	Brast04G072300	0.001222919	0.002739133	0.446461973				
2075	Brast04G080000	0.001050626	0.000947054	1.109362475				
2076	Brast04G081300	0.003345722	0.005663898	0.590710095				
2077	Brast04G081900	0.000208672	0.000816352	0.255614986				
2078	Brast04G082000	0.002156008	0.004001552	0.538793103				
2079	Brast04G082100	0.000757921	0.003932006	0.192756706				
2080	Brast04G082600	0.000648937	0.000945564	0.686295766				
2081	Brast04G085200	0.001674032	0.004426137	0.378215138				
2082	Brast04G085400	0.000201032	0.000302692	0.664147917				
2083	Brast04G086700	0.000162901	0.000355427	0.45832625				
2084	Brast04G087100	0.001455695	0.011639395	0.125066201				
2085	Brast04G089000	2.76e-05	0.000740217	0.037323878				
2086	Brast04G091500	0.000180032	0.002556901	0.070410272				
2087	Brast04G092400	0.001245718	0.001912046	0.651510433				
2088	Brast04G095600	0.000982675	0.000839235	1.170916859				
2089	Brast04G099700	0.00017434	0.001606795	0.108501577				
2090	Brast04G099900	0.000604351	0.000704144	0.858277964				
2091	Brast04G101500	0.001552186	0.000760503	2.040999548				
2092	Brast04G105200	0.001069967	0.00715049	0.149635408				
2093	Brast04G105700	0.002555295	0.005571011	0.458677087				
2094	Brast04G107200	0.00185369	0.003463299	0.535238074				
2095	Brast04G108800	0.00530638	0.00240554	2.205899276				
2096	Brast04G109900	0.0001803	0.000332068	0.542960629				
2097	Brast04G111800	0.001569703	0.0020581734999999	0.764353963				
2098	Brast04G116000	0.001264272	0.00406756	0.310818335				
2099	Brast04G116600	0.011113141	0.010450802	1.063376814				
2100	Brast04G118600	0.010570091	0.019582011	0.539785775				
2101	Brast04G120800	0.0011766	0.006260752	0.187932778				
2102	Brast04G122000	0.001382371	0.014972268	0.092328784				
2103	Brast04G126100	0.000235777	0.000810099	0.291047334				
2104	Brast04G126500	0.000586283	0.00176974	0.331282197				
2105	Brast04G127500	0.001586624	0.012977573	0.122258928				
2106	Brast04G130300	0.0028207983333333	0.0014027863333333	1.317051075				
2107	Brast04G131100	0.000389322	0.000541027	0.719597312				
2108	Brast04G131700	0.000444525	0.0006206155	0.5361831505				
2109	Brast04G132200	0.000529159	0.002325556	0.227540677				
2110	Brast04G132400	0.004022771	0.00605969	0.663857504				
2111	Brast04G134500	0.001061062	0.000648842	1.5527402824999998				
2112	Brast04G136200	0.0012633195	0.0033322695	0.323745665				
2113	Brast04G137600	0.0003229995	0.000271505	0.99673872				
2114	Brast04G139600	0.002590757	0.007228026	0.358432226				
2115	Brast04G139900	0.002209511	0.004723615	0.467758447				
2116	Brast04G142500	0.001988195	0.003081899	0.645119951				
2117	Brast04G145500	0.00403663	0.001955668	2.064067549				
2118	Brast04G145700	0.003575231	0.003130619	1.2357988153333332				
2119	Brast04G146200	0.0055512624999999	0.0048569749999999	1.1367425065				
2120	Brast04G146900	0.001305677	0.000797405	1.637408048				
2121	Brast04G148000	0.001066955	0.000726614	1.468393856				
2122	Brast04G148400	0.001805002	0.002801292	0.64434646				
2123	Brast04G149700	0.001410233	0.002411905	0.5846968				
2124	Brast04G150200	0.000406178	0.001437597	0.282539824				
2125	Brast04G151100	0.003330942	0.001763825	1.888476945				
2126	Brast04G153100	0.001113036	0.001618512	0.687690575				
2127	Brast04G157500	0.0003943445	0.0003316765	1.3381293075				
2128	Brast04G159200	0.000494637	0.006533581	0.075706938				
2129	Brast04G159500	0.000430623	0.004230003	0.10180197				
2130	Brast04G161400	0.001184853	0.007648995	0.154903051				
2131	Brast04G161500	0.000108916	0.000591885	0.184016386				
2132	Brast04G162400	0.0016280009999999	0.0015414703333333	1.090922379				
2133	Brast04G163800	0.001137247	0.002056941	0.552882723				
2134	Brast04G165400	0.000117798	0.000759652	0.155068623				
2135	Brast04G171500	0.000255239	0.000483188	0.528239716				
2136	Brast04G173000	0.00017163	0.0011203283333333	0.428455963				
2137	Brast04G173200	0.001923063	0.00066507	2.891518329				
2138	Brast04G173300	0.000603585	0.002028777	0.269791199				
2139	Brast04G179400	0.001886012	0.001833616	1.028575155				
2140	Brast04G181500	0.003431066	0.00758393	0.452412691				
2141	Brast04G182200	0.001187096	0.006407907	0.185254876				
2142	Brast04G184200	0.000564917	0.001233832	0.457855378				
2143	Brast04G185200	0.002955927	0.006874408	0.429990027				
2144	Brast04G189000	0.000125589	0.000425847	0.294915752				
2145	Brast04G189900	0.003104425	0.002107615	1.472956494				
2146	Brast04G199100	0.003498116	0.004341117	0.805810098				
2147	Brast04G199200	3.36e-05	0.000107449	0.312793323				
2148	Brast04G199900	0.00508845	0.010087899	0.504411331				
2149	Brast04G216900	0.001567965	0.001024542	1.53040521				
2150	Brast04G220200	0.000729028	0.00161875	0.450364766				
2151	Brast04G223100	0.000898759	0.001209127	0.743312065				
2152	Brast04G224300	0.001393271	0.002641352	0.527484066				
2153	Brast04G225100	0.000519052	0.000731158	0.7099406355				
2154	Brast04G225300	0.0024985333333333	0.0032468356666666	0.9008601243333332				
2155	Brast04G225400	0.000339494	0.000412735	0.822546776				
2156	Brast04G226400	0.000552634	0.000234094	2.360736788				
2157	Brast04G228000	0.001390721	0.002290234	0.607239852				
2158	Brast04G229600	0.000352512	0.0010462165	0.3967205769999999				
2159	Brast04G230200	0.003531446	0.003899832	0.905537978				
2160	Brast04G232700	0.00036465	0.000943237	0.386594451				
2161	Brast04G236100	0.003175643	0.003207907	0.989942562				
2162	Brast04G236300	0.000323208	0.001525863	0.211819645				
2163	Brast04G237000	0.000303184	0.000377092	0.804005205				
2164	Brast04G238300	0.0026904	0.003902636	0.689380186				
2165	Brast04G240700	0.001214129	0.00100916	1.203108543				
2166	Brast04G242300	0.001073766	0.003158481	0.339962765				
2167	Brast04G242700	0.0008148739999999	0.002027868	0.4161102125				
2168	Brast04G244600	0.002238456	0.004004196	0.559027585				
2169	Brast04G244700	0.0005218995	0.000922422	0.448103099				
2170	Brast04G245700	0.000913977	0.003563431	0.256487965				
2171	Brast04G246000	0.000693182	0.000371214	1.867340811				
2172	Brast04G248800	0.000646389	0.001555602	0.415523136				
2173	Brast04G250200	0.00194783	0.0015415295	1.2740182755				
2174	Brast04G250900	0.003556786	0.006058071	0.587115243				
2175	Brast04G255200	0.000104823	0.000326545	0.321005724				
2176	Brast04G258400	9.45e-05	5.26e-05	1.796562971				
2177	Brast04G262900	6.61e-05	0.000209249	0.315779924				
2178	Brast04G264400	0.000142312	0.000992848	0.143337214				
2179	Brast04G264900	0.000473564	0.00075951	0.623512529				
2180	Brast04G267500	0.000223599	0.000221595	1.009044587				
2181	Brast04G269500	0.001562216	0.002850827	0.54798691				
2182	Brast04G270900	4.13e-05	0.000130904	0.315470177				
2183	Brast04G273700	3.08e-05	0.000188054	0.16365839				
2184	Brast04G277100	0.003268852	0.004727986	0.691383491				
2185	Brast04G279400	0.006294157	0.008397387	0.749537548				
2186	Brast04G282200	0.003477031	0.011889782	0.292438613				
2187	Brast04G283000	0.003465881	0.00146866	2.359892531				
2188	Brast04G284500	0.00111297	0.001028789	1.081825949				
2189	Brast04G293900	0.000359913	0.001180664	0.304839283				
2190	Brast04G294500	0.000709286	0.000643557	1.10213443				
2191	Brast04G295800	0.002525859	0.003975508	0.635354873				
2192	Brast04G297500	0.001276427	0.001450659	0.879894734				
2193	Brast04G297800	0.0010344135	0.000604307	1.290747228				
2194	Brast04G297900	9.71e-05	0.000501243	0.193670426				
2195	Brast04G299000	0.003876478	0.008604075	0.450539813				
2196	Brast04G301500	0.001349943	0.000592331	2.279033113				
2197	Brast04G302700	0.001387716	0.00045753	3.033063346				
2198	Brast04G303700	0.001381537	0.001843241	0.749514976				
2199	Brast04G305100	0.000981032	0.001346499	0.728579717				
2200	Brast04G305500	0.00049516	0.001163677	0.425512953				
2201	Brast04G306400	0.001715859	0.000809916	2.118563889				
2202	Brast04G306500	0.000325908	0.000999171	0.3902514856666666				
2203	Brast04G310800	0.000470772	0.001393504	0.337833345				
2204	Brast04G311100	0.000102141	0.00023706	0.430864623				
2205	Brast04G326500	8.73365e-05	0.0001324459999999	1.6987520075				
2206	Brast04G327000	0.000633328	0.000967349	0.654704735				
2207	Brast04G327100	0.0146459153333333	0.0248435606666666	0.453250374				
2208	Brast04G328300	0.00121213	0.005097127	0.237806605				
2209	Brast04G329300	0.000379821	0.000577139	0.658109908				
2210	Brast04G330600	0.001830879	0.001240574	1.475832285				
2211	Brast04G333300	0.001405112	0.002252838	0.623707591				
2212	Brast04G333500	0.001828772	0.018094608	0.101067212				
2213	Brast04G340700	0.000325985	0.001468494	0.221985954				
2214	Brast04G343600	0.006673299	0.00916031	1.156156866				
2215	Brast05G005400	0.001553751	0.002081735	0.6935202570000001				
2216	Brast05G006100	0.000445791	0.001389552	0.320816337				
2217	Brast05G006400	0.001702726	0.00987047	0.172507111				
2218	Brast05G007200	0.000442031	0.000595801	0.741910347				
2219	Brast05G007600	2.8e-05	0.001895127	0.014792986				
2220	Brast05G008900	0.0031991236666666	0.0023626796666666	1.0989185086666666				
2221	Brast05G010600	0.0014394745	0.0024027025	2.285983953				
2222	Brast05G011400	8.59e-05	0.000251494	0.341402381				
2223	Brast05G015200	0.00060571	0.001818469	0.333087802				
2224	Brast05G016100	0.000780876	0.000806218	0.968566989				
2225	Brast05G017900	0.000334576	0.002387217	0.140152968				
2226	Brast05G019500	0.0003073629999999	0.0002174525	1.0342109055				
2227	Brast05G019600	0.000485743	0.000236614	2.052891561				
2228	Brast05G020300	0.000949645	0.0007038805	1.115302741				
2229	Brast05G025400	0.000235716	0.000772639	0.305078506				
2230	Brast05G031700	0.001325351	0.000322035	4.115549856				
2231	Brast05G032700	0.000586824	0.00078235	0.750078243				
2232	Brast05G038800	0.002034308	0.005982315	0.340053616				
2233	Brast05G039300	0.001016236	0.002826218	0.359574627				
2234	Brast05G043300	0.00053143	0.001505583	0.352972954				
2235	Brast05G044600	0.001606606	0.004399516	0.365177884				
2236	Brast05G049800	0.002105304	0.000771116	2.730204719				
2237	Brast05G053400	0.0002003	0.000493406	0.405953213				
2238	Brast05G053800	0.001997872	0.001343299	1.487287254				
2239	Brast05G054300	0.00012029	0.002136791	0.056294777				
2240	Brast05G054600	4.07e-05	0.000152497	0.266608392				
2241	Brast05G054900	0.004547952	0.006130857	0.741813469				
2242	Brast05G057700	0.000485299	0.001443527	0.336189976				
2243	Brast05G058100	0.005294578	0.005593332	0.946587553				
2244	Brast05G059500	0.000100368	8.21315e-05	0.9739477125				
2245	Brast05G061600	0.000140718	0.000580279	0.242500462				
2246	Brast05G065600	0.000888008	0.000671181	1.323052574				
2247	Brast05G068700	0.00072921	0.001734717	0.420362295				
2248	Brast05G069700	0.001310292	0.000467787	2.801044359				
2249	Brast05G080900	0.0009879239999999	0.0016895579999999	0.5922371965				
2250	Brast05G084500	0.0007342599999999	0.0012818335	0.6620076465				
2251	Brast05G086000	0.000406426	0.0019921415	0.2067649735				
