bhsid	bsid
Brahy.S05G0111300	Brast05G098200
Brahy.S05G0111400	Brast05G098300
Brahy.S05G0111500	Brast05G098400
Brahy.S05G0111700	Brast05G098600
Brahy.S05G0111800	Brast05G098700
Brahy.S05G0111900	Brast05G098800
Brahy.S05G0112000	Brast05G098900
Brahy.S05G0112300	Brast05G099200
Brahy.S05G0112400	Brast05G099300
Brahy.S05G0112600	Brast05G099400
Brahy.S05G0112700	Brast05G099500
Brahy.S05G0112800	Brast05G099600
Brahy.S05G0112900	Brast05G099800
Brahy.S05G0113000	Brast05G099900
Brahy.S05G0113100	Brast05G100000
Brahy.S05G0113200	Brast05G100100
Brahy.S05G0113300	Brast05G100200
Brahy.S05G0113400	Brast05G100300
Brahy.S05G0113500	Brast05G100400
Brahy.S05G0113600	Brast05G100500
Brahy.S05G0113700	Brast05G100600
Brahy.S05G0113800	Brast05G100700
Brahy.S05G0114000	Brast05G100800
Brahy.S05G0114100	Brast05G100900
Brahy.S05G0114200	Brast05G101000
Brahy.S05G0114300	Brast05G101100
Brahy.S05G0114500	Brast05G101200
Brahy.S05G0114600	Brast05G101300
Brahy.S05G0114800	Brast05G101400
Brahy.S05G0115000	Brast05G101500
Brahy.S05G0115100	Brast05G101600
Brahy.S05G0115300	Brast05G101700
Brahy.S05G0115500	Brast05G101800
Brahy.S05G0115600	Brast05G102100
Brahy.S05G0115700	Brast05G102200
Brahy.S05G0115800	Brast05G102300
Brahy.S05G0116000	Brast05G102400
Brahy.S05G0116100	Brast05G102500
Brahy.S05G0116200	Brast05G102600
Brahy.S05G0116300	Brast05G102700
Brahy.S05G0116700	Brast05G102900
Brahy.S05G0116800	Brast05G103000
Brahy.S05G0116900	Brast05G103100
Brahy.S05G0117000	Brast05G103200
Brahy.S05G0117100	Brast05G103300
Brahy.S05G0117200	Brast05G103400
Brahy.S05G0117300	Brast05G103500
Brahy.S05G0117500	Brast05G103600
Brahy.S05G0117600	Brast05G103700
Brahy.S05G0117800	Brast05G103800
Brahy.S05G0118000	Brast05G104000
Brahy.S05G0118100	Brast05G104100
Brahy.S05G0118200	Brast05G104200
Brahy.S05G0118400	Brast05G104500
Brahy.S05G0118500	Brast05G104600
Brahy.S05G0118700	Brast05G104700
Brahy.S05G0118800	Brast05G104800
Brahy.S05G0119100	Brast05G105000
Brahy.S05G0119200	Brast05G105100
Brahy.S05G0119300	Brast05G105200
Brahy.S05G0119400	Brast05G105300
Brahy.S05G0119600	Brast05G105400
Brahy.S05G0119700	Brast05G105500
Brahy.S05G0119800	Brast05G105600
Brahy.S05G0119900	Brast05G105700
Brahy.S05G0120100	Brast05G105800
Brahy.S05G0120200	Brast05G105900
Brahy.S05G0120300	Brast05G106000
Brahy.S05G0120500	Brast05G106100
Brahy.S05G0120600	Brast05G106200
Brahy.S05G0120700	Brast05G106300
Brahy.S05G0120800	Brast05G106400
Brahy.S05G0120900	Brast05G106500
Brahy.S05G0121000	Brast05G106600
Brahy.S05G0121100	Brast05G106700
Brahy.S05G0121200	Brast05G106800
Brahy.S05G0121300	Brast05G106900
Brahy.S05G0121400	Brast05G107000
Brahy.S05G0121500	Brast05G107100
Brahy.S05G0121600	Brast05G107200
Brahy.S05G0121700	Brast05G107300
Brahy.S05G0121800	Brast05G107400
Brahy.S05G0121900	Brast05G107500
Brahy.S05G0122000	Brast05G107600
Brahy.S05G0122100	Brast05G107700
Brahy.S05G0122200	Brast05G107800
Brahy.S05G0122300	Brast05G107900
Brahy.S05G0122400	Brast05G108000
Brahy.S05G0122500	Brast05G108100
Brahy.S05G0122600	Brast05G108200
Brahy.S05G0122700	Brast05G108300
Brahy.S05G0122800	Brast05G108400
Brahy.S05G0122900	Brast05G108500
Brahy.S05G0123000	Brast05G108600
Brahy.S05G0123100	Brast05G108700
Brahy.S05G0123200	Brast05G108800
Brahy.S05G0123300	Brast05G108900
Brahy.S05G0123400	Brast05G109000
Brahy.S05G0123500	Brast05G109100
Brahy.S05G0123600	Brast05G109200
Brahy.S05G0123700	Brast05G109300
Brahy.S05G0123800	Brast05G109400
Brahy.S05G0124000	Brast05G109500
Brahy.S05G0124300	Brast05G109700
Brahy.S05G0124400	Brast05G109800
Brahy.S05G0124500	Brast05G109900
Brahy.S05G0124600	Brast05G110000
Brahy.S05G0124800	Brast05G110200
Brahy.S05G0125200	Brast05G110400
Brahy.S05G0125300	Brast05G110500
Brahy.S05G0125400	Brast05G110600
Brahy.S05G0125500	Brast05G110700
Brahy.S05G0125600	Brast05G110800
Brahy.S05G0125800	Brast05G111000
Brahy.S05G0126000	Brast05G111100
Brahy.S05G0126100	Brast05G111200
Brahy.S05G0126200	Brast05G111300
Brahy.S05G0126300	Brast05G111400
Brahy.S05G0126400	Brast05G111500
Brahy.S05G0126500	Brast05G111600
Brahy.S05G0126700	Brast05G111800
Brahy.S05G0126800	Brast05G111900
Brahy.S05G0126900	Brast05G112000
Brahy.S05G0127300	Brast05G112100
Brahy.S05G0127400	Brast05G112200
Brahy.S05G0127600	Brast05G112300
Brahy.S05G0127700	Brast05G112400
Brahy.S05G0127800	Brast05G112500
Brahy.S05G0128000	Brast05G112700
Brahy.S05G0128200	Brast05G112800
Brahy.S05G0128300	Brast05G112900
Brahy.S05G0128400	Brast05G113000
Brahy.S05G0128600	Brast05G113100
Brahy.S05G0128700	Brast05G113200
Brahy.S05G0128800	Brast05G113300
Brahy.S05G0128900	Brast05G113400
Brahy.S05G0129000	Brast05G113500
Brahy.S05G0129100	Brast05G113600
Brahy.S05G0129400	Brast05G113800
Brahy.S05G0129500	Brast05G113900
Brahy.S05G0129600	Brast05G114000
Brahy.S05G0129800	Brast05G114200
Brahy.S05G0129900	Brast05G114300
Brahy.S05G0130000	Brast05G114400
Brahy.S05G0130100	Brast05G114500
Brahy.S05G0130200	Brast05G114600
Brahy.S05G0130300	Brast05G114700
Brahy.S05G0130400	Brast05G114800
Brahy.S05G0130500	Brast05G114900
Brahy.S05G0130600	Brast05G115000
Brahy.S05G0130700	Brast05G115100
Brahy.S05G0130800	Brast05G115200
Brahy.S05G0130900	Brast05G115300
Brahy.S05G0131100	Brast05G115500
Brahy.S05G0131200	Brast05G115600
Brahy.S05G0131300	Brast05G115700
Brahy.S05G0131400	Brast05G115800
Brahy.S05G0131500	Brast05G115900
Brahy.S05G0131600	Brast05G116000
Brahy.S05G0131700	Brast05G116100
Brahy.S05G0131800	Brast05G116200
Brahy.S05G0132100	Brast05G116500
Brahy.S05G0132300	Brast05G116700
Brahy.S05G0132500	Brast05G116900
Brahy.S05G0132600	Brast05G117000
Brahy.S05G0132700	Brast05G117100
Brahy.S05G0132900	Brast05G117300
Brahy.S05G0133200	Brast05G117500
Brahy.S05G0133500	Brast05G117700
Brahy.S05G0133600	Brast05G117800
Brahy.S05G0133700	Brast05G117900
Brahy.S05G0133800	Brast05G118000
Brahy.S05G0134100	Brast05G118300
Brahy.S05G0134400	Brast05G118500
Brahy.S05G0134500	Brast05G118600
Brahy.S05G0134600	Brast05G118700
Brahy.S05G0134700	Brast05G118800
Brahy.S05G0134800	Brast05G118900
Brahy.S05G0134900	Brast05G119000
Brahy.S05G0135000	Brast05G119100
Brahy.S05G0135100	Brast05G119200
Brahy.S05G0135200	Brast05G119300
Brahy.S05G0135400	Brast05G119500
Brahy.S05G0135500	Brast05G119600
Brahy.S05G0135700	Brast05G119700
Brahy.S05G0135900	Brast05G119800
Brahy.S05G0136000	Brast05G119900
Brahy.S05G0136100	Brast05G120000
Brahy.S05G0136200	Brast05G120100
Brahy.S05G0136300	Brast05G120200
Brahy.S05G0136400	Brast05G120300
Brahy.S05G0136500	Brast05G120400
Brahy.S05G0136700	Brast05G120700
Brahy.S05G0136800	Brast05G120800
Brahy.S05G0136900	Brast05G120900
Brahy.S05G0137000	Brast05G121000
Brahy.S05G0137100	Brast05G121100
Brahy.S05G0137200	Brast05G121200
Brahy.S05G0137300	Brast05G121300
Brahy.S05G0137400	Brast05G121400
Brahy.S05G0137500	Brast05G121500
Brahy.S05G0137600	Brast05G121600
Brahy.S05G0137700	Brast05G121700
Brahy.S05G0137800	Brast05G121800
Brahy.S05G0137900	Brast05G121900
Brahy.S05G0138000	Brast05G122000
Brahy.S05G0138100	Brast05G122100
Brahy.S05G0138200	Brast05G122200
Brahy.S05G0138300	Brast05G122300
Brahy.S05G0138400	Brast05G122400
Brahy.S05G0138500	Brast05G122500
Brahy.S05G0138600	Brast05G122600
Brahy.S05G0138700	Brast05G122700
Brahy.S05G0138800	Brast05G122800
Brahy.S05G0139000	Brast05G123000
Brahy.S05G0139200	Brast05G123100
Brahy.S05G0139300	Brast05G123200
Brahy.S05G0139400	Brast05G123300
Brahy.S05G0139500	Brast05G123400
Brahy.S05G0139600	Brast05G123500
Brahy.S05G0139700	Brast05G123600
Brahy.S05G0139900	Brast05G123700
Brahy.S05G0140000	Brast05G123800
Brahy.S05G0140100	Brast05G123900
Brahy.S05G0140200	Brast05G124000
Brahy.S05G0140300	Brast05G124100
Brahy.S05G0140400	Brast05G124200
Brahy.S05G0140600	Brast05G124400
Brahy.S05G0140700	Brast05G124500
Brahy.S05G0140800	Brast05G124600
Brahy.S05G0140900	Brast05G124700
Brahy.S05G0141400	Brast05G125100
Brahy.S05G0141700	Brast05G125200
Brahy.S05G0141900	Brast05G125400
Brahy.S05G0142000	Brast05G125500
Brahy.S05G0142100	Brast05G125600
Brahy.S05G0142300	Brast05G125700
Brahy.S05G0142500	Brast05G125900
Brahy.S05G0142700	Brast05G126100
Brahy.S05G0142900	Brast05G126200
Brahy.S05G0143000	Brast05G126400
Brahy.S05G0143200	Brast05G126600
Brahy.S05G0143400	Brast05G126800
Brahy.S05G0143500	Brast05G126900
Brahy.S05G0143600	Brast05G127000
Brahy.S05G0143700	Brast05G127100
Brahy.S05G0143800	Brast05G127200
Brahy.S05G0144000	Brast05G127300
Brahy.S05G0144100	Brast05G127400
Brahy.S05G0144200	Brast05G127500
Brahy.S05G0144300	Brast05G127600
Brahy.S05G0144400	Brast05G127700
Brahy.S05G0144500	Brast05G127800
Brahy.S05G0144600	Brast05G127900
Brahy.S05G0144700	Brast05G128000
Brahy.S05G0144800	Brast05G128100
Brahy.S05G0144900	Brast05G128200
Brahy.S05G0145100	Brast05G128400
Brahy.S05G0145200	Brast05G128500
Brahy.S05G0145300	Brast05G128600
Brahy.S05G0145400	Brast05G128900
Brahy.S05G0145500	Brast05G129000
Brahy.S05G0145600	Brast05G129100
Brahy.S05G0145700	Brast05G129200
Brahy.S05G0145900	Brast05G129300
Brahy.S05G0146000	Brast05G129400
Brahy.S05G0146200	Brast05G129500
Brahy.S05G0146300	Brast05G129600
Brahy.S05G0146400	Brast05G129700
Brahy.S05G0146500	Brast05G129800
Brahy.S05G0146600	Brast05G129900
Brahy.S05G0146700	Brast05G130000
Brahy.S05G0146800	Brast05G130100
Brahy.S05G0146900	Brast05G130200
Brahy.S05G0147000	Brast05G130300
Brahy.S05G0147200	Brast05G130500
Brahy.S05G0147300	Brast05G130600
Brahy.S05G0147400	Brast05G130700
Brahy.S05G0147500	Brast05G130800
Brahy.S05G0147600	Brast05G130900
Brahy.S05G0147800	Brast05G131100
Brahy.S05G0147900	Brast05G131200
Brahy.S05G0148000	Brast05G131300
Brahy.S05G0148200	Brast05G131600
Brahy.S05G0148300	Brast05G131700
Brahy.S05G0148500	Brast05G131900
Brahy.S05G0148600	Brast05G132000
Brahy.S05G0148700	Brast05G132100
Brahy.S05G0148800	Brast05G132300
Brahy.S05G0148900	Brast05G132400
Brahy.S05G0149000	Brast05G132500
Brahy.S05G0149100	Brast05G132600
Brahy.S05G0149300	Brast05G132800
Brahy.S05G0149400	Brast05G132900
Brahy.S05G0149500	Brast05G133000
Brahy.S05G0149600	Brast05G133100
Brahy.S05G0149800	Brast05G133200
Brahy.S05G0150000	Brast05G133300
Brahy.S05G0150200	Brast05G133400
Brahy.S05G0150300	Brast05G133500
Brahy.S05G0150500	Brast05G133600
Brahy.S05G0150600	Brast05G133700
Brahy.S05G0150700	Brast05G133800
Brahy.S05G0150800	Brast05G133900
Brahy.S05G0151000	Brast05G134200
Brahy.S05G0151100	Brast05G134300
Brahy.S05G0151200	Brast05G134400
Brahy.S05G0151300	Brast05G134500
Brahy.S05G0151400	Brast05G134600
Brahy.S05G0151500	Brast05G134700
Brahy.S05G0151600	Brast05G134800
Brahy.S05G0151700	Brast05G134900
Brahy.S05G0151800	Brast05G135000
Brahy.S05G0151900	Brast05G135100
Brahy.S05G0152000	Brast05G135200
Brahy.S05G0152100	Brast05G135300
Brahy.S05G0152200	Brast05G135400
Brahy.S05G0152300	Brast05G135500
Brahy.S05G0152400	Brast05G135600
Brahy.S05G0152600	Brast05G135700
Brahy.S05G0152700	Brast05G135800
Brahy.S05G0152800	Brast05G135900
Brahy.S05G0152900	Brast05G136000
Brahy.S05G0153000	Brast05G136100
Brahy.S05G0153100	Brast05G136200
Brahy.S05G0153200	Brast05G136300
Brahy.S05G0153300	Brast05G136400
Brahy.S05G0153400	Brast05G136500
Brahy.S05G0153500	Brast05G136600
Brahy.S05G0153600	Brast05G136700
Brahy.S05G0153800	Brast05G136800
Brahy.S05G0153900	Brast05G136900
Brahy.S05G0154100	Brast05G137000
Brahy.S05G0154200	Brast05G137100
Brahy.S05G0154300	Brast05G137200
Brahy.S05G0154600	Brast05G137300
Brahy.S05G0154700	Brast05G137400
Brahy.S05G0154800	Brast05G137500
Brahy.S05G0155100	Brast05G137600
Brahy.S05G0155200	Brast05G137700
Brahy.S05G0155300	Brast05G137800
Brahy.S05G0155400	Brast05G137900
Brahy.S05G0155500	Brast05G138000
Brahy.S05G0155600	Brast05G138100
Brahy.S05G0155700	Brast05G138200
Brahy.S05G0155800	Brast05G138300
Brahy.S05G0155900	Brast05G138400
Brahy.S05G0156000	Brast05G138500
Brahy.S05G0156100	Brast05G138600
Brahy.S05G0156300	Brast05G138800
Brahy.S05G0156400	Brast05G138900
Brahy.S05G0156500	Brast05G139000
Brahy.S05G0156600	Brast05G139200
Brahy.S05G0156700	Brast05G139300
Brahy.S05G0156800	Brast05G139400
Brahy.S05G0156900	Brast05G139500
Brahy.S05G0157000	Brast05G139600
Brahy.S05G0157100	Brast05G139900
Brahy.S05G0157200	Brast05G140000
Brahy.S05G0157300	Brast05G140100
Brahy.S05G0157400	Brast05G140200
Brahy.S05G0157500	Brast05G140300
Brahy.S05G0157600	Brast05G140400
Brahy.S05G0157700	Brast05G140500
Brahy.S05G0157800	Brast05G140600
Brahy.S05G0157900	Brast05G140700
Brahy.S05G0158100	Brast05G140900
Brahy.S05G0158200	Brast05G141000
Brahy.S05G0159800	Brast05G141900
Brahy.S05G0160900	Brast05G143000
Brahy.S05G0161000	Brast05G143100
Brahy.S05G0161100	Brast05G143200
Brahy.S05G0161200	Brast05G143300
Brahy.S05G0161400	Brast05G143500
Brahy.S05G0161500	Brast05G143600
Brahy.S05G0161600	Brast05G143700
Brahy.S05G0161800	Brast05G143900
Brahy.S05G0161900	Brast05G144000
Brahy.S05G0162000	Brast05G144100
Brahy.S05G0162100	Brast05G144200
Brahy.S05G0162200	Brast05G144300
Brahy.S05G0162300	Brast05G144400
Brahy.S05G0162500	Brast05G144600
Brahy.S05G0162700	Brast05G144700
Brahy.S05G0162800	Brast05G144800
Brahy.S05G0162900	Brast05G144900
Brahy.S05G0163000	Brast05G145000
Brahy.S05G0163100	Brast05G145100
Brahy.S05G0163200	Brast05G145200
Brahy.S05G0163300	Brast05G145300
Brahy.S05G0163400	Brast05G145400
Brahy.S05G0163600	Brast05G145600
Brahy.S05G0163700	Brast05G145700
Brahy.S05G0163800	Brast05G145800
Brahy.S05G0164000	Brast05G145900
Brahy.S05G0164100	Brast05G146000
Brahy.S05G0164200	Brast05G146100
Brahy.S05G0164400	Brast05G146300
Brahy.S05G0164600	Brast05G146500
Brahy.S05G0164700	Brast05G146600
Brahy.S05G0164800	Brast05G146700
Brahy.S05G0164900	Brast05G146800
Brahy.S05G0165000	Brast05G146900
Brahy.S05G0165100	Brast05G147000
Brahy.S05G0165300	Brast05G147200
Brahy.S05G0165400	Brast05G147300
Brahy.S05G0165600	Brast05G147500
Brahy.S05G0165700	Brast05G147600
Brahy.S05G0165800	Brast05G147700
Brahy.S05G0165900	Brast05G147800
Brahy.S05G0166100	Brast05G147900
Brahy.S05G0166300	Brast05G148100
Brahy.S05G0166400	Brast05G148200
Brahy.S05G0166500	Brast05G148300
Brahy.S05G0166600	Brast05G148500
Brahy.S05G0166700	Brast05G148600
Brahy.S05G0167000	Brast05G148800
Brahy.S05G0167200	Brast05G149000
Brahy.S05G0167300	Brast05G149100
Brahy.S05G0167400	Brast05G149200
Brahy.S05G0167600	Brast05G149400
Brahy.S05G0167700	Brast05G149500
Brahy.S05G0167800	Brast05G149600
Brahy.S05G0167900	Brast05G149700
Brahy.S05G0168100	Brast05G149900
Brahy.S05G0168300	Brast05G150000
Brahy.S05G0168500	Brast05G150100
Brahy.S05G0168700	Brast05G150400
Brahy.S05G0168800	Brast05G150500
Brahy.S05G0168900	Brast05G150600
Brahy.S05G0169100	Brast05G150700
Brahy.S05G0169200	Brast05G150800
Brahy.S05G0169300	Brast05G150900
Brahy.S05G0169400	Brast05G151000
Brahy.S05G0169500	Brast05G151100
Brahy.S05G0169600	Brast05G151200
Brahy.S05G0169700	Brast05G151300
Brahy.S05G0169800	Brast05G151400
Brahy.S05G0169900	Brast05G151500
Brahy.S05G0170000	Brast05G151600
Brahy.S05G0170100	Brast05G151700
Brahy.S05G0170300	Brast05G151800
Brahy.S05G0170400	Brast05G151900
Brahy.S05G0170600	Brast05G152000
Brahy.S05G0170800	Brast05G152100
Brahy.S05G0170900	Brast05G152200
Brahy.S05G0171000	Brast05G152300
Brahy.S05G0171100	Brast05G152400
Brahy.S05G0171200	Brast05G152500
Brahy.S05G0171300	Brast05G152700
Brahy.S05G0171500	Brast05G152800
Brahy.S05G0171600	Brast05G152900
Brahy.S05G0171700	Brast05G153000
Brahy.S05G0171800	Brast05G153100
Brahy.S05G0171900	Brast05G153200
Brahy.S05G0172000	Brast05G153300
Brahy.S05G0172200	Brast05G153500
Brahy.S05G0172300	Brast05G153600
Brahy.S05G0172400	Brast05G153700
Brahy.S05G0172500	Brast05G153800
Brahy.S05G0172600	Brast05G153900
Brahy.S05G0172700	Brast05G154000
Brahy.S05G0172800	Brast05G154100
Brahy.S05G0173000	Brast05G154200
Brahy.S05G0173200	Brast05G154300
Brahy.S05G0173300	Brast05G154400
Brahy.S05G0173400	Brast05G154500
Brahy.S05G0173500	Brast05G154600
Brahy.S05G0173700	Brast05G154800
Brahy.S05G0173800	Brast05G154900
Brahy.S05G0174000	Brast05G155100
Brahy.S05G0174100	Brast05G155200
Brahy.S05G0174200	Brast05G155300
Brahy.S05G0174300	Brast05G155400
Brahy.S05G0174400	Brast05G155500
Brahy.S05G0174500	Brast05G155600
Brahy.S05G0174600	Brast05G155700
Brahy.S05G0174700	Brast05G155800
Brahy.S05G0174800	Brast05G155900
Brahy.S05G0175000	Brast05G156100
Brahy.S05G0175100	Brast05G156200
Brahy.S05G0175200	Brast05G156400
Brahy.S05G0175400	Brast05G156500
Brahy.S05G0175600	Brast05G156700
Brahy.S05G0175700	Brast05G156800
Brahy.S05G0175800	Brast05G156900
Brahy.S05G0176100	Brast05G157100
Brahy.S05G0176200	Brast05G157200
Brahy.S05G0176400	Brast05G157400
Brahy.S05G0176500	Brast05G157500
Brahy.S05G0176700	Brast05G157700
Brahy.S05G0176800	Brast05G157800
Brahy.S05G0177000	Brast05G158000
Brahy.S05G0177100	Brast05G158100
Brahy.S05G0177200	Brast05G158200
Brahy.S05G0177300	Brast05G158300
Brahy.S05G0177400	Brast05G158400
Brahy.S05G0177600	Brast05G158500
Brahy.S05G0177700	Brast05G158700
Brahy.S05G0177800	Brast05G158800
Brahy.S05G0177900	Brast05G158900
Brahy.S05G0178000	Brast05G159000
Brahy.S05G0178200	Brast05G159100
Brahy.S05G0178300	Brast05G159200
Brahy.S05G0178400	Brast05G159400
Brahy.S05G0178500	Brast05G159500
Brahy.S05G0178600	Brast05G159700
Brahy.S05G0178700	Brast05G159800
Brahy.S05G0178900	Brast05G160000
Brahy.S05G0179100	Brast05G160100
Brahy.S05G0179200	Brast05G160200
Brahy.S05G0179400	Brast05G160300
Brahy.S05G0179500	Brast05G160400
Brahy.S05G0179600	Brast05G160500
Brahy.S05G0179900	Brast05G160700
Brahy.S05G0180000	Brast05G160800
Brahy.S05G0180100	Brast05G160900
Brahy.S05G0180200	Brast05G161000
Brahy.S05G0180300	Brast05G161100
Brahy.S05G0180400	Brast05G161200
Brahy.S05G0180500	Brast05G161300
Brahy.S05G0180600	Brast05G161400
Brahy.S05G0180700	Brast05G161500
Brahy.S05G0180800	Brast05G161600
Brahy.S05G0180900	Brast05G161700
Brahy.S05G0181100	Brast05G161900
Brahy.S05G0181200	Brast05G162000
Brahy.S05G0181300	Brast05G162100
Brahy.S05G0181400	Brast05G162200
Brahy.S05G0181500	Brast05G162300
Brahy.S05G0181600	Brast05G162400
Brahy.S05G0181700	Brast05G162500
Brahy.S05G0181900	Brast05G162700
Brahy.S05G0182000	Brast05G162800
Brahy.S05G0182100	Brast05G162900
Brahy.S05G0182200	Brast05G163000
Brahy.S05G0182300	Brast05G163100
Brahy.S05G0182500	Brast05G163300
Brahy.S05G0182600	Brast05G163400
Brahy.S05G0182700	Brast05G163500
Brahy.S05G0182900	Brast05G163800
Brahy.S05G0183100	Brast05G164000
Brahy.S05G0183200	Brast05G164100
Brahy.S05G0183400	Brast05G164200
Brahy.S05G0183500	Brast05G164300
Brahy.S05G0183600	Brast05G164400
Brahy.S05G0183700	Brast05G164500
Brahy.S05G0184000	Brast05G164700
Brahy.S05G0184100	Brast05G164800
Brahy.S05G0184300	Brast05G164900
Brahy.S05G0184500	Brast05G165000
Brahy.S05G0184600	Brast05G165100
Brahy.S05G0184700	Brast05G165200
Brahy.S05G0184800	Brast05G165300
Brahy.S05G0184900	Brast05G165400
Brahy.S05G0185000	Brast05G165500
Brahy.S05G0185100	Brast05G165600
Brahy.S05G0185300	Brast05G165700
Brahy.S05G0185400	Brast05G165800
Brahy.S05G0185600	Brast05G166000
Brahy.S05G0185800	Brast05G166200
Brahy.S05G0185900	Brast05G166300
Brahy.S05G0186000	Brast05G166400
Brahy.S05G0186100	Brast05G166500
Brahy.S05G0186300	Brast05G166700
Brahy.S05G0186600	Brast05G166900
Brahy.S05G0186700	Brast05G167000
Brahy.S05G0186800	Brast05G167100
Brahy.S05G0186900	Brast05G167200
Brahy.S05G0187100	Brast05G167300
Brahy.S05G0187200	Brast05G167400
Brahy.S05G0187300	Brast05G167500
Brahy.S05G0187400	Brast05G167600
Brahy.S05G0187800	Brast05G167900
Brahy.S05G0188100	Brast05G168000
Brahy.S05G0188200	Brast05G168100
Brahy.S05G0188300	Brast05G168200
Brahy.S05G0188400	Brast05G168300
Brahy.S05G0188500	Brast05G168400
Brahy.S05G0188700	Brast05G168600
Brahy.S05G0188800	Brast05G168700
Brahy.S05G0188900	Brast05G168800
Brahy.S05G0189000	Brast05G168900
Brahy.S05G0189100	Brast05G169000
Brahy.S05G0189200	Brast05G169100
Brahy.S05G0189400	Brast05G169200
Brahy.S05G0189500	Brast05G169300
Brahy.S05G0189600	Brast05G169400
Brahy.S05G0189700	Brast05G169500
Brahy.S05G0189800	Brast05G169600
Brahy.S05G0189900	Brast05G169700
Brahy.S05G0190000	Brast05G169800
Brahy.S05G0190100	Brast05G169900
Brahy.S05G0190300	Brast05G170000
Brahy.S05G0190400	Brast05G170100
Brahy.S05G0190500	Brast05G170200
Brahy.S05G0190600	Brast05G170300
Brahy.S05G0190700	Brast05G170400
Brahy.S05G0190800	Brast05G170500
Brahy.S05G0191000	Brast05G170600
Brahy.S05G0191100	Brast05G170700
Brahy.S05G0191200	Brast05G170900
Brahy.S05G0191300	Brast05G171000
Brahy.S05G0191400	Brast05G171100
Brahy.S05G0191500	Brast05G171200
Brahy.S05G0191700	Brast05G171300
Brahy.S05G0191800	Brast05G171400
Brahy.S05G0191900	Brast05G171500
Brahy.S05G0192000	Brast05G171600
Brahy.S05G0192100	Brast05G171700
Brahy.S05G0192200	Brast05G171800
Brahy.S05G0192300	Brast05G171900
Brahy.S05G0192400	Brast05G172000
Brahy.S05G0192500	Brast05G172100
Brahy.S05G0192600	Brast05G172200
Brahy.S05G0192700	Brast05G172300
Brahy.S05G0192800	Brast05G172400
Brahy.S05G0192900	Brast05G172500
Brahy.S05G0193100	Brast05G172600
Brahy.S05G0193200	Brast05G172700
Brahy.S05G0193300	Brast05G172800
Brahy.S05G0193400	Brast05G172900
Brahy.S05G0193500	Brast05G173000
Brahy.S05G0193600	Brast05G173100
Brahy.S05G0193700	Brast05G173200
Brahy.S05G0193800	Brast05G173300
Brahy.S05G0193900	Brast05G173500
Brahy.S05G0194000	Brast05G173600
Brahy.S05G0194100	Brast05G173700
Brahy.S05G0194200	Brast05G173800
Brahy.S05G0194400	Brast05G174000
Brahy.S05G0194600	Brast05G174100
Brahy.S05G0194700	Brast05G174200
Brahy.S05G0195000	Brast05G174500
Brahy.S05G0195100	Brast05G174600
Brahy.S05G0195300	Brast05G174700
Brahy.S05G0195400	Brast05G174800
Brahy.S05G0195500	Brast05G174900
Brahy.S05G0195600	Brast05G175000
Brahy.S05G0195700	Brast05G175100
Brahy.S05G0195800	Brast05G175200
Brahy.S05G0195900	Brast05G175300
Brahy.S05G0196000	Brast05G175400
Brahy.S05G0196200	Brast05G175600
Brahy.S05G0196300	Brast05G175700
Brahy.S05G0196400	Brast05G175800
Brahy.S05G0196500	Brast05G175900
Brahy.S05G0196600	Brast05G176000
Brahy.S05G0196700	Brast05G176100
Brahy.S05G0196800	Brast05G176200
Brahy.S05G0196900	Brast05G176300
Brahy.S05G0197000	Brast05G176400
Brahy.S05G0197100	Brast05G176500
Brahy.S05G0197200	Brast05G176600
Brahy.S05G0197700	Brast05G177000
Brahy.S05G0197800	Brast05G177100
Brahy.S05G0197900	Brast05G177200
Brahy.S05G0198100	Brast05G177400
Brahy.S05G0198200	Brast05G177500
Brahy.S05G0198400	Brast05G177700
Brahy.S05G0198500	Brast05G177800
Brahy.S05G0198600	Brast05G177900
Brahy.S05G0198800	Brast05G178100
Brahy.S05G0199000	Brast05G178300
Brahy.S05G0199100	Brast05G178400
Brahy.S05G0199200	Brast05G178500
Brahy.S05G0199300	Brast05G178600
Brahy.S05G0199400	Brast05G178800
Brahy.S05G0199500	Brast05G178900
Brahy.S05G0199600	Brast05G179000
Brahy.S05G0199800	Brast05G179100
Brahy.S05G0199900	Brast05G179200
Brahy.S05G0200000	Brast05G179300
Brahy.S05G0200100	Brast05G179400
Brahy.S05G0200200	Brast05G179500
Brahy.S05G0200300	Brast05G179600
Brahy.S05G0200400	Brast05G179700
Brahy.S05G0200500	Brast05G179800
Brahy.S05G0200600	Brast05G179900
Brahy.S05G0200800	Brast05G180000
Brahy.S05G0201000	Brast05G180200
Brahy.S05G0201100	Brast05G180300
Brahy.S05G0201200	Brast05G180400
Brahy.S05G0201400	Brast05G180500
Brahy.S05G0201600	Brast05G180700
Brahy.S05G0201700	Brast05G180800
Brahy.S05G0201800	Brast05G180900
Brahy.S05G0201900	Brast05G181000
Brahy.S05G0202000	Brast05G181100
Brahy.S05G0202100	Brast05G181200
Brahy.S05G0202200	Brast05G181300
Brahy.S05G0202300	Brast05G181400
Brahy.S05G0202400	Brast05G181500
Brahy.S05G0202500	Brast05G181600
Brahy.S05G0202600	Brast05G181700
Brahy.S05G0202700	Brast05G181800
Brahy.S05G0202800	Brast05G181900
Brahy.S05G0202900	Brast05G182000
Brahy.S05G0203000	Brast05G182100
