bhsid	bsid
Brahy.S05G0203200	Brast05G182600
Brahy.S05G0203300	Brast05G182700
Brahy.S05G0203400	Brast05G182800
Brahy.S05G0203500	Brast05G182900
Brahy.S05G0203600	Brast05G183000
Brahy.S05G0203700	Brast05G183100
Brahy.S05G0203800	Brast05G183200
Brahy.S05G0203900	Brast05G183300
Brahy.S05G0204100	Brast05G183400
Brahy.S05G0204200	Brast05G183500
Brahy.S05G0204300	Brast05G183600
Brahy.S05G0204400	Brast05G183700
Brahy.S05G0204500	Brast05G183800
Brahy.S05G0204600	Brast05G183900
Brahy.S05G0204700	Brast05G184000
Brahy.S05G0204800	Brast05G184100
Brahy.S05G0204900	Brast05G184200
Brahy.S05G0205000	Brast05G184300
Brahy.S05G0205100	Brast05G184400
Brahy.S05G0205200	Brast05G184500
Brahy.S05G0205300	Brast05G184600
Brahy.S05G0205400	Brast05G184700
Brahy.S05G0205500	Brast05G184800
Brahy.S05G0205600	Brast05G184900
Brahy.S05G0205700	Brast05G185000
Brahy.S05G0205800	Brast05G185100
Brahy.S05G0205900	Brast05G185200
Brahy.S05G0206000	Brast05G185300
Brahy.S05G0206100	Brast05G185400
Brahy.S05G0206300	Brast05G185600
Brahy.S05G0206400	Brast05G185700
Brahy.S05G0206500	Brast05G185800
Brahy.S05G0206700	Brast05G186100
Brahy.S05G0206900	Brast05G186200
Brahy.S05G0207000	Brast05G186300
Brahy.S05G0207200	Brast05G186500
Brahy.S05G0207500	Brast05G186600
Brahy.S05G0207600	Brast05G187000
Brahy.S05G0207800	Brast05G187100
Brahy.S05G0207900	Brast05G187200
Brahy.S05G0208000	Brast05G187300
Brahy.S05G0208100	Brast05G187400
Brahy.S05G0208300	Brast05G187500
Brahy.S05G0208400	Brast05G187600
Brahy.S05G0208500	Brast05G187700
Brahy.S05G0208600	Brast05G187800
Brahy.S05G0208700	Brast05G187900
Brahy.S05G0208800	Brast05G188000
Brahy.S05G0208900	Brast05G188100
Brahy.S05G0209000	Brast05G188200
Brahy.S05G0209100	Brast05G188300
Brahy.S05G0209200	Brast05G188400
Brahy.S05G0209300	Brast05G188500
Brahy.S05G0209400	Brast05G188600
Brahy.S05G0209500	Brast05G188700
Brahy.S05G0209600	Brast05G188800
Brahy.S05G0209700	Brast05G189000
Brahy.S05G0209800	Brast05G189100
Brahy.S05G0209900	Brast05G189200
Brahy.S05G0210000	Brast05G189300
Brahy.S05G0210100	Brast05G189400
Brahy.S05G0210200	Brast05G189500
Brahy.S05G0210300	Brast05G189600
Brahy.S05G0210400	Brast05G189700
Brahy.S05G0210500	Brast05G189800
Brahy.S05G0210600	Brast05G189900
Brahy.S05G0210700	Brast05G190000
Brahy.S05G0210800	Brast05G190100
Brahy.S05G0210900	Brast05G190200
Brahy.S05G0211000	Brast05G190300
Brahy.S05G0211100	Brast05G190400
Brahy.S05G0211200	Brast05G190500
Brahy.S05G0211300	Brast05G190600
Brahy.S05G0211400	Brast05G190700
Brahy.S05G0211500	Brast05G190800
Brahy.S05G0211600	Brast05G190900
Brahy.S05G0211700	Brast05G191000
Brahy.S05G0211800	Brast05G191100
Brahy.S05G0212000	Brast05G191300
Brahy.S05G0212100	Brast05G191400
Brahy.S05G0212200	Brast05G191500
Brahy.S05G0212300	Brast05G191600
Brahy.S05G0212400	Brast05G191700
Brahy.S05G0212600	Brast05G191900
Brahy.S05G0212700	Brast05G192000
Brahy.S05G0212800	Brast05G192100
Brahy.S05G0212900	Brast05G192200
Brahy.S05G0213000	Brast05G192300
Brahy.S05G0213100	Brast05G192400
Brahy.S05G0213200	Brast05G192500
Brahy.S05G0213300	Brast05G192600
Brahy.S05G0213400	Brast05G192700
Brahy.S05G0213500	Brast05G192800
Brahy.S05G0213600	Brast05G192900
Brahy.S05G0213700	Brast05G193000
Brahy.S05G0213800	Brast05G193100
Brahy.S05G0213900	Brast05G193200
Brahy.S05G0214000	Brast05G193300
Brahy.S05G0214100	Brast05G193400
Brahy.S05G0214200	Brast05G193500
Brahy.S05G0214300	Brast05G193600
Brahy.S05G0214400	Brast05G193700
Brahy.S05G0214500	Brast05G193800
Brahy.S05G0214600	Brast05G193900
Brahy.S05G0214700	Brast05G194000
Brahy.S05G0214800	Brast05G194100
Brahy.S05G0214900	Brast05G194200
Brahy.S05G0215000	Brast05G194300
Brahy.S05G0215100	Brast05G194400
Brahy.S05G0215200	Brast05G194500
Brahy.S05G0215300	Brast05G194600
Brahy.S05G0215400	Brast05G194700
Brahy.S05G0215500	Brast05G194800
Brahy.S05G0215600	Brast05G194900
Brahy.S05G0215700	Brast05G195000
Brahy.S05G0215800	Brast05G195100
Brahy.S05G0215900	Brast05G195200
Brahy.S05G0216000	Brast05G195300
Brahy.S05G0216100	Brast05G195400
Brahy.S05G0216200	Brast05G195500
Brahy.S05G0216300	Brast05G195600
Brahy.S05G0216400	Brast05G195700
Brahy.S05G0216500	Brast05G195800
Brahy.S05G0216600	Brast05G195900
Brahy.S05G0216700	Brast05G196000
Brahy.S05G0216800	Brast05G196100
Brahy.S05G0216900	Brast05G196200
Brahy.S05G0217000	Brast05G196300
Brahy.S05G0217100	Brast05G196400
Brahy.S05G0217200	Brast05G196500
Brahy.S05G0217300	Brast05G196600
Brahy.S05G0217600	Brast05G196700
Brahy.S05G0217700	Brast05G196800
Brahy.S05G0217800	Brast05G196900
Brahy.S05G0217900	Brast05G197000
Brahy.S05G0218000	Brast05G197100
Brahy.S05G0218100	Brast05G197200
Brahy.S05G0218200	Brast05G197300
Brahy.S05G0218300	Brast05G197400
Brahy.S05G0218400	Brast05G197500
Brahy.S05G0218500	Brast05G197600
Brahy.S05G0218600	Brast05G197700
Brahy.S05G0218700	Brast05G197800
Brahy.S05G0218800	Brast05G197900
Brahy.S05G0218900	Brast05G198000
Brahy.S05G0219000	Brast05G198100
Brahy.S05G0219100	Brast05G198200
Brahy.S05G0219200	Brast05G198300
Brahy.S05G0219300	Brast05G198400
Brahy.S05G0219400	Brast05G198500
Brahy.S05G0219600	Brast05G198700
Brahy.S05G0219700	Brast05G198800
Brahy.S05G0219800	Brast05G198900
Brahy.S05G0219900	Brast05G199000
Brahy.S05G0220000	Brast05G199100
Brahy.S05G0220200	Brast05G199300
Brahy.S05G0220300	Brast05G199400
Brahy.S05G0220400	Brast05G199500
Brahy.S05G0220500	Brast05G199600
Brahy.S05G0220600	Brast05G199700
Brahy.S05G0220700	Brast05G199800
Brahy.S05G0220800	Brast05G199900
Brahy.S05G0221000	Brast05G200100
Brahy.S05G0221100	Brast05G200200
Brahy.S05G0221200	Brast05G200300
Brahy.S05G0221400	Brast05G200500
Brahy.S05G0221500	Brast05G200600
Brahy.S05G0221600	Brast05G200700
Brahy.S05G0221700	Brast05G200800
Brahy.S05G0221800	Brast05G200900
Brahy.S05G0221900	Brast05G201000
Brahy.S05G0222000	Brast05G201100
Brahy.S05G0222100	Brast05G201200
Brahy.S05G0222200	Brast05G201300
Brahy.S05G0222300	Brast05G201400
Brahy.S05G0222400	Brast05G201500
Brahy.S05G0222500	Brast05G201600
Brahy.S05G0222600	Brast05G201700
Brahy.S05G0222700	Brast05G201800
Brahy.S05G0222800	Brast05G201900
Brahy.S05G0222900	Brast05G202000
Brahy.S05G0223100	Brast05G202200
Brahy.S05G0223200	Brast05G202300
Brahy.S05G0223500	Brast05G202500
Brahy.S05G0223600	Brast05G202600
Brahy.S05G0223700	Brast05G202700
Brahy.S05G0223800	Brast05G202800
Brahy.S05G0223900	Brast05G202900
Brahy.S05G0224100	Brast05G203000
Brahy.S05G0224200	Brast05G203100
Brahy.S05G0224400	Brast05G203300
Brahy.S05G0224500	Brast05G203400
Brahy.S05G0224700	Brast05G203500
Brahy.S05G0224900	Brast05G203700
Brahy.S05G0225100	Brast05G203800
Brahy.S05G0225200	Brast05G203900
Brahy.S05G0225400	Brast05G204100
Brahy.S05G0225500	Brast05G204300
Brahy.S05G0225600	Brast05G204400
Brahy.S05G0225700	Brast05G204500
Brahy.S05G0225800	Brast05G204600
Brahy.S05G0225900	Brast05G204700
Brahy.S05G0226000	Brast05G204800
Brahy.S05G0226100	Brast05G204900
Brahy.S05G0226200	Brast05G205000
Brahy.S05G0226300	Brast05G205100
Brahy.S05G0226400	Brast05G205200
Brahy.S05G0226600	Brast05G205400
Brahy.S05G0226700	Brast05G205500
Brahy.S05G0226800	Brast05G205600
Brahy.S05G0226900	Brast05G205700
Brahy.S05G0227000	Brast05G205800
Brahy.S05G0227100	Brast05G205900
Brahy.S05G0227200	Brast05G206000
Brahy.S05G0227300	Brast05G206100
Brahy.S05G0227400	Brast05G206200
Brahy.S05G0227600	Brast05G206400
Brahy.S05G0227700	Brast05G206500
Brahy.S05G0227900	Brast05G206700
Brahy.S05G0228000	Brast05G206800
Brahy.S05G0228100	Brast05G206900
Brahy.S05G0228300	Brast05G207100
Brahy.S05G0228400	Brast05G207200
Brahy.S05G0228500	Brast05G207300
Brahy.S05G0228700	Brast05G207400
Brahy.S05G0228800	Brast05G207500
Brahy.S05G0229000	Brast05G207600
Brahy.S05G0229100	Brast05G207700
Brahy.S05G0229200	Brast05G207800
Brahy.S05G0229300	Brast05G207900
Brahy.S05G0229400	Brast05G208000
Brahy.S05G0229500	Brast05G208100
Brahy.S05G0229600	Brast05G208200
Brahy.S05G0229700	Brast05G208300
Brahy.S05G0229800	Brast05G208400
Brahy.S05G0229900	Brast05G208500
Brahy.S05G0230100	Brast05G208700
Brahy.S05G0230200	Brast05G208800
Brahy.S05G0230300	Brast05G208900
Brahy.S05G0230400	Brast05G209000
Brahy.S05G0230600	Brast05G209100
Brahy.S05G0230700	Brast05G209200
Brahy.S05G0230800	Brast05G209300
Brahy.S05G0230900	Brast05G209400
Brahy.S05G0231000	Brast05G209500
Brahy.S05G0231100	Brast05G209600
Brahy.S05G0231200	Brast05G209700
Brahy.S05G0231300	Brast05G209800
Brahy.S05G0231400	Brast05G209900
Brahy.S05G0231500	Brast05G210000
Brahy.S05G0231600	Brast05G210100
Brahy.S05G0231700	Brast05G210200
Brahy.S05G0231800	Brast05G210300
Brahy.S05G0231900	Brast05G210400
Brahy.S05G0232000	Brast05G210500
Brahy.S05G0232100	Brast05G210600
Brahy.S05G0232200	Brast05G210700
Brahy.S05G0232300	Brast05G210800
Brahy.S05G0232400	Brast05G210900
Brahy.S05G0232500	Brast05G211000
Brahy.S05G0232600	Brast05G211100
Brahy.S05G0232700	Brast05G211200
Brahy.S05G0232800	Brast05G211300
Brahy.S05G0232900	Brast05G211400
Brahy.S05G0233000	Brast05G211500
Brahy.S05G0233100	Brast05G211600
Brahy.S05G0233200	Brast05G211700
Brahy.S05G0233300	Brast05G211800
Brahy.S05G0233400	Brast05G211900
Brahy.S05G0233600	Brast05G212000
Brahy.S05G0233700	Brast05G212100
Brahy.S05G0233800	Brast05G212200
Brahy.S05G0233900	Brast05G212300
Brahy.S05G0234000	Brast05G212400
Brahy.S05G0234100	Brast05G212500
Brahy.S05G0234200	Brast05G212600
Brahy.S05G0234300	Brast05G212700
Brahy.S05G0234600	Brast05G213000
Brahy.S05G0234800	Brast05G213100
Brahy.S05G0234900	Brast05G213200
Brahy.S05G0235000	Brast05G213300
Brahy.S05G0235100	Brast05G213400
Brahy.S05G0235200	Brast05G213500
Brahy.S05G0235300	Brast05G213600
Brahy.S05G0235400	Brast05G213700
Brahy.S05G0235500	Brast05G213800
Brahy.S05G0235700	Brast05G213900
Brahy.S05G0235800	Brast05G214000
Brahy.S05G0235900	Brast05G214100
Brahy.S05G0236000	Brast05G214200
Brahy.S05G0236100	Brast05G214300
Brahy.S05G0236200	Brast05G214400
Brahy.S05G0236300	Brast05G214500
Brahy.S05G0236400	Brast05G214600
Brahy.S05G0236500	Brast05G214700
Brahy.S05G0236700	Brast05G214800
Brahy.S05G0236800	Brast05G214900
Brahy.S05G0236900	Brast05G215000
Brahy.S05G0237000	Brast05G215100
Brahy.S05G0237100	Brast05G215200
Brahy.S05G0237200	Brast05G215300
Brahy.S05G0237300	Brast05G215400
Brahy.S05G0237400	Brast05G215500
Brahy.S05G0237500	Brast05G215600
Brahy.S05G0237600	Brast05G215700
Brahy.S05G0237700	Brast05G215800
Brahy.S05G0237800	Brast05G215900
Brahy.S05G0237900	Brast05G216000
Brahy.S05G0238100	Brast05G216100
Brahy.S05G0238300	Brast05G216200
Brahy.S05G0238400	Brast05G216300
Brahy.S05G0238800	Brast05G216500
Brahy.S05G0238900	Brast05G216700
Brahy.S05G0239000	Brast05G216800
Brahy.S05G0239100	Brast05G216900
Brahy.S05G0239300	Brast05G217000
Brahy.S05G0239400	Brast05G217100
Brahy.S05G0239500	Brast05G217200
Brahy.S05G0239600	Brast05G217300
Brahy.S05G0239700	Brast05G217400
Brahy.S05G0239800	Brast05G217500
Brahy.S05G0239900	Brast05G217600
Brahy.S05G0240000	Brast05G217700
Brahy.S05G0240100	Brast05G217800
Brahy.S05G0240200	Brast05G217900
Brahy.S05G0240300	Brast05G218000
Brahy.S05G0240600	Brast05G218200
Brahy.S05G0240700	Brast05G218300
Brahy.S05G0240800	Brast05G218400
Brahy.S05G0240900	Brast05G218500
Brahy.S05G0241000	Brast05G218600
Brahy.S05G0241100	Brast05G218700
Brahy.S05G0241200	Brast05G218800
Brahy.S05G0241300	Brast05G218900
Brahy.S05G0241400	Brast05G219000
Brahy.S05G0241500	Brast05G219100
Brahy.S05G0241600	Brast05G219200
Brahy.S05G0241800	Brast05G219400
Brahy.S05G0241900	Brast05G219500
Brahy.S05G0242000	Brast05G219600
Brahy.S05G0242100	Brast05G219700
Brahy.S05G0242300	Brast05G219800
Brahy.S05G0242400	Brast05G219900
Brahy.S05G0242500	Brast05G220000
Brahy.S05G0242600	Brast05G220100
Brahy.S05G0242700	Brast05G220200
Brahy.S05G0242800	Brast05G220300
Brahy.S05G0242900	Brast05G220400
Brahy.S05G0243000	Brast05G220500
Brahy.S05G0243100	Brast05G220600
Brahy.S05G0243200	Brast05G220700
Brahy.S05G0243300	Brast05G220800
Brahy.S05G0243400	Brast05G220900
Brahy.S05G0243500	Brast05G221000
Brahy.S05G0243600	Brast05G221100
Brahy.S05G0243700	Brast05G221200
Brahy.S05G0243800	Brast05G221300
Brahy.S05G0243900	Brast05G221400
Brahy.S05G0244000	Brast05G221500
Brahy.S05G0244100	Brast05G221600
Brahy.S05G0244200	Brast05G221700
Brahy.S05G0244400	Brast05G221800
Brahy.S05G0244700	Brast05G222100
Brahy.S05G0244800	Brast05G222200
Brahy.S05G0245000	Brast05G222300
Brahy.S05G0245100	Brast05G222400
Brahy.S05G0245200	Brast05G222500
Brahy.S05G0245300	Brast05G222600
Brahy.S05G0245400	Brast05G222700
Brahy.S05G0245500	Brast05G222800
Brahy.S05G0245700	Brast05G222900
Brahy.S05G0245800	Brast05G223000
Brahy.S05G0245900	Brast05G223100
Brahy.S05G0246100	Brast05G223300
Brahy.S05G0246200	Brast05G223400
Brahy.S05G0246300	Brast05G223600
Brahy.S05G0246400	Brast05G223700
Brahy.S05G0246500	Brast05G223800
Brahy.S05G0246600	Brast05G223900
Brahy.S05G0246700	Brast05G224000
Brahy.S05G0246800	Brast05G224100
Brahy.S05G0246900	Brast05G224200
Brahy.S05G0247000	Brast05G224300
Brahy.S05G0247100	Brast05G224400
Brahy.S05G0247200	Brast05G224500
Brahy.S05G0247300	Brast05G224600
Brahy.S05G0247400	Brast05G224700
Brahy.S05G0247500	Brast05G224800
Brahy.S05G0247600	Brast05G224900
Brahy.S05G0247700	Brast05G225000
Brahy.S05G0247800	Brast05G225100
Brahy.S05G0247900	Brast05G225200
Brahy.S05G0248000	Brast05G225300
Brahy.S05G0248100	Brast05G225400
Brahy.S05G0248200	Brast05G225500
Brahy.S05G0248300	Brast05G225600
Brahy.S05G0248400	Brast05G225700
Brahy.S05G0248500	Brast05G225800
Brahy.S05G0248600	Brast05G225900
Brahy.S05G0248700	Brast05G226000
Brahy.S05G0248800	Brast05G226100
Brahy.S05G0248900	Brast05G226200
Brahy.S05G0249000	Brast05G226300
Brahy.S05G0249100	Brast05G226400
Brahy.S05G0249200	Brast05G226500
Brahy.S05G0249300	Brast05G226600
Brahy.S05G0249400	Brast05G226700
Brahy.S05G0249500	Brast05G226800
Brahy.S05G0249600	Brast05G226900
Brahy.S05G0249700	Brast05G227000
Brahy.S05G0249900	Brast05G227200
Brahy.S05G0250000	Brast05G227300
Brahy.S05G0250100	Brast05G227400
Brahy.S05G0250200	Brast05G227500
Brahy.S05G0250400	Brast05G227700
Brahy.S05G0250500	Brast05G227800
Brahy.S05G0250600	Brast05G227900
Brahy.S05G0250700	Brast05G228000
Brahy.S05G0250800	Brast05G228100
Brahy.S05G0251000	Brast05G228200
Brahy.S05G0251100	Brast05G228300
Brahy.S05G0251200	Brast05G228400
Brahy.S05G0251300	Brast05G228500
Brahy.S05G0251400	Brast05G228600
Brahy.S05G0251500	Brast05G228700
Brahy.S05G0251600	Brast05G228800
Brahy.S05G0251700	Brast05G229000
Brahy.S05G0251800	Brast05G229100
Brahy.S05G0251900	Brast05G229200
Brahy.S05G0252100	Brast05G229300
Brahy.S05G0252300	Brast05G229400
Brahy.S05G0252400	Brast05G229500
Brahy.S05G0252500	Brast05G229600
Brahy.S05G0252600	Brast05G229700
Brahy.S05G0252700	Brast05G229800
Brahy.S05G0252800	Brast05G229900
Brahy.S05G0252900	Brast05G230000
Brahy.S05G0253000	Brast05G230100
Brahy.S05G0253100	Brast05G230200
Brahy.S05G0253300	Brast05G230400
Brahy.S05G0253400	Brast05G230500
Brahy.S05G0253500	Brast05G230600
Brahy.S05G0253800	Brast05G230700
Brahy.S05G0253900	Brast05G230800
Brahy.S05G0254000	Brast05G230900
Brahy.S05G0254100	Brast05G231000
Brahy.S05G0254200	Brast05G231100
Brahy.S05G0254300	Brast05G231200
Brahy.S05G0254400	Brast05G231400
Brahy.S05G0254500	Brast05G231500
Brahy.S05G0254600	Brast05G231600
Brahy.S05G0254700	Brast05G231700
Brahy.S05G0254900	Brast05G231900
Brahy.S05G0255000	Brast05G232000
Brahy.S05G0255100	Brast05G232100
Brahy.S05G0255300	Brast05G232300
Brahy.S05G0255400	Brast05G232400
Brahy.S05G0255500	Brast05G232500
Brahy.S05G0255600	Brast05G232600
Brahy.S05G0255700	Brast05G232700
Brahy.S05G0255800	Brast05G232800
Brahy.S05G0255900	Brast05G232900
Brahy.S05G0256000	Brast05G233000
Brahy.S05G0256200	Brast05G233100
Brahy.S05G0256300	Brast05G233200
Brahy.S05G0256400	Brast05G233300
Brahy.S05G0256500	Brast05G233400
Brahy.S05G0256600	Brast05G233500
Brahy.S05G0256700	Brast05G233600
Brahy.S05G0256800	Brast05G233700
Brahy.S05G0256900	Brast05G233800
Brahy.S05G0257000	Brast05G233900
Brahy.S05G0257200	Brast05G234100
Brahy.S05G0257300	Brast05G234200
Brahy.S05G0257400	Brast05G234300
Brahy.S05G0257500	Brast05G234400
Brahy.S05G0257600	Brast05G234500
Brahy.S05G0257900	Brast05G234600
Brahy.S05G0258000	Brast05G234700
Brahy.S05G0258100	Brast05G234800
Brahy.S05G0258200	Brast05G234900
Brahy.S05G0258300	Brast05G235000
Brahy.S05G0258400	Brast05G235100
Brahy.S05G0258500	Brast05G235200
Brahy.S05G0258600	Brast05G235300
Brahy.S05G0258700	Brast05G235400
Brahy.S05G0258800	Brast05G235500
Brahy.S05G0258900	Brast05G235600
Brahy.S05G0259000	Brast05G235700
Brahy.S05G0259100	Brast05G235800
Brahy.S05G0259200	Brast05G235900
Brahy.S05G0259500	Brast05G236200
Brahy.S05G0259600	Brast05G236300
Brahy.S05G0259700	Brast05G236400
Brahy.S05G0259800	Brast05G236500
Brahy.S05G0259900	Brast05G236600
Brahy.S05G0260000	Brast05G236700
Brahy.S05G0260100	Brast05G236800
Brahy.S05G0260300	Brast05G236900
Brahy.S05G0260400	Brast05G237000
Brahy.S05G0260500	Brast05G237100
Brahy.S05G0260600	Brast05G237200
Brahy.S05G0260700	Brast05G237300
Brahy.S05G0260800	Brast05G237400
Brahy.S05G0260900	Brast05G237500
Brahy.S05G0261000	Brast05G237600
Brahy.S05G0261100	Brast05G237700
Brahy.S05G0261200	Brast05G237800
Brahy.S05G0261300	Brast05G237900
Brahy.S05G0261400	Brast05G238000
Brahy.S05G0261500	Brast05G238100
Brahy.S05G0261600	Brast05G238200
Brahy.S05G0261700	Brast05G238300
Brahy.S05G0261800	Brast05G238400
Brahy.S05G0261900	Brast05G238500
Brahy.S05G0262000	Brast05G238600
Brahy.S05G0262300	Brast05G238800
Brahy.S05G0262400	Brast05G238900
Brahy.S05G0262500	Brast05G239000
Brahy.S05G0262600	Brast05G239100
Brahy.S05G0262800	Brast05G239300
Brahy.S05G0262900	Brast05G239400
Brahy.S05G0263000	Brast05G239500
Brahy.S05G0263100	Brast05G239600
Brahy.S05G0263200	Brast05G239700
Brahy.S05G0263300	Brast05G239800
Brahy.S05G0263400	Brast05G239900
Brahy.S05G0263500	Brast05G240000
Brahy.S05G0263700	Brast05G240100
Brahy.S05G0263800	Brast05G240300
Brahy.S05G0263900	Brast05G240500
Brahy.S05G0264000	Brast05G240600
Brahy.S05G0264100	Brast05G240700
Brahy.S05G0264200	Brast05G240800
Brahy.S05G0264300	Brast05G240900
Brahy.S05G0264400	Brast05G241000
Brahy.S05G0264500	Brast05G241100
Brahy.S05G0264600	Brast05G241200
Brahy.S05G0264700	Brast05G241300
Brahy.S05G0264900	Brast05G241400
Brahy.S05G0265100	Brast05G241500
Brahy.S05G0265200	Brast05G241600
Brahy.S05G0265300	Brast05G241700
Brahy.S05G0265400	Brast05G241800
Brahy.S05G0265500	Brast05G241900
Brahy.S05G0265700	Brast05G242100
Brahy.S05G0265800	Brast05G242200
Brahy.S05G0265900	Brast05G242300
Brahy.S05G0266000	Brast05G242400
Brahy.S05G0266100	Brast05G242500
Brahy.S05G0266200	Brast05G242600
Brahy.S05G0266300	Brast05G242700
Brahy.S05G0266400	Brast05G242800
Brahy.S05G0266500	Brast05G242900
Brahy.S05G0266600	Brast05G243000
Brahy.S05G0266700	Brast05G243100
Brahy.S05G0266800	Brast05G243200
Brahy.S05G0266900	Brast05G243300
Brahy.S05G0267000	Brast05G243400
Brahy.S05G0267100	Brast05G243500
Brahy.S05G0267300	Brast05G243600
Brahy.S05G0267400	Brast05G243700
Brahy.S05G0267500	Brast05G243800
Brahy.S05G0267600	Brast05G243900
Brahy.S05G0267700	Brast05G244000
Brahy.S05G0267800	Brast05G244100
Brahy.S05G0267900	Brast05G244200
Brahy.S05G0268000	Brast05G244300
Brahy.S05G0268100	Brast05G244400
Brahy.S05G0268500	Brast05G244600
Brahy.S05G0268600	Brast05G244700
Brahy.S05G0268700	Brast05G244800
Brahy.S05G0268900	Brast05G245000
Brahy.S05G0269000	Brast05G245100
Brahy.S05G0269100	Brast05G245200
Brahy.S05G0269300	Brast05G245300
Brahy.S05G0269500	Brast05G245500
Brahy.S05G0269600	Brast05G245600
Brahy.S05G0269700	Brast05G245700
Brahy.S05G0269800	Brast05G245800
Brahy.S05G0269900	Brast05G245900
Brahy.S05G0270000	Brast05G246000
Brahy.S05G0270100	Brast05G246100
Brahy.S05G0270200	Brast05G246200
Brahy.S05G0270300	Brast05G246300
Brahy.S05G0270400	Brast05G246400
Brahy.S05G0270500	Brast05G246500
Brahy.S05G0270600	Brast05G246600
Brahy.S05G0270700	Brast05G246700
Brahy.S05G0270800	Brast05G246800
Brahy.S05G0270900	Brast05G246900
Brahy.S05G0271000	Brast05G247000
Brahy.S05G0271100	Brast05G247100
Brahy.S05G0271200	Brast05G247200
Brahy.S05G0271400	Brast05G247400
Brahy.S05G0271500	Brast05G247500
Brahy.S05G0271600	Brast05G247600
Brahy.S05G0271700	Brast05G247700
Brahy.S05G0271800	Brast05G247800
Brahy.S05G0271900	Brast05G247900
Brahy.S05G0272000	Brast05G248000
Brahy.S05G0272200	Brast05G248100
Brahy.S05G0272300	Brast05G248200
Brahy.S05G0272500	Brast05G248400
Brahy.S05G0272600	Brast05G248500
Brahy.S05G0272700	Brast05G248600
Brahy.S05G0272800	Brast05G248700
Brahy.S05G0272900	Brast05G248800
Brahy.S05G0273000	Brast05G248900
Brahy.S05G0273100	Brast05G249000
Brahy.S05G0273300	Brast05G249200
Brahy.S05G0273400	Brast05G249300
Brahy.S05G0273500	Brast05G249400
Brahy.S05G0273700	Brast05G249500
Brahy.S05G0274000	Brast05G249700
Brahy.S05G0274100	Brast05G249800
Brahy.S05G0274200	Brast05G249900
Brahy.S05G0274300	Brast05G250000
Brahy.S05G0274400	Brast05G250100
Brahy.S05G0274500	Brast05G250200
Brahy.S05G0274700	Brast05G250300
Brahy.S05G0274800	Brast05G250400
Brahy.S05G0274900	Brast05G250500
Brahy.S05G0275000	Brast05G250600
Brahy.S05G0275100	Brast05G250700
