"","GeneName","PearsonCorrelation","p.Standard","q.Standard","moduleColors"
"5511","TRIDC6BG045480",0.0269553882735595,0.859664600938061,0.083385972317167,"green"
"5512","TRIDC3BG051090",0.459412445297647,0.00112913014297932,0.000169412168425426,"red"
"5513","TRIDC1BG037290",-0.657741377544348,2.3079213566072e-07,6.70573353927149e-08,"blue"
"5514","TRIDC5AG054600",-0.480311047119941,0.000598953028514602,9.32795755115802e-05,"blue"
"5515","TRIDC2BG032430",-0.303972630721923,0.0395594080155384,0.00479904652320828,"blue"
"5516","TRIDC3BG061570",0.710477548703937,5.74649536686119e-09,2.67162013182733e-09,"turquoise"
"5517","TRIDC5AG074370",-0.676959219926635,6.66721868480406e-08,2.25013540897894e-08,"blue"
"5518","TRIDC6AG017760",0.146978490206037,0.331630938776256,0.0348836247118355,"black"
"5519","TRIDC7BG040940",0.25159526118899,0.0917925659813432,0.0105636622496175,"yellow"
"5520","TRIDC3BG022930",0.689842333495073,2.72189167569203e-08,1.01571024616835e-08,"red"
"5521","TRIDC2BG057500",0.35447458508773,0.015104114474105,0.0019447555704104,"red"
"5522","TRIDC7AG042390",-0.423547670459835,0.00303657860370478,0.000428015711102213,"grey"
"5523","TRIDC3BG006410",-0.141300641558555,0.350917143601617,0.0367990261767948,"grey"
"5524","TRIDC2AG057960",-0.689366185379425,2.8162697087271e-08,1.04806733191718e-08,"turquoise"
"5525","TRIDC3AG005110",0.377286861955404,0.0092520463670279,0.0012245501977797,"green"
"5526","TRIDC1AG058430",0.752836068289483,1.33781800383361e-10,1.17432296829766e-10,"turquoise"
"5527","TRIDC2BG054800",0.315254073495513,0.032343269466822,0.00397300610304815,"turquoise"
"5528","TRIDC7AG024020",-0.705304645667564,8.61414469293377e-09,3.78939535163781e-09,"blue"
"5529","TRIDC4AG045670",0.0169387912395376,0.911548382451287,0.0879549373492899,"grey"
"5530","TRIDC4AG060380",-0.510740853323151,0.000218476006529426,3.62909454326602e-05,"brown"
"5531","TRIDC3BG003030",-0.721888208207061,2.26436651435103e-09,1.20429415208407e-09,"turquoise"
"5532","TRIDC3BG061240",0.65334864132475,3.02085407537999e-07,8.52603410624698e-08,"turquoise"
"5533","TRIDC2BG066110",0.235476807087974,0.115567522138959,0.0130965235862963,"grey"
"5534","TRIDC7AG048150",0.426166691058856,0.00283608502822131,0.000401946411923444,"yellow"
"5535","TRIDC4BG041980",-0.445236919857337,0.00169333248167008,0.000247807439224168,"blue"
